GENE,mr359-MV411-MYB-dTAG-DMSO_1h-r1_tcount,mr360-MV411-MYB-dTAG-DMSO_1h-r2_tcount,mr361-MV411-MYB-dTAG-DMSO_1h-r3_tcount,mr362-MV411-MYB-dTAG-DMSO_1h-r4_tcount,mr363-MV411-MYB-dTAG-DMSO_1h-r5_tcount,mr364-MV411-MYB-dTAG-DMSO_1h-r6_tcount,mr365-MV411-MYB-dTAG-VHL_1h-r1_tcount,mr366-MV411-MYB-dTAG-VHL_1h-r2_tcount,mr367-MV411-MYB-dTAG-VHL_1h-r3_tcount,mr368-MV411-MYB-dTAG-VHL_1h-r4_tcount,mr369-MV411-MYB-dTAG-VHL_1h-r5_tcount,mr370-MV411-MYB-dTAG-VHL_1h-r6_tcount
ZNF735,0,0,0,0,0,0,0,0,0,0,0,0
GTF2H2C_2,0,0,0,1,0,0,1,0,0,1,0,0
730971,0,0,0,1,0,2,0,0,0,0,0,0
RFX8,0,1,0,2,0,2,1,2,1,2,0,1
LINC01347,3,3,1,3,1,3,1,4,3,3,2,2
731424,0,1,1,0,1,0,2,0,1,0,0,0
731656,1,0,1,0,0,0,0,0,0,0,0,0
LINC01300,0,0,0,0,0,0,0,0,0,0,0,0
TDRG1,4,0,4,2,0,4,0,0,0,0,0,0
CSKMT,1,1,3,5,5,2,4,3,1,0,0,0
LINC00106,1,0,0,3,0,0,1,0,0,1,0,2
CEMP1,0,0,0,0,0,0,0,0,0,0,0,0
PFN1P2,0,0,1,1,1,0,0,0,1,0,0,1
RELL1,13,22,37,41,21,33,44,58,30,27,11,42
MIR671,3,4,4,5,3,1,5,5,10,4,0,7
TVP23A,0,0,0,1,0,0,0,0,0,0,0,0
780852,0,0,0,0,0,0,0,0,0,0,0,0
780853,0,0,0,0,0,0,0,0,0,0,0,0
UQCC3,14,17,20,25,7,12,22,26,16,12,5,11
PWRN2,0,0,0,0,0,0,0,0,0,0,0,0
100009667,1,0,0,0,0,0,1,1,0,0,0,3
ZBTB11-AS1,8,9,9,10,3,3,6,7,7,6,2,9
100033413,0,0,0,0,0,0,0,0,0,0,0,0
100033414,0,0,0,0,0,0,0,0,0,0,0,0
100033416,0,0,0,0,0,0,0,1,0,0,0,0
100033417,0,0,0,0,1,0,0,0,0,0,0,0
100033418,0,0,0,0,0,0,0,0,0,0,0,0
100033419,0,0,0,0,0,0,0,0,0,0,0,0
100033425,0,0,0,0,0,0,0,1,1,0,0,0
100033426,0,0,0,0,0,0,0,0,0,0,0,0
100033427,0,0,0,0,0,0,0,0,0,0,0,0
100033428,0,0,0,0,0,0,0,0,0,0,0,0
100033429,0,0,0,0,0,0,1,0,0,1,0,0
100033430,0,0,0,1,0,0,0,0,0,0,0,0
100033431,0,0,3,1,0,2,0,1,1,1,0,0
100033432,1,0,0,0,0,2,1,2,0,0,0,0
100033433,0,0,0,0,1,0,0,0,0,0,0,1
100033434,0,0,0,0,0,0,0,0,0,1,0,1
100033435,0,0,2,0,0,0,0,2,0,0,0,0
100033438,0,0,0,0,0,0,0,0,0,0,0,0
100033820,2,0,2,0,0,0,0,0,1,2,0,0
100034743,0,1,0,0,0,0,0,0,0,0,0,0
CDKN2B-AS1,2,2,5,7,3,4,5,14,4,2,0,5
100049076,0,3,3,4,2,2,2,3,3,5,0,0
NINJ2-AS1,7,8,13,13,5,8,11,19,10,10,1,9
SNHG8,112,69,120,154,62,81,107,117,76,118,35,110
GTF2IP4,14,7,8,11,8,12,17,17,7,7,3,17
100093698,0,0,0,0,0,0,0,0,0,0,0,0
100101148,1,2,0,2,1,0,2,3,0,1,1,0
100101266,0,0,0,0,0,0,0,0,0,0,0,0
POM121C,44,32,66,67,32,65,79,75,50,67,17,69
100101440,1,0,0,1,0,2,0,0,0,0,0,0
ZSCAN30,7,2,2,1,5,3,4,5,5,9,2,4
ANKRD26P3,0,0,0,0,0,0,0,0,0,0,0,0
SNORD125,0,0,0,3,0,2,0,3,1,0,0,1
100113381,24,10,14,16,10,24,14,24,18,8,5,9
100113389,1,1,1,1,0,0,0,1,1,0,0,0
100113393,4,1,4,4,3,5,2,7,4,4,0,5
TMEM170B,37,47,44,67,31,86,59,110,42,22,8,50
100124516,2,6,6,10,8,7,6,9,6,8,3,5
100124533,2,2,2,4,0,0,1,5,3,0,0,1
SNORA84,1,0,0,1,0,0,2,1,0,0,0,0
SNORA38B,0,0,0,0,0,0,0,1,0,0,0,1
HOTAIR,0,0,0,0,0,0,0,0,0,1,0,0
ZGLP1,0,0,1,1,1,0,0,0,0,1,1,1
FAM86JP,0,2,0,0,0,3,0,3,1,2,1,0
FMR1-AS1,0,0,0,0,0,0,0,0,0,2,0,0
MIR374B,0,0,0,1,0,0,0,0,0,0,0,0
MIR922,0,2,4,1,0,0,2,2,0,0,0,0
MIR940,1,0,1,2,0,1,1,0,1,0,0,0
MIR941-4,0,0,0,0,0,0,1,0,0,1,0,0
MIR943,0,2,1,1,0,0,2,0,0,0,0,2
MIR937,1,0,0,0,0,0,1,0,0,0,0,1
MIR939,5,1,7,2,1,6,5,2,4,3,0,4
100126784,0,0,0,0,0,0,0,0,0,0,0,0
EGOT,0,0,0,2,0,1,0,0,0,1,0,0
GHRLOS,4,4,6,1,1,1,8,8,1,4,0,5
MINAR2,0,0,0,0,0,0,1,0,0,0,1,0
SLCO4A1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
KRT73-AS1,0,0,0,0,0,0,0,1,0,0,0,0
C8orf88,0,1,0,1,0,0,1,0,0,0,0,0
100128055,0,0,1,0,0,0,0,0,0,0,0,0
FAM229A,0,0,0,1,0,1,0,0,0,0,0,0
100128108,0,0,0,0,0,1,0,0,0,0,0,0
STAU2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC008040.1,0,0,0,0,1,1,0,0,0,1,0,0
TMPO-AS1,26,28,41,37,12,16,31,39,27,13,8,25
LINC02731,3,0,0,0,0,0,0,0,0,0,1,0
100128285,2,1,0,3,2,2,3,3,2,5,1,2
100128288,2,3,0,1,1,0,1,2,3,1,0,0
100128338,2,4,4,0,3,2,1,2,1,2,1,2
100128378,0,0,0,0,0,0,3,0,0,0,0,1
FAM225B,0,0,1,2,0,0,1,0,0,1,2,1
ARHGAP42-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AP002490.1,1,7,7,6,3,7,4,7,2,7,1,2
100128537,1,0,3,0,2,2,3,2,0,2,0,4
AC011444.1,5,4,5,3,3,1,1,2,1,3,0,3
C19orf71,0,0,0,0,0,0,0,0,0,1,0,1
100128573,0,0,0,0,0,0,0,0,1,0,0,0
SLC8A1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
ACVR2B-AS1,0,0,0,1,1,0,0,0,0,0,0,0
HPN-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01531,0,0,0,0,0,0,0,0,0,0,0,0
OST4,15,16,24,30,8,8,19,35,21,31,6,28
AC108134.1,0,0,0,0,0,0,0,0,0,0,0,1
LINC00476,15,12,24,19,12,22,23,50,14,19,8,28
SRRM2-AS1,2,0,1,2,0,4,1,5,0,2,0,3
GPR158-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100128822,11,5,9,10,1,11,10,8,11,13,5,14
VPS9D1-AS1,2,1,0,4,2,0,7,3,4,9,3,6
ZBTB42,4,2,6,9,0,3,6,11,5,3,5,9
100129027,0,0,0,0,1,0,0,0,0,0,0,0
PKP4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SEMA3F-AS1,0,0,0,0,0,0,0,0,0,0,0,0
KTN1-AS1,2,1,3,3,0,1,0,2,0,5,2,1
100129083,0,0,1,0,0,0,0,0,0,0,0,0
AC092506.1,2,3,3,0,0,0,2,1,1,3,0,0
100129148,0,0,0,0,0,0,0,0,0,0,0,0
ZSCAN16-AS1,4,10,6,20,6,10,13,6,5,6,2,6
MATN1-AS1,6,2,9,11,6,8,9,10,7,13,4,13
SLC39A12-AS1,0,0,0,0,0,0,0,0,0,0,0,0
DEFB131B,0,0,0,0,0,0,0,0,0,0,0,0
SMIM27,1,2,1,2,1,0,1,1,1,3,0,1
100129269,0,1,2,1,0,0,1,0,0,0,0,0
100129316,0,0,0,1,0,0,0,0,0,0,0,0
LINC02291,0,0,0,0,0,0,0,0,0,0,0,0
SMIM10L1,43,37,59,79,34,59,54,91,29,40,20,73
100129424,7,3,3,4,2,6,8,10,6,4,6,9
100129460,2,1,0,1,0,5,4,2,0,3,1,3
100129461,1,3,0,1,1,2,2,3,0,2,1,1
MKRN2OS,0,0,0,0,0,0,0,0,0,0,0,0
ZNF37BP,14,19,18,23,11,21,29,39,23,22,10,23
SOD2-OT1,0,0,0,0,0,1,4,1,1,2,1,0
AL513477.1,1,2,1,3,0,0,0,0,0,3,2,1
LINC02035,0,0,3,0,0,0,0,1,1,1,2,0
100129603,0,0,0,0,0,0,0,0,0,0,0,0
FGF13-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100129697,0,0,0,0,0,0,0,0,0,0,0,0
STPG3-AS1,0,0,0,1,1,0,0,1,1,0,0,0
CCDC152,0,0,0,0,0,0,0,0,1,0,0,0
COL4A2-AS2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF737,0,0,0,1,0,0,0,0,0,0,0,0
PCOLCE-AS1,0,0,1,0,1,0,0,0,0,0,0,0
SCOC-AS1,1,0,0,0,0,0,0,0,0,0,0,0
AC139887.2,31,29,33,45,24,42,58,71,51,49,15,44
AC097382.2,0,0,0,0,0,0,0,0,0,0,0,0
HMGA2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100129961,0,1,1,1,0,1,1,1,1,0,0,1
URAHP,0,0,0,0,0,0,0,0,0,0,0,0
FTLP10,0,0,0,0,0,0,0,0,0,0,0,0
100130172,0,0,2,1,0,0,0,0,0,0,0,0
EFCAB14-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC00861,0,0,0,0,0,0,0,0,0,0,0,0
SLC24A3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
C17orf107,0,0,0,0,0,0,1,1,0,3,1,1
AL359924.1,0,0,1,5,0,1,0,1,3,0,0,2
TMEM262,0,0,0,0,0,0,0,0,0,0,0,0
AL008729.1,2,0,3,1,2,1,5,5,0,2,0,2
LINC00552,0,0,0,0,0,0,0,0,0,1,0,0
LINC02593,0,0,0,0,0,0,0,0,0,0,0,0
100130418,0,0,0,1,0,0,0,0,1,0,0,1
AC110619.1,0,0,0,0,0,0,0,0,0,0,0,0
WAKMAR2,0,1,3,4,0,3,2,0,1,0,1,0
TMEM221,0,1,2,5,2,2,5,3,3,6,0,3
PARD6G-AS1,0,0,0,0,0,0,0,0,0,0,0,1
AL445931.1,0,0,0,0,0,0,0,0,0,0,0,0
100130557,24,19,37,38,18,28,24,55,25,34,11,32
100130581,1,2,1,1,1,1,2,2,1,1,0,6
PRR32,0,0,0,1,1,0,0,1,0,0,1,1
AC019080.1,4,4,0,5,3,3,4,6,3,3,0,1
ATP6V1FNB,7,0,4,10,9,5,10,7,13,6,4,4
HDHD5-AS1,0,0,0,1,0,1,0,0,1,0,0,1
LRRC69,0,0,0,0,0,2,0,0,0,0,0,0
EFCAB10,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SBK3,0,0,0,1,0,0,0,0,0,0,0,0
100130855,2,2,2,1,2,2,0,4,2,2,1,1
100130872,15,2,4,17,4,6,12,11,7,9,2,12
ATE1-AS1,1,1,2,0,0,2,1,0,1,1,0,0
TSTD3,2,0,2,2,0,3,2,3,0,0,0,0
VAC14-AS1,0,0,0,0,0,0,0,0,0,0,0,0
SMIM6,0,0,1,2,0,1,1,1,0,0,0,0
100130934,0,0,0,0,0,0,0,0,0,0,0,0
AC087500.1,1,1,2,1,0,0,1,1,1,1,0,1
ZNF316,48,39,56,65,30,44,58,73,31,55,10,47
100131047,0,0,0,0,0,0,0,0,0,0,0,0
CKMT2-AS1,1,4,4,10,1,3,8,6,5,4,0,7
SRP14-AS1,3,0,1,0,0,2,3,1,3,2,2,4
DPP9-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100131096,6,3,7,13,0,8,16,17,16,10,0,3
BSPH1,0,0,0,0,0,0,0,0,0,0,0,0
CCDC183-AS1,1,3,1,0,0,0,1,0,1,0,0,0
100131205,6,7,13,9,7,9,12,14,10,9,7,10
100131208,0,0,0,0,0,0,0,0,0,0,0,0
NEMP2,1,2,1,10,1,8,1,9,0,5,0,0
ZNF503-AS2,0,1,2,1,0,0,0,0,1,0,0,0
100131234,0,3,1,3,2,3,0,1,0,1,0,1
ANKRD63,0,0,1,0,1,2,3,8,2,0,0,8
100131257,0,1,0,1,0,0,0,0,0,0,0,0
RAB6C-AS1,1,0,0,0,0,0,0,0,0,0,0,0
RDM1P5,0,0,0,0,0,0,0,0,0,0,0,0
LINC00605,0,0,0,0,0,0,0,0,0,0,0,0
SP9,0,0,0,0,0,1,3,0,0,0,0,0
LINC00893,0,0,2,2,0,0,3,0,2,0,0,1
100131454,1,1,1,1,1,0,0,0,1,4,0,0
AL031666.2,0,0,0,0,0,0,0,0,0,0,0,0
ZNF705E,1,0,0,0,0,0,1,3,1,1,0,0
100131551,0,0,0,1,0,0,0,0,0,0,0,0
100131564,8,5,11,16,13,22,12,26,16,7,3,10
100131626,0,0,0,0,0,0,0,0,0,0,0,0
ZNF236-DT,1,0,4,1,2,1,3,4,1,1,1,3
MZF1-AS1,7,7,2,6,5,2,7,5,7,3,2,2
FAM83A-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100131733,0,0,0,0,0,0,2,1,0,0,0,0
ARMCX4,0,0,0,0,0,0,0,0,0,0,0,0
PET100,0,1,0,3,3,1,4,0,0,1,0,2
100131825,0,0,0,0,0,0,0,0,0,0,0,0
ZNF717,0,0,0,0,0,0,0,0,1,0,0,0
FAM27E3,0,0,0,1,0,0,1,2,0,2,0,1
100131998,6,1,4,8,4,8,6,9,5,3,0,1
100132062,0,0,3,2,0,0,1,0,1,1,0,1
FOXO6,0,0,0,1,1,0,3,6,4,8,1,0
100132077,0,0,0,0,0,0,0,0,0,0,1,0
100132116,2,0,1,0,0,0,0,0,0,0,0,0
AC007098.1,0,0,0,0,0,0,0,0,0,0,0,0
NPIPB5,1,2,0,4,3,0,1,4,2,4,1,5
AL845472.1,2,1,2,4,0,3,4,3,2,0,1,3
100132273,0,0,1,0,1,0,2,4,0,2,1,1
100132287,0,0,3,2,0,0,1,0,1,1,0,1
TEKT4P2,7,1,2,4,1,4,4,4,1,3,2,5
100132356,0,1,0,3,0,7,1,2,1,0,0,2
NBPF10,1,3,3,1,4,4,3,1,4,0,0,8
100132417,0,2,0,0,0,3,1,1,2,2,1,1
GOLGA8F,0,0,0,0,0,0,0,0,0,0,0,0
BSN-DT,0,0,0,0,0,0,0,0,1,0,0,0
100132774,2,0,8,4,3,5,7,2,2,5,0,1
100132813,0,0,0,0,0,0,0,0,0,0,0,0
100132815,8,5,3,16,4,10,8,20,11,12,1,14
100132831,1,2,0,1,0,0,1,3,1,0,0,1
100132911,0,0,0,0,0,0,0,0,0,0,0,0
SHISAL2B,0,0,0,0,0,0,0,0,0,0,0,0
100132948,0,0,0,0,0,0,0,1,0,0,0,1
LINC00856,3,0,0,0,2,1,1,0,0,0,0,0
100133050,0,0,1,1,0,0,0,0,1,0,0,0
AC004980.1,11,5,9,10,1,4,9,10,4,9,4,9
100133121,1,1,0,0,0,0,0,1,1,1,0,0
100133161,0,1,0,1,0,0,0,0,0,0,0,0
SBF1P1,9,10,11,8,10,7,11,11,12,8,4,12
AP000688.1,0,0,0,1,0,0,0,0,0,0,0,0
HOXA-AS3,0,0,0,0,0,0,0,0,0,0,0,0
AP002495.1,0,0,0,1,0,0,1,2,1,1,0,0
100133319,0,0,0,0,0,0,0,0,0,0,0,0
100133331,3,1,3,4,1,2,3,6,2,2,1,3
MRPL23-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100133669,0,0,0,0,0,0,0,0,0,0,0,0
CD24,0,0,0,0,0,0,0,0,0,0,0,0
UXT-AS1,0,3,0,1,0,0,0,0,1,0,1,0
LINC01816,0,0,0,0,0,0,0,0,0,0,0,0
100133991,1,1,2,4,1,1,0,3,0,2,0,1
UBOX5-AS1,2,0,1,0,0,0,1,0,1,0,0,0
Z97634.1,1,0,1,3,0,1,3,2,3,1,0,1
KCNJ18,0,0,0,0,0,0,0,0,0,0,0,0
NDUFB2-AS1,1,0,0,6,1,2,1,3,2,0,1,0
TEN1,0,3,0,2,0,1,2,6,2,1,0,2
UPK3BL1,2,0,3,4,1,3,3,4,1,5,0,0
JMJD7,0,1,1,0,1,1,1,2,0,2,0,0
PLA2G4B,0,0,0,3,0,0,0,1,1,0,0,0
C17orf99,0,0,0,0,0,0,0,0,0,0,0,0
CHKB-DT,0,1,2,1,0,1,2,2,3,4,0,6
KLLN,2,1,5,2,0,4,2,0,1,3,0,2
RNU7-1,0,0,0,0,0,0,1,0,0,0,0,0
RNU4ATAC,4,3,0,0,0,0,0,1,0,0,0,0
RNU6ATAC,0,0,0,1,0,0,0,0,0,0,0,0
RNA5S1,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S2,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S3,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S4,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S5,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S6,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S7,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S8,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S9,0,0,0,0,1,0,0,0,1,0,0,1
RNA5S10,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S11,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S12,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S13,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S14,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S15,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S16,0,0,0,0,0,0,0,0,2,0,0,0
RNA5S17,0,0,0,0,0,0,0,0,2,0,0,0
100169951,0,0,0,0,0,0,0,0,0,0,0,0
100169952,0,0,0,0,0,0,0,0,0,0,0,0
100169953,0,0,0,0,0,0,0,0,0,0,0,0
100169954,0,0,0,0,0,0,0,0,0,0,0,0
100169955,0,0,0,0,0,0,0,0,0,0,0,0
100169956,0,0,0,0,0,0,0,0,0,0,0,0
100169957,0,0,0,0,0,0,0,0,0,0,0,0
100169958,0,0,0,0,0,0,0,0,0,0,0,0
DBIL5P2,1,0,2,3,3,1,5,4,2,1,0,2
100170216,0,0,0,0,0,0,0,0,0,0,0,0
100170220,0,0,0,0,0,0,0,0,0,0,0,0
SRRM5,1,1,0,0,0,0,1,0,3,0,0,1
ERICH4,1,2,1,1,0,0,1,0,1,1,0,0
EPOP,8,10,14,8,4,11,11,21,7,16,3,7
MIR1225,0,2,0,1,1,0,0,1,3,1,2,1
TOMM6,38,31,42,58,21,45,47,58,45,30,11,43
LINC00426,0,0,2,0,0,0,0,0,0,0,0,1
DCTN1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
RAMP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100190986,1,2,4,0,0,3,3,4,1,4,0,4
100191063,0,0,0,0,0,0,0,0,0,0,0,0
100192378,0,0,0,0,0,0,0,0,0,0,0,0
LINC01634,0,0,0,0,0,0,0,0,0,0,0,0
MANCR,0,0,0,0,0,0,0,0,0,0,0,0
100216545,25,15,29,28,12,25,23,24,29,19,9,32
100216546,51,63,78,98,40,78,87,154,59,73,9,70
PCED1B-AS1,0,1,0,0,0,1,0,0,1,0,0,0
AC023794.3,0,0,0,0,0,0,2,0,0,0,0,0
AC008429.1,0,0,0,0,0,0,0,0,0,0,0,0
CASC11,0,0,0,0,0,0,0,0,0,0,0,0
100270746,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF33,0,0,0,0,0,0,0,0,0,0,0,0
100271722,0,0,0,0,0,0,0,0,0,2,0,1
100271835,0,0,0,0,0,0,0,2,0,0,0,0
100271836,8,4,10,6,8,16,13,25,4,3,5,7
AIRN,0,0,0,0,0,0,0,0,0,0,0,0
100271874,0,0,0,0,0,0,0,0,0,0,0,0
RASA4B,0,0,0,0,0,0,2,1,0,0,0,1
CMC4,0,0,0,2,1,3,1,1,0,0,0,1
100272217,4,4,5,4,4,2,3,10,5,3,1,1
100272228,0,1,1,0,0,3,4,4,1,1,0,2
BCDIN3D-AS1,0,0,0,0,1,0,0,0,0,0,0,0
100286938,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC1P1,0,0,1,0,0,0,0,1,0,0,0,0
AC016065.1,5,1,8,10,3,2,5,6,8,4,3,8
AC022211.2,9,8,12,18,1,5,7,13,8,8,2,10
WASHC1,1,4,4,8,2,4,8,8,3,9,1,3
100287216,0,0,0,0,0,0,0,0,1,0,0,0
LINC01630,0,0,0,0,0,0,0,0,0,0,0,0
100287227,1,1,1,0,0,0,0,0,1,0,0,1
100287314,0,0,0,0,0,0,0,0,0,0,0,0
SMKR1,0,2,4,0,0,1,0,2,1,0,2,3
ADPGK-AS1,4,1,1,2,0,1,3,6,0,2,0,1
LINC00173,0,0,2,0,0,0,0,0,0,0,0,0
LOXL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
MTHFD2P1,0,0,0,1,0,0,1,1,0,1,0,1
AP4B1-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100287765,1,0,0,1,0,1,1,2,0,0,0,0
AL162293.1,0,0,0,0,0,0,0,0,0,0,0,0
AP001372.2,0,0,0,0,0,0,0,0,0,0,0,0
LGALS8-AS1,0,0,0,0,0,0,0,1,1,0,0,0
TIMM23,25,20,25,31,11,38,18,43,13,15,7,22
AC079385.1,0,0,0,0,0,0,0,0,0,0,0,0
100288069,0,0,0,1,0,1,0,0,0,0,0,1
LDLRAD4-AS1,0,0,0,0,0,0,0,0,0,0,0,0
100288123,0,0,0,0,0,0,0,0,0,0,0,0
NBPF20,2,1,3,3,3,1,3,1,0,2,2,0
100288162,1,0,0,0,0,0,0,0,0,0,0,0
LNCOC1,0,0,0,0,0,0,0,0,0,0,0,0
HMGN3-AS1,6,2,0,1,3,5,1,1,2,3,0,0
100288346,0,0,0,0,0,0,0,0,0,0,0,0
ULK4P2,1,0,0,0,0,1,0,1,0,0,0,2
100288428,0,0,0,0,0,1,0,1,0,0,0,0
100288432,0,0,1,1,0,1,1,2,1,3,2,1
DDX11L9,0,0,0,0,0,0,0,0,0,0,0,0
100288615,43,48,52,62,23,66,70,98,38,55,18,58
AC091057.1,1,0,0,1,1,0,1,3,2,0,0,0
LIMS4,0,0,1,0,0,0,0,3,0,0,0,0
100288730,55,39,93,102,47,83,59,78,55,49,22,57
AC108860.2,0,0,0,0,0,0,0,0,0,0,0,0
WASH8P,19,13,22,23,12,13,35,15,18,15,12,27
TMEM239,0,0,0,0,0,0,0,0,0,0,0,0
AL132639.2,2,1,1,1,2,1,0,0,1,3,1,0
AC006487.1,0,0,0,0,0,0,0,0,0,0,0,0
100289019,7,10,6,9,7,14,16,19,7,11,2,10
ATP2A1-AS1,0,0,0,2,0,0,2,0,2,4,2,0
FRG1CP,0,4,3,5,2,1,7,10,4,3,1,8
100289098,0,0,0,0,0,0,0,0,0,0,0,0
FAM95C,47,47,51,48,33,44,47,64,30,51,6,33
FAM197Y5,0,0,0,0,0,0,0,0,0,0,0,0
GNG12-AS1,0,0,0,0,0,0,0,0,0,0,0,0
TMEM225B,0,0,0,0,0,0,0,0,0,0,1,0
DNAJC3-DT,20,18,33,30,14,19,34,47,35,21,8,39
MAN1B1-DT,3,1,2,6,2,2,6,8,6,3,2,0
100289361,2,0,0,0,0,1,2,0,1,1,1,0
UBAC2-AS1,0,1,0,0,0,1,0,0,0,0,0,3
KCTD21-AS1,0,0,0,1,3,2,2,1,0,1,0,0
AL109809.1,0,0,2,0,0,0,0,0,0,0,0,0
100289509,0,0,0,0,0,0,0,0,0,0,0,0
100289511,0,0,0,0,0,0,0,1,0,0,0,0
AC091390.3,1,1,1,1,0,1,3,4,2,1,0,3
100289574,0,0,0,0,0,0,0,0,0,0,0,0
ZNF605,28,13,32,27,19,43,36,59,39,27,8,44
PSG8-AS1,0,0,0,0,0,0,0,0,0,0,0,0
AC055876.1,3,3,3,2,5,4,3,6,9,5,4,7
ZNF783,28,18,19,23,8,24,28,42,17,15,3,19
ZNF587B,27,34,39,65,30,47,50,70,47,43,18,34
RNF213-AS1,0,0,5,3,0,2,1,1,1,0,0,1
MIR1184-1,0,0,0,0,0,0,0,0,0,0,0,0
MIR1284,0,1,2,0,1,2,0,0,0,0,0,0
MIR1183,0,0,0,0,0,1,0,0,1,0,0,0
MIR1182,0,1,0,0,0,0,2,3,2,1,0,2
100302135,0,0,0,0,0,0,0,0,0,0,0,0
MIR1914,1,0,0,0,0,0,0,0,2,0,0,1
MIR1292,1,0,0,2,0,0,5,1,2,2,0,0
MIR1249,3,1,7,1,1,4,5,5,0,1,1,0
MIR548N,0,0,0,0,0,0,0,0,0,0,0,2
MIR1229,0,0,5,2,1,2,2,1,4,4,4,3
100302165,0,0,0,0,0,0,0,0,0,0,0,0
100302169,0,0,0,0,0,0,0,0,0,0,0,0
MIR1307,1,1,2,2,3,1,0,6,1,1,1,3
MIR1279,0,0,0,0,0,0,0,0,0,0,0,0
MIR1825,3,1,9,6,6,4,7,12,4,9,1,5
MIR1204,0,2,3,2,1,0,4,1,2,1,0,1
MIR1976,2,2,0,1,1,0,0,1,0,0,0,0
MIR1234,0,1,0,0,0,0,0,0,3,0,0,0
MIR1228,0,0,0,0,0,0,0,0,0,0,0,0
MIR1909,5,1,5,8,0,1,4,3,3,5,0,2
MIR1181,9,6,11,12,1,0,16,14,12,6,2,8
MIR1285-1,0,1,0,0,0,0,0,0,0,0,0,0
MIR1291,2,0,2,4,2,1,2,1,1,0,1,4
MIR2110,0,1,0,1,0,0,0,0,0,0,0,0
MIR1238,2,1,2,5,0,2,2,3,2,1,0,1
MIR1226,0,1,4,2,0,1,1,4,3,7,2,3
MIR1268A,0,0,0,0,0,0,0,0,0,0,0,0
MIR1281,1,0,0,2,0,0,0,0,0,0,0,0
MIR1304,7,7,7,14,8,11,12,8,7,6,1,7
MIR1282,0,0,0,0,0,1,0,0,0,0,0,0
100302273,2,1,1,2,2,1,2,3,1,3,0,4
MIR1178,0,0,0,0,0,0,0,0,0,0,0,0
MIR1237,1,0,0,0,0,0,0,0,0,0,0,0
MIR103B2,0,0,0,0,0,0,0,0,0,0,0,0
MIR1227,3,0,1,1,3,1,2,0,3,0,1,0
RASAL2-AS1,4,1,2,2,1,2,3,1,0,1,0,5
100302650,8,8,11,17,2,9,4,1,0,2,1,2
LINC00184,0,1,0,1,0,0,0,0,0,0,0,2
FTX,2,1,1,1,2,0,0,2,0,1,0,0
TMED7-TICAM2,6,3,7,4,4,5,7,10,1,4,1,2
SNORA80B,0,1,1,3,0,1,1,1,0,0,0,0
100303453,0,0,0,3,0,0,1,3,2,0,1,2
ZEB2-AS1,6,4,6,3,3,4,6,6,7,5,0,7
SLC25A5-AS1,0,2,3,0,1,0,2,6,1,1,3,2
PET117,26,18,32,46,15,27,29,44,20,36,7,25
PITPNA-AS1,5,2,8,6,1,7,7,11,5,6,2,4
100309464,0,0,0,0,0,0,0,0,0,0,0,0
SPDYE2B,0,0,0,0,0,0,0,0,0,0,0,0
100313769,0,1,1,1,0,0,0,1,1,0,0,0
MIR548H1,0,0,0,0,0,0,0,0,0,0,0,0
MIR762,0,0,0,1,0,0,0,0,0,0,0,0
MIR2277,0,0,0,1,0,1,0,1,3,4,0,0
