chr	start	end	interval_id	num_peaks	num_samples	MV411_1_430_R1.bool	MV411_2_431_R1.bool	MV411_3_575_R1.bool	MV411_9_718_R1.bool	MV411_1_430_R1.fc	MV411_2_431_R1.fc	MV411_3_575_R1.fc	MV411_9_718_R1.fc	MV411_1_430_R1.qval	MV411_2_431_R1.qval	MV411_3_575_R1.qval	MV411_9_718_R1.qval	MV411_1_430_R1.pval	MV411_2_431_R1.pval	MV411_3_575_R1.pval	MV411_9_718_R1.pval	MV411_1_430_R1.start	MV411_2_431_R1.start	MV411_3_575_R1.start	MV411_9_718_R1.start	MV411_1_430_R1.end	MV411_2_431_R1.end	MV411_3_575_R1.end	MV411_9_718_R1.end	MV411_1_430_R1.summit	MV411_2_431_R1.summit	MV411_3_575_R1.summit	MV411_9_718_R1.summit	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr6	17993556	17993907	Interval_7828	4	4	TRUE	TRUE	TRUE	TRUE	8.67688	6.4488	7.5651	9.59286	11.85844	6.19709	7.18276	14.78326	16.61305	10.45431	11.95059	19.12948	17993591	17993596	17993596	17993556	17993803	17993746	17993742	17993907	101	64	84	127	NA	Intergenic	NA	-6109	KIF13A								
chr6	18585247	18585391	Interval_7829	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.43446	NA	NA	NA	3.23349	NA	NA	NA	7.46271	NA	NA	NA	18585247	NA	NA	NA	18585391	NA	NA	NA	30	NA	NA	Intergenic	NA	13475	MIR548A1								
chr6	19804654	19804983	Interval_7830	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.12575	NA	NA	NA	13.56495	NA	NA	NA	17.84595	NA	NA	NA	19804654	NA	NA	NA	19804983	NA	NA	NA	137	NA	promoter-TSS (LOC100506885)	NA	-146	LOC100506885								
chr6	20212597	20212768	Interval_7831	1	1	TRUE	FALSE	FALSE	FALSE	5.82034	NA	NA	NA	5.30104	NA	NA	NA	9.43929	NA	NA	NA	20212597	NA	NA	NA	20212768	NA	NA	NA	115	NA	NA	NA	NA	promoter-TSS (MBOAT1)	NA	-281	MBOAT1								
chr6	20400849	20401036	Interval_7832	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.58953	NA	NA	NA	1.32357	NA	NA	NA	4.36084	NA	NA	NA	20400849	NA	NA	NA	20401036	NA	NA	NA	107	NA	promoter-TSS (E2F3)	NA	-2736	E2F3								
chr6	20402989	20403216	Interval_7833	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	5.667	4.62862	NA	NA	3.72898	3.18325	NA	NA	8.02638	6.62	NA	NA	20403052	20402989	NA	NA	20403216	20403131	NA	NA	46	28	NA	promoter-TSS (E2F3)	NA	-576	E2F3								
chr6	20403341	20403824	Interval_7834	2	2	TRUE	FALSE	FALSE	TRUE	4.76011	NA	NA	4.74292	3.25618	NA	NA	4.09588	7.10199	NA	NA	7.6621	20403422	NA	NA	20403341	20403638	NA	NA	20403824	95	NA	NA	234	NA	promoter-TSS (E2F3)	NA	-96	E2F3								
chr6	20877512	20877701	Interval_7835	1	1	TRUE	FALSE	FALSE	FALSE	5.69315	NA	NA	NA	4.83399	NA	NA	NA	8.90129	NA	NA	NA	20877512	NA	NA	NA	20877701	NA	NA	NA	65	NA	NA	NA	NA	intron (CDKAL1, intron 9 of 12)	NA	343150	CDKAL1								
chr6	21438676	21438893	Interval_7836	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84234	NA	NA	NA	3.71656	NA	NA	NA	7.23377	NA	NA	NA	21438676	NA	NA	NA	21438893	NA	NA	NA	108	NA	Intergenic	NA	73107	LINC00581								
chr6	22062901	22063079	Interval_7837	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	22062901	NA	NA	NA	22063079	NA	NA	NA	45	NA	intron (CASC15, intron 8 of 11)	NA	84203	CASC14								
chr6	24667040	24667182	Interval_7838	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.06911	NA	NA	NA	4.04466	NA	NA	NA	7.596	NA	NA	NA	24667040	NA	NA	NA	24667182	NA	NA	NA	101	NA	promoter-TSS (TDP2)	NA	76	ACOT13								
chr6	24719307	24719561	Interval_7839	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.87702	NA	NA	NA	7.59736	NA	NA	NA	11.51161	NA	NA	NA	24719307	NA	NA	NA	24719561	NA	NA	NA	77	NA	promoter-TSS (C6orf62)	NA	1402	C6orf62								
chr6	24720261	24720773	Interval_7840	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	6.58229	NA	NA	NA	5.74081	NA	NA	NA	10.32949	NA	NA	NA	24720261	NA	NA	NA	24720773	NA	NA	NA	410	NA	NA	exon (C6orf62, exon 1 of 4)	NA	319	C6orf62								
chr6	24721086	24721677	Interval_7841	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.26134	NA	5.42048	NA	4.46741	NA	5.72035	NA	8.5263	NA	9.46884	NA	24721305	NA	24721086	NA	24721460	NA	24721677	NA	74	NA	185	NA	promoter-TSS (C6orf62)	NA	-546	C6orf62								
chr6	24743329	24743496	Interval_7842	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.2641	NA	NA	NA	7.27927	NA	NA	NA	11.66733	NA	NA	NA	24743329	NA	NA	NA	24743496	NA	NA	NA	76	NA	NA	NA	Intergenic	NA	-22577	C6orf62								
chr6	24774856	24775195	Interval_7843	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.24587	NA	NA	NA	4.5639	NA	NA	NA	8.18186	NA	NA	NA	24774856	NA	NA	NA	24775195	NA	NA	NA	238	NA	promoter-TSS (GMNN)	NA	95	GMNN								
chr6	24858382	24858540	Interval_7844	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.66239	NA	NA	NA	4.75473	NA	NA	NA	8.85197	NA	NA	NA	24858382	NA	NA	NA	24858540	NA	NA	NA	54	NA	NA	NA	intron (FAM65B, intron 8 of 13)	NA	18904	FAM65B								
chr6	25173962	25174519	Interval_7845	4	3	TRUE	TRUE	FALSE	TRUE	4.82112	4.97736	NA	6.43682;6.24686	3.61098	4.61212	NA	8.39874;7.00463	7.49139	8.69771	NA	12.37024;10.86136	25174003	25174040	NA	25173962;25174334	25174135	25174381	NA	25174212;25174519	30	261	NA	138;43	NA	Intergenic	NA	-36418	CMAHP								
chr6	25884202	25884350	Interval_7846	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.54478	NA	NA	NA	9.7611	NA	NA	NA	13.82505	NA	NA	NA	25884202	NA	NA	NA	25884350	NA	NA	NA	72	NA	Intergenic	NA	-10033	SLC17A3								
chr6	25991938	25992163	Interval_7847	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.32111	NA	NA	NA	6.09923	NA	NA	NA	9.88228	NA	NA	NA	25991938	NA	NA	NA	25992163	NA	NA	NA	108	NA	Intergenic	NA	25761	HIST1H1A								
chr6	25992396	25992883	Interval_7848	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.17814	NA	NA	NA	10.7502	NA	NA	NA	14.86796	NA	NA	NA	25992396	NA	NA	NA	25992883	NA	NA	NA	268	NA	Intergenic	NA	25172	HIST1H1A								
chr6	26020443	26020652	Interval_7849	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.74292	NA	NA	NA	4.09588	NA	NA	NA	7.6621	NA	NA	NA	26020443	NA	NA	NA	26020652	NA	NA	NA	85	NA	promoter-TSS (HIST1H3A)	NA	58	HIST1H3A								
chr6	26026949	26027184	Interval_7850	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	26026949	NA	NA	NA	26027184	NA	NA	NA	126	NA	exon (HIST1H4B, exon 1 of 1)	NA	185	HIST1H4B								
chr6	26031680	26032056	Interval_7851	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.75926	NA	NA	NA	6.58048	NA	NA	NA	10.41191	NA	NA	NA	26031680	NA	NA	NA	26032056	NA	NA	NA	320	NA	exon (HIST1H3B, exon 1 of 1)	NA	192	HIST1H3B								
chr6	26043262	26043481	Interval_7852	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.60875	NA	NA	NA	2.1582	NA	NA	NA	5.4368	NA	NA	NA	26043262	NA	NA	NA	26043481	NA	NA	NA	108	NA	exon (HIST1H2BB, exon 1 of 1)	NA	285	HIST1H2BB								
chr6	26045989	26046131	Interval_7853	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12621	NA	NA	NA	2.10581	NA	NA	NA	5.368	NA	NA	NA	26045989	NA	NA	NA	26046131	NA	NA	NA	107	NA	TTS (HIST1H3C)	NA	649	HIST1H3C								
chr6	26054387	26054528	Interval_7854	1	1	FALSE	TRUE	FALSE	FALSE	NA	4.96322	NA	NA	NA	3.0557	NA	NA	NA	6.89492	NA	NA	NA	26054387	NA	NA	NA	26054528	NA	NA	NA	106	NA	NA	NA	Intergenic	NA	2013	HIST1H1C								
chr6	26055622	26055885	Interval_7855	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02985	NA	NA	NA	3.98758	NA	NA	NA	7.5334	NA	NA	NA	26055622	NA	NA	NA	26055885	NA	NA	NA	155	NA	TTS (HIST1H1C)	NA	717	HIST1H1C								
chr6	26056169	26056378	Interval_7856	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.40414	NA	NA	NA	3.33867	NA	NA	NA	6.80188	NA	NA	NA	26056169	NA	NA	NA	26056378	NA	NA	NA	141	NA	exon (HIST1H1C, exon 1 of 1)	NA	197	HIST1H1C								
chr6	26103786	26103927	Interval_7857	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.06691	NA	NA	NA	3.41293	NA	NA	NA	7.31157	NA	NA	NA	26103786	NA	NA	NA	26103927	NA	NA	NA	81	NA	NA	NA	promoter-TSS (HIST1H4C)	NA	-91	HIST1H4C								
chr6	26123108	26123350	Interval_7858	2	2	TRUE	FALSE	FALSE	TRUE	8.24304	NA	NA	7.12562	10.74834	NA	NA	8.71722	15.42619	NA	NA	12.70958	26123108	NA	NA	26123130	26123273	NA	NA	26123350	49	NA	NA	122	NA	promoter-TSS (HIST1H2AC)	NA	675	HIST1H2BC								
chr6	26156392	26157143	Interval_7859	2	2	FALSE	TRUE	FALSE	TRUE	NA	5.69455	NA	3.88634	NA	4.52092	NA	2.79206	NA	8.59174	NA	6.17384	NA	26156489	NA	26156392	NA	26156688	NA	26157143	NA	105	NA	451	NA	exon (HIST1H1E, exon 1 of 1)	NA	437	HIST1H1E								
chr6	26157791	26158002	Interval_7860	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.00847	NA	NA	NA	6.62707	NA	NA	NA	10.46449	NA	NA	NA	26157791	NA	NA	NA	26158002	NA	NA	NA	102	NA	promoter-TSS (HIST1H2BD)	NA	-224	HIST1H2BD								
chr6	26158356	26158498	Interval_7861	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.40671	NA	NA	NA	4.5225	NA	NA	NA	8.13345	NA	NA	NA	26158356	NA	NA	NA	26158498	NA	NA	NA	65	NA	exon (HIST1H2BD, exon 1 of 2)	NA	306	HIST1H2BD								
chr6	26188711	26189093	Interval_7862	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.33115	NA	NA	NA	1.58889	NA	NA	NA	4.73092	NA	NA	NA	26188711	NA	NA	NA	26189093	NA	NA	NA	320	NA	exon (HIST1H4D, exon 1 of 1)	NA	174	HIST1H4D								
chr6	26196831	26196973	Interval_7863	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.33115	NA	NA	NA	1.58889	NA	NA	NA	4.73092	NA	NA	NA	26196831	NA	NA	NA	26196973	NA	NA	NA	2	NA	exon (HIST1H3D, exon 2 of 2)	NA	2391	HIST1H2AD								
chr6	26198542	26198738	Interval_7864	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.34002	NA	NA	NA	4.42079	NA	NA	NA	8.02737	NA	NA	NA	26198542	NA	NA	NA	26198738	NA	NA	NA	67	NA	promoter-TSS (HIST1H2BF)	NA	653	HIST1H2AD								
chr6	26204902	26205084	Interval_7865	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.66775	NA	NA	NA	1.3715	NA	NA	NA	4.47982	NA	NA	NA	26204902	NA	NA	NA	26205084	NA	NA	NA	98	NA	TTS (HIST1H4E)	NA	348	HIST1H4E								
chr6	26272804	26273090	Interval_7866	2	2	TRUE	FALSE	FALSE	TRUE	5.99549	NA	NA	4.43881	5.56392	NA	NA	2.90941	9.72285	NA	NA	6.31978	26272876	NA	NA	26272804	26273033	NA	NA	26273090	62	NA	NA	240	NA	promoter-TSS (HIST1H2BI)	NA	-29	HIST1H2BI								
chr6	26285168	26285744	Interval_7867	3	3	TRUE	TRUE	FALSE	TRUE	5.47312	7.27569	NA	5.75926	4.51641	7.7351	NA	6.58048	8.54804	12.15811	NA	10.41191	26285512	26285484	NA	26285168	26285733	26285661	NA	26285744	113	76	NA	109	NA	promoter-TSS (HIST1H4H)	NA	43	HIST1H4H								
chr6	26596745	26596988	Interval_7868	2	2	TRUE	FALSE	FALSE	TRUE	7.92339	NA	NA	4.71913	13.3829	NA	NA	4.88613	18.24486	NA	NA	8.55283	26596745	NA	NA	26596771	26596932	NA	NA	26596988	62	NA	NA	122	NA	promoter-TSS (ABT1)	NA	-76	ABT1								
chr6	27132451	27132597	Interval_7869	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.36039	NA	NA	NA	2.60832	NA	NA	NA	5.95052	NA	NA	NA	27132451	NA	NA	NA	27132597	NA	NA	NA	129	NA	promoter-TSS (HIST1H2AG)	NA	272	HIST1H2BJ								
chr6	27147099	27147537	Interval_7870	2	2	TRUE	FALSE	FALSE	TRUE	4.81728	NA	NA	6.87702	3.09942	NA	NA	7.59736	6.91773	NA	NA	11.51161	27147346	NA	NA	27147099	27147537	NA	NA	27147471	96	NA	NA	85	NA	promoter-TSS (MIR3143)	NA	236	HIST1H2AH								
chr6	27479616	27479824	Interval_7871	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.43881	NA	NA	NA	2.90941	NA	NA	NA	6.31978	NA	NA	NA	27479616	NA	NA	NA	27479824	NA	NA	NA	98	NA	promoter-TSS (TRNAD8)	NA	46	TRNAD8								
chr6	27772607	27772778	Interval_7872	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5184	NA	NA	NA	7.06672	NA	NA	NA	10.92989	NA	NA	NA	27772607	NA	NA	NA	27772778	NA	NA	NA	83	NA	Intergenic	NA	-5192	TRNAM2								
chr6	27815610	27815808	Interval_7873	1	1	TRUE	FALSE	FALSE	FALSE	3.96169	NA	NA	NA	2.37915	NA	NA	NA	6.0522	NA	NA	NA	27815610	NA	NA	NA	27815808	NA	NA	NA	115	NA	NA	NA	NA	promoter-TSS (HIST1H2AJ)	NA	665	HIST1H2BM								
chr6	27831010	27831245	Interval_7874	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.50162	NA	NA	NA	4.65172	NA	NA	NA	8.28447	NA	NA	NA	27831010	NA	NA	NA	27831245	NA	NA	NA	122	NA	TTS (HIST1H4K)	NA	399	HIST1H4K								
chr6	27837967	27838109	Interval_7875	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.79643	NA	NA	NA	3.4063	NA	NA	NA	6.88484	NA	NA	NA	27837967	NA	NA	NA	27838109	NA	NA	NA	66	NA	promoter-TSS (HIST1H2BN)	NA	301	HIST1H2AK								
chr6	27865812	27866004	Interval_7876	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12621	NA	NA	NA	2.10581	NA	NA	NA	5.368	NA	NA	NA	27865812	NA	NA	NA	27866004	NA	NA	NA	23	NA	TTS (HIST1H2AL)	NA	579	HIST1H2AL								
chr6	27866082	27866235	Interval_7877	1	1	TRUE	FALSE	FALSE	FALSE	4.36343	NA	NA	NA	2.49181	NA	NA	NA	6.20025	NA	NA	NA	27866082	NA	NA	NA	27866235	NA	NA	NA	30	NA	NA	NA	NA	TTS (HIST1H2AL)	NA	830	HIST1H2AL								
chr6	27866899	27867142	Interval_7878	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.12621	NA	NA	NA	2.10581	NA	NA	NA	5.368	NA	NA	NA	27866899	NA	NA	NA	27867142	NA	NA	NA	121	NA	exon (HIST1H1B, exon 1 of 1)	NA	560	HIST1H1B								
chr6	27871975	27872150	Interval_7879	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.21472	NA	NA	NA	4.23823	NA	NA	NA	7.82796	NA	NA	NA	27871975	NA	NA	NA	27872150	NA	NA	NA	57	NA	exon (HIST1H3I, exon 1 of 1)	NA	258	HIST1H3I								
chr6	27873503	27873652	Interval_7880	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64928	NA	NA	NA	5.13967	NA	NA	NA	8.83092	NA	NA	NA	27873503	NA	NA	NA	27873652	NA	NA	NA	94	NA	promoter-TSS (HIST1H4L)	NA	-67	HIST1H4L								
chr6	27890631	27890823	Interval_7881	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.01882	NA	NA	NA	3.71807	NA	NA	NA	7.23566	NA	NA	NA	27890631	NA	NA	NA	27890823	NA	NA	NA	101	NA	promoter-TSS (HIST1H3J)	NA	65	HIST1H3J								
chr6	27892902	27893168	Interval_7882	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.52442	NA	NA	NA	2.82144	NA	NA	NA	6.2066	NA	NA	NA	27892902	NA	NA	NA	27893168	NA	NA	NA	174	NA	promoter-TSS (HIST1H2BO)	NA	150	HIST1H2AM								
chr6	28080903	28081054	Interval_7883	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.10194	NA	NA	NA	4.9175	NA	NA	NA	8.58617	NA	NA	NA	28080903	NA	NA	NA	28081054	NA	NA	NA	71	NA	promoter-TSS (ZNF165)	NA	13	LOC102724889								
chr6	28136805	28136947	Interval_7884	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	28136805	NA	NA	NA	28136947	NA	NA	NA	68	NA	exon (ZSCAN16-AS1, exon 1 of 2)	NA	440	ZSCAN16-AS1								
chr6	28335717	28335886	Interval_7885	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.0817	NA	NA	NA	4.88613	NA	NA	NA	8.55169	NA	NA	NA	28335717	NA	NA	NA	28335886	NA	NA	NA	109	NA	intron (ZSCAN31, intron 1 of 3)	NA	350	ZSCAN31								
chr6	28838384	28838543	Interval_7886	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.84234	NA	NA	NA	3.71656	NA	NA	NA	7.23377	NA	NA	NA	28838384	NA	NA	NA	28838543	NA	NA	NA	96	NA	promoter-TSS (TRNAA13)	NA	51	TRNAA13								
chr6	28866468	28866734	Interval_7887	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.72658	NA	NA	NA	1.95299	NA	NA	NA	5.17818	NA	NA	NA	28866468	NA	NA	NA	28866734	NA	NA	NA	11	NA	Intergenic	NA	-2845	TRNAA27								
chr6	29926936	29927263	Interval_7888	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.22441	NA	NA	NA	6.96883	NA	NA	NA	10.82412	NA	NA	NA	29926936	NA	NA	NA	29927263	NA	NA	NA	196	NA	exon (HCG4B, exon 1 of 2)	NA	115	HCG4B								
chr6	29964824	29965174	Interval_7889	3	3	TRUE	TRUE	FALSE	TRUE	5.9378	5.30758	NA	16.37815	8.93551	6.39053	NA	51.26929	13.46228	10.68345	NA	56.7463	29964878	29964909	NA	29964824	29965138	29965157	NA	29965174	138	118	NA	180	NA	Intergenic	NA	-10116	HCG9								
chr6	30066775	30067235	Interval_7890	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.846	NA	10.49174	NA	7.81866	NA	18.31162	NA	12.24765	NA	22.81056	NA	30066871	NA	30066775	NA	30067190	NA	30067235	NA	156	NA	190	NA	promoter-TSS (PPP1R11)	NA	-150	PPP1R11								
chr6	30516537	30516897	Interval_7891	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.26295	NA	NA	NA	2.1582	NA	NA	NA	5.44128	NA	NA	NA	30516537	NA	NA	NA	30516897	NA	NA	NA	39	NA	Intergenic	NA	27311	HLA-E								
chr6	30617095	30617303	Interval_7892	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64928	NA	NA	NA	5.13967	NA	NA	NA	8.83092	NA	NA	NA	30617095	NA	NA	NA	30617303	NA	NA	NA	80	NA	promoter-TSS (MRPS18B)	NA	-299	MRPS18B								
chr6	30673070	30673216	Interval_7893	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.58468	NA	NA	NA	2.8961	NA	NA	NA	6.30077	NA	NA	NA	30673070	NA	NA	NA	30673216	NA	NA	NA	134	NA	promoter-TSS (DHX16)	NA	-90	DHX16								
chr6	30687466	30687608	Interval_7894	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.28697	NA	NA	NA	3.16945	NA	NA	NA	6.6054	NA	NA	NA	30687466	NA	NA	NA	30687608	NA	NA	NA	47	NA	promoter-TSS (PPP1R18)	NA	358	PPP1R18								
chr6	30717377	30717758	Interval_7895	4	4	TRUE	TRUE	TRUE	TRUE	7.58259	6.93436	9.04091	15.50871	9.73407	7.21953	10.39827	33.4572	14.32792	11.60453	15.4534	38.48203	30717438	30717425	30717502	30717377	30717755	30717747	30717693	30717758	196	129	98	236	NA	promoter-TSS (MDC1)	NA	-485	MDC1								
chr6	30742787	30743081	Interval_7896	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.48684	NA	3.46688	NA	2.40755	NA	2.71653	NA	6.12896	NA	6.08705	NA	30742911	NA	30742787	NA	30743081	NA	30742934	NA	47	NA	101	NA	promoter-TSS (FLOT1)	NA	-82	FLOT1								
chr6	30744345	30744665	Interval_7897	2	2	TRUE	FALSE	FALSE	TRUE	5.02366	NA	NA	5.29415	4.1521	NA	NA	4.91285	8.1327	NA	NA	8.58033	30744345	NA	NA	30744460	30744665	NA	NA	30744602	219	NA	NA	102	NA	promoter-TSS (IER3)	NA	45	IER3								
chr6	30781834	30782204	Interval_7898	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.51144	NA	7.52772	NA	4.14853	NA	13.68277	NA	8.16414	NA	17.9741	NA	30781981	NA	30781834	NA	30782131	NA	30782204	NA	51	NA	250	NA	Intergenic	NA	-37469	IER3								
chr6	30785167	30785338	Interval_7899	1	1	TRUE	FALSE	FALSE	FALSE	5.77793	NA	NA	NA	5.55995	NA	NA	NA	9.7185	NA	NA	NA	30785167	NA	NA	NA	30785338	NA	NA	NA	86	NA	NA	NA	NA	Intergenic	NA	-40703	IER3								
chr6	31197076	31197370	Interval_7900	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.45316	NA	NA	NA	11.31042	NA	NA	NA	15.47062	NA	NA	NA	31197076	NA	NA	NA	31197370	NA	NA	NA	108	NA	promoter-TSS (HCG27)	NA	-537	HCG27								
chr6	31197560	31197708	Interval_7901	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08897	NA	NA	NA	4.07429	NA	NA	NA	7.62766	NA	NA	NA	31197560	NA	NA	NA	31197708	NA	NA	NA	26	NA	promoter-TSS (HCG27)	NA	-126	HCG27								
chr6	31197784	31198149	Interval_7902	2	2	TRUE	FALSE	FALSE	TRUE	4.76989	NA	NA	5.75926	3.27104	NA	NA	6.58048	7.11768	NA	NA	10.41191	31197859	NA	NA	31197784	31198009	NA	NA	31198149	57	NA	NA	305	NA	intron (HCG27, intron 1 of 1)	NA	207	HCG27								
chr6	31203909	31204274	Interval_7903	3	3	TRUE	TRUE	FALSE	TRUE	6.13939	7.11424	NA	8.80224	6.42059	7.84981	NA	13.05703	10.68284	12.28501	NA	17.30657	31203985	31203909	NA	31203974	31204170	31204175	NA	31204274	54	130	NA	110	NA	TTS (HCG27)	NA	6332	HCG27								
chr6	31559057	31559434	Interval_7904	3	3	TRUE	TRUE	FALSE	TRUE	5.41399	11.51014	NA	8.05028	8.63324	25.69117	NA	15.60455	13.11003	31.29885	NA	19.9918	31559132	31559057	NA	31559098	31559398	31559413	NA	31559434	125	223	NA	113	NA	TTS (NFKBIL1)	NA	12395	NFKBIL1								
chr6	31575811	31576072	Interval_7905	1	1	TRUE	FALSE	FALSE	FALSE	4.81551	NA	NA	NA	3.85425	NA	NA	NA	7.78445	NA	NA	NA	31575811	NA	NA	NA	31576072	NA	NA	NA	107	NA	NA	NA	NA	intron (TNF, intron 1 of 3)	NA	375	TNF								
chr6	31620366	31620779	Interval_7906	2	2	TRUE	FALSE	FALSE	TRUE	4.4611	NA	NA	4.71913	4.09827	NA	NA	4.88613	8.06888	NA	NA	8.55283	31620366	NA	NA	31620382	31620505	NA	NA	31620779	62	NA	NA	136	NA	promoter-TSS (PRRC2A)	NA	-100	PRRC2A								
chr6	31652245	31652465	Interval_7907	2	2	FALSE	TRUE	TRUE	FALSE	NA	4.97736	4.90208	NA	NA	4.61212	4.18259	NA	NA	8.69771	8.56453	NA	NA	31652245	31652273	NA	NA	31652464	31652465	NA	NA	83	104	NA	NA	promoter-TSS (APOM)	NA	-55	APOM								
chr6	31727522	31727835	Interval_7908	2	2	FALSE	TRUE	FALSE	TRUE	NA	4.88553	NA	15.4512	NA	3.65017	NA	38.32611	NA	7.59674	NA	43.47732	NA	31727607	NA	31727522	NA	31727759	NA	31727835	NA	76	NA	174	NA	TTS (C6orf25)	NA	2583	DDAH2								
chr6	31738269	31738411	Interval_7909	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56513	NA	NA	NA	3.57003	NA	NA	NA	7.06976	NA	NA	NA	31738269	NA	NA	NA	31738411	NA	NA	NA	44	NA	Intergenic	NA	-1022	CLIC1								
chr6	31738638	31738791	Interval_7910	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.88803	NA	NA	NA	2.1582	NA	NA	NA	5.4399	NA	NA	NA	31738638	NA	NA	NA	31738791	NA	NA	NA	35	NA	Intergenic	NA	-1233	MSH5								
chr6	31806691	31806831	Interval_7911	1	1	TRUE	FALSE	FALSE	FALSE	5.18356	NA	NA	NA	3.85231	NA	NA	NA	7.77834	NA	NA	NA	31806691	NA	NA	NA	31806831	NA	NA	NA	117	NA	NA	NA	NA	exon (LSM2, exon 1 of 5)	NA	223	LSM2								
chr6	31862694	31862973	Interval_7912	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.61674	NA	NA	NA	3.90929	NA	NA	NA	7.44824	NA	NA	NA	31862694	NA	NA	NA	31862973	NA	NA	NA	121	NA	promoter-TSS (NEU1)	NA	98	NEU1								
chr6	31862982	31863163	Interval_7913	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.63715	NA	NA	NA	5.31507	NA	NA	NA	9.48534	NA	NA	NA	31862982	NA	NA	NA	31863163	NA	NA	NA	73	NA	NA	NA	promoter-TSS (NEU1)	NA	-141	NEU1								
