GENE,mr522-MV411-DMSO-r1_tcount,mr523-MV411-DMSO-r2_tcount,mr524-MV411-DMSO-r3_tcount,mr525-MV411-DMSO-r4_tcount,mr526-MV411-DMSO-r5_tcount,mr527-MV411-Mebendazole-r1_tcount,mr528-MV411-Mebendazole-r2_tcount,mr529-MV411-Mebendazole-r3_tcount,mr530-MV411-Mebendazole-r4_tcount,mr531-MV411-Mebendazole-r5_tcount
SETD9,0,2,0,3,1,0,0,2,1,0
IL31RA,0,0,0,0,1,0,0,0,0,0
EMB,141,166,99,382,155,149,170,114,229,110
PPARGC1B,24,28,46,112,40,40,40,31,39,30
PRRC1,40,38,38,109,38,56,51,47,65,28
NADK2,7,14,26,50,28,19,28,16,27,14
UGT3A1,0,1,0,0,0,0,0,0,0,0
JMY,22,15,14,38,18,16,22,12,22,9
C5orf58,0,0,0,0,0,0,0,0,0,0
CCDC127,10,8,11,23,16,9,9,9,21,6
ATPSCKMT,8,8,6,12,12,10,11,3,5,5
DNAJC21,9,10,4,15,20,17,10,7,11,9
GRPEL2,119,100,86,358,139,134,187,118,189,86
LSM11,22,23,23,42,25,22,25,25,26,13
POC5,1,3,3,6,1,6,2,3,1,2
STARD4,28,22,29,113,41,31,39,14,24,21
WDR36,41,51,43,137,54,60,70,38,54,29
NUDCD2,5,6,7,11,5,6,5,0,5,1
UBLCP1,9,18,6,30,10,17,11,14,12,7
C5orf24,107,120,70,267,98,112,121,125,161,62
ADAT2,31,22,24,71,27,28,29,20,42,18
IRAK1BP1,1,4,0,5,0,0,1,2,2,2
STXBP5,1,0,1,0,1,2,4,0,2,2
NCOA7,3,3,8,21,10,11,12,16,26,9
HINT3,18,7,11,43,5,11,17,14,9,8
B3GAT2,0,0,0,0,0,0,0,0,0,0
SDHAF4,1,2,0,4,1,0,0,2,3,1
CD109,1,0,0,9,0,1,4,3,2,2
RAET1E,0,0,0,0,0,0,0,0,0,0
PM20D2,20,15,17,95,21,31,30,25,42,11
ZNF786,6,1,3,12,1,2,7,4,1,2
MTPN,74,91,56,182,85,77,109,79,107,64
MPLKIP,9,9,9,33,9,6,12,8,13,3
SSC4D,0,0,0,1,0,0,0,0,1,0
C7orf31,0,0,0,3,0,0,0,0,0,0
CLDN23,0,0,1,0,0,1,0,0,0,0
CCDC26,14,8,10,32,10,23,23,19,28,17
ZNF572,2,4,3,15,9,5,5,4,1,1
CIBAR1,4,6,3,24,3,2,1,6,12,4
VPS37A,21,18,12,33,12,18,24,18,19,10
NDUFAF6,3,0,5,8,5,1,4,0,3,1
TMEM68,18,16,13,24,15,15,15,10,23,9
TMEM71,2,1,0,2,0,2,7,0,6,1
UBXN2B,20,27,26,81,25,35,30,27,41,27
GPAT4,17,20,18,35,25,18,29,17,19,10
LETM2,7,5,13,28,8,22,24,13,35,14
HGSNAT,10,10,6,33,8,11,23,13,28,13
NACC2,3,0,8,8,6,6,4,4,7,7
C9orf116,1,2,0,7,0,0,0,2,2,3
CARNMT1,18,27,18,57,11,28,27,20,28,12
C9orf85,5,4,2,16,3,5,10,5,9,3
DIPK1B,0,0,0,0,0,1,1,0,0,0
PTRH1,2,1,0,1,0,0,0,0,0,1
PIP5KL1,1,0,1,0,0,2,0,0,2,0
TAF1L,0,0,2,0,0,0,0,1,0,0
PTPDC1,1,4,4,14,2,10,2,6,3,5
RPP25L,3,8,12,30,13,6,8,8,5,7
DBH-AS1,0,0,0,0,0,0,0,0,0,0
SLITRK4,3,1,3,5,1,1,3,1,4,2
MAP2K4P1,11,5,8,7,4,1,6,2,2,2
FAM199X,29,26,35,75,32,37,38,27,57,19
AMER1,2,10,11,16,12,9,8,9,11,7
APOOL,15,16,11,35,6,16,15,18,26,11
HDX,0,0,0,0,0,0,0,1,0,0
FUNDC1,4,10,8,14,7,6,10,6,7,2
UPRT,2,0,0,2,3,3,3,0,4,2
GAB3,14,12,9,38,25,13,10,10,21,13
DOCK11,3,2,0,11,4,4,2,0,2,3
SPIN4,32,59,25,77,33,33,38,32,44,20
TCP10L,0,0,0,0,0,2,0,0,0,0
ASB6,6,12,21,31,12,8,23,9,11,16
ASB7,9,22,26,47,14,16,28,23,32,18
ASB8,27,45,46,149,38,44,63,51,61,31
MYL6B,1,0,0,2,0,0,2,1,1,1
RNF32,0,0,0,1,0,0,0,0,0,0
S100A16,0,1,0,0,0,0,0,0,0,0
NEK7,20,16,16,58,23,33,38,29,38,16
C20orf96,1,3,0,1,2,2,0,1,0,1
ZBTB46,0,0,0,0,2,1,1,1,0,1
NOL4L,13,16,11,35,11,25,21,33,34,13
SAMD10,6,10,4,12,8,14,10,12,22,4
ABHD16B,0,0,0,0,0,0,0,0,0,0
BRI3BP,2,11,17,27,4,6,8,10,10,4
SOGA1,7,22,20,63,20,17,22,18,52,12
TLDC2,0,0,0,0,0,1,1,0,0,0
DYNLL2,5,10,14,16,9,8,4,7,9,6
UBE2F,4,10,0,14,9,8,6,10,8,5
ADAMTS14,0,0,1,0,1,1,3,0,4,0
SMCR8,27,36,46,113,37,39,43,35,52,43
SRXN1,62,99,121,190,118,110,120,86,128,79
ROMO1,2,2,0,6,0,0,3,1,3,3
NEURL2,0,0,0,1,0,1,0,0,1,0
ZSWIM3,4,4,8,5,2,3,5,4,2,4
NANP,12,12,5,37,17,14,21,18,18,10
RIPOR3,0,0,0,0,0,0,0,0,0,0
ZNF280B,14,13,11,21,16,14,11,5,8,7
SIRPA,16,17,28,42,28,28,29,24,27,23
SREK1,84,98,89,230,79,102,128,114,146,65
CNBD2,0,0,0,7,0,0,0,0,0,0
STK35,23,27,48,72,37,32,42,37,45,27
DCANP1,32,55,86,124,72,59,86,56,66,40
MIB2,0,0,0,0,0,0,0,0,0,0
DUSP19,0,0,0,0,0,1,0,0,1,0
ASB14,1,1,0,0,0,0,0,2,0,0
SAMD8,23,30,18,76,32,24,25,34,24,14
TRUB1,17,10,5,30,21,20,25,22,19,14
VTI1A,5,4,5,19,8,9,9,11,10,7
EIF5AL1,6,11,14,16,6,8,19,10,9,6
FGFBP3,1,2,5,13,4,2,4,4,5,1
CACUL1,30,40,38,87,36,42,50,55,45,27
LDLRAD3,3,5,6,18,7,10,11,7,13,6
PSMA8,4,2,5,6,1,2,6,2,6,0
XRRA1,0,1,0,2,1,2,0,0,1,0
143666,0,1,0,2,0,0,0,0,0,0
FAM76B,21,15,18,41,19,10,23,19,18,9
SESN3,17,5,6,36,5,17,8,13,11,7
PIWIL4,10,14,9,36,11,15,20,8,19,18
ARHGAP42,1,0,0,1,0,0,0,1,0,1
KBTBD3,0,0,0,1,0,0,0,0,2,0
CWF19L2,1,4,8,7,1,1,0,0,6,0
POGLUT3,22,29,21,80,30,35,58,35,32,32
SPINDOC,2,4,8,26,2,4,5,1,6,3
PLEKHA7,1,1,0,0,0,1,0,3,1,1
SPTY2D1,70,78,62,143,72,91,92,73,116,56
DNHD1,0,0,0,1,0,3,0,0,0,3
PRICKLE1,18,11,10,26,14,12,11,10,13,7
SLC2A14,1,0,0,5,0,0,3,2,3,0
BCDIN3D,5,7,14,19,12,9,17,10,18,9
ALG10B,16,14,13,34,7,13,18,12,11,3
ZNF664,19,35,38,85,28,42,48,28,47,23
LINC00477,0,1,5,4,2,2,0,0,3,0
ETFRF1,7,9,3,18,5,3,0,7,6,2
CPNE8,6,6,5,18,18,11,14,11,13,7
TMEM120B,4,6,1,18,4,6,5,1,9,2
E2F7,11,16,3,11,4,7,11,5,10,6
SOCS2-AS1,1,0,0,1,2,0,0,0,1,0
KRT80,0,0,0,0,0,3,1,1,4,0
C12orf66,6,5,11,10,7,13,19,8,11,6
C12orf60,0,0,0,0,0,0,0,0,0,0
RAD9B,2,0,0,4,3,2,3,3,2,1
PHETA1,1,3,2,6,2,3,4,3,6,0
LACC1,38,26,45,69,27,26,29,35,30,23
HNRNPA1L2,16,10,10,42,15,20,15,7,17,4
B3GLCT,0,0,3,1,0,1,1,1,2,3
LINC00239,0,0,0,0,0,0,1,0,0,1
SLC38A6,0,0,0,0,0,0,0,0,0,0
ABHD12B,0,0,0,0,0,0,0,0,0,0
PTGR2,2,0,0,3,0,3,0,1,1,0
FAM161B,1,0,0,1,2,1,1,1,3,2
CEP128,0,5,0,1,0,4,3,1,0,3
MDP1,3,4,1,4,7,7,6,3,2,0
TTC7B,0,0,0,0,2,0,0,0,2,0
AC027237.3,0,0,0,0,1,0,2,0,0,0
LYSMD4,5,3,1,1,1,3,6,2,9,3
FAM81A,0,1,3,3,4,0,1,1,0,5
GCOM1,26,19,18,95,39,34,36,23,49,24
AC090517.5,0,2,1,7,1,0,0,0,3,0
C15orf65,0,0,0,0,0,0,0,0,0,0
C15orf61,2,4,5,8,7,3,9,3,4,0
HAPLN3,1,0,0,0,0,0,0,0,0,0
NRG4,2,2,4,9,1,5,6,6,5,0
ZSCAN29,37,27,36,95,42,32,41,41,60,29
TTBK2,7,3,2,5,4,4,6,3,5,1
CDAN1,3,4,3,25,11,3,4,5,9,3
ZFP90,10,11,14,25,12,17,14,18,18,5
CMTM4,8,5,5,24,15,6,7,8,14,7
C16orf92,0,0,0,0,0,0,0,0,0,0
ZNF597,34,26,29,91,47,29,36,29,40,17
TMED6,1,0,0,0,0,0,0,0,0,0
ZNF785,2,2,0,7,4,4,4,6,6,1
ZNF688,0,1,0,2,0,0,3,0,0,0
C16orf71,0,0,0,0,0,0,0,0,0,0
TOM1L2,0,1,2,11,1,3,7,3,1,1
TEPSIN,1,3,3,3,2,4,2,0,1,1
B3GNTL1,2,5,6,6,2,1,4,5,3,0
RBFOX3,0,0,0,0,0,0,0,0,0,0
CD300LF,11,13,7,14,4,14,10,4,14,5
CDRT15,0,0,0,0,0,0,0,0,0,0
CFAP52,0,0,0,0,0,0,0,0,0,0
PIK3R6,0,0,0,2,0,0,2,0,3,0
SLFN13,0,1,1,3,3,0,0,0,0,1
146880,13,13,19,45,21,17,18,27,22,19
KIF18B,6,6,10,20,8,10,5,5,8,6
RUNDC1,10,18,18,46,33,19,32,19,37,27
EME1,0,2,5,12,11,2,5,1,7,3
TMEM199,16,24,24,69,37,23,35,19,41,20
PROCA1,0,0,3,2,0,1,2,2,3,0
DHRS13,2,0,0,3,1,0,1,0,0,0
KCTD11,4,7,4,12,9,7,8,3,6,4
NOTUM,0,0,0,0,0,0,0,0,0,0
TMC8,0,1,0,10,1,4,1,1,5,1
TRIM16L,2,0,6,10,3,8,6,7,7,3
WIPF2,16,18,18,78,27,31,29,38,30,22
TMEM99,0,0,1,0,0,0,1,1,1,1
C18orf25,63,90,58,171,86,97,121,84,115,61
ANKRD29,0,0,0,0,0,0,0,0,0,1
147525,0,1,2,11,3,3,5,2,5,1
VSIG10L,0,0,0,1,0,2,0,0,0,0
ZNF480,196,195,203,502,209,240,262,218,321,162
ZNF534,0,0,0,0,0,0,0,0,0,0
ZNF417,18,17,32,59,26,22,22,18,16,14
ZNF548,11,7,4,9,1,11,18,10,14,8
PPM1N,0,1,0,0,0,4,1,1,1,0
KLC3,0,0,0,0,0,0,0,0,0,0
ILF3-DT,28,51,59,78,51,28,49,31,59,33
TMC4,0,0,0,0,0,0,0,0,0,0
ZNF524,0,2,4,2,2,2,4,0,2,1
ZNF784,1,2,7,8,4,4,6,2,6,5
SPC24,10,35,49,82,35,31,29,27,35,18
DACT3,0,0,3,1,2,2,2,1,0,0
SIX5,0,1,0,0,0,1,2,0,1,0
ZNF420,9,11,4,28,15,9,17,12,16,6
ZNF565,1,2,1,5,4,2,1,1,6,0
ZNF542P,0,0,0,0,0,0,0,0,0,0
ZNF582,2,1,1,4,2,2,1,3,4,0
ZNF583,3,8,2,10,5,2,3,3,6,1
FAM98C,0,1,0,6,0,0,1,3,0,0
CAPN12,0,1,0,0,0,1,1,0,1,0
DPY19L3,32,46,34,100,31,39,50,46,58,32
TICAM1,0,3,1,7,0,0,3,4,2,2
CIRBP-AS1,0,0,0,0,0,0,0,0,1,2
CILP2,0,0,0,0,0,0,2,2,0,0
PROSER3,1,0,0,2,5,2,3,6,4,3
ZNF558,11,12,12,45,13,13,13,14,18,4
LINC00662,4,4,5,3,4,5,8,4,7,2
ZNF714,27,30,24,58,35,25,32,39,41,23
C19orf25,9,10,21,23,14,7,7,9,12,2
ATP8B3,3,6,4,14,4,6,2,3,4,3
DIRAS1,2,4,3,5,7,8,4,5,7,3
ZNF555,5,9,8,31,5,12,11,7,13,14
ZNF569,20,15,7,40,13,23,28,13,16,15
ZNF570,2,1,1,9,2,1,3,2,1,0
C1orf74,10,12,27,53,26,13,25,22,18,23
CREB3L4,0,0,0,1,0,0,0,2,0,1
BROX,28,22,11,51,16,19,35,19,37,20
SAMD11,0,0,0,0,0,0,0,0,0,0
MRPL20-AS1,15,33,27,97,39,28,52,22,37,26
SAMD13,0,5,3,3,0,6,2,1,0,0
C1orf52,32,41,35,69,35,37,47,38,48,25
PHF13,13,7,16,31,23,10,14,17,10,12
CIART,0,0,0,0,0,0,0,0,0,0
ACTG1P25,0,0,0,0,0,0,0,0,0,0
PTPRVP,0,0,0,1,0,0,0,0,0,0
ANKRD35,0,0,0,0,0,0,0,0,0,0
B3GALNT2,28,31,39,108,50,36,63,29,59,21
MFSD4A,0,0,0,0,0,0,2,0,0,0
SLC30A7,49,55,35,129,51,52,67,41,66,32
148898,0,2,9,2,0,0,1,1,1,0
MOB3C,7,10,4,24,10,6,11,15,24,11
NBPF12,7,3,5,3,4,3,7,4,7,7
RC3H1,100,82,64,312,84,135,111,117,133,60
ZNF362,5,5,3,10,4,2,4,4,1,4
DCST1,0,0,0,0,0,0,0,0,0,0
CNIH3,0,0,0,0,0,0,0,0,0,0
MANEAL,1,0,0,0,0,0,0,0,0,1
IL23R,0,0,0,0,0,0,0,0,0,0
SHISA4,0,0,0,0,0,0,0,0,2,0
EXOC8,36,22,27,76,28,34,38,29,51,22
PDIK1L,50,38,29,126,37,27,36,29,47,16
CCDC24,0,0,0,0,0,0,0,0,0,0
RNF187,11,13,11,18,7,5,12,12,10,12
LINC00654,0,0,0,0,0,0,0,0,2,0
SHLD1,2,3,3,11,6,8,4,10,6,6
COMMD7,10,17,10,33,14,23,23,20,34,10
LSM14B,10,11,16,22,10,8,6,14,7,3
LIPI,0,0,0,0,0,0,0,0,0,0
SIK1,0,2,3,4,0,0,2,0,2,1
SLC9B1,0,0,0,2,1,0,0,0,0,0
LINC00896,3,0,2,2,1,0,1,2,2,0
AIFM3,0,0,0,0,0,1,0,0,0,0
YDJC,7,17,18,26,12,8,20,13,14,10
C22orf15,0,0,0,0,0,0,0,0,0,0
HSCB,0,0,0,4,3,2,2,0,6,1
CCDC117,63,63,71,165,80,62,70,73,83,49
DUSP18,2,5,8,10,8,7,8,10,13,4
MORC2-AS1,4,10,7,11,9,6,5,7,9,6
DNAJB7,0,0,0,0,0,0,0,0,0,0
CHADL,0,0,0,0,0,0,0,0,0,0
MEI1,0,0,0,0,0,0,0,0,0,0
NFAM1,0,0,0,0,0,0,0,0,2,0
CDPF1,5,0,5,8,4,2,4,5,3,0
GTSE1-DT,2,0,2,3,0,0,0,0,0,0
TTL,15,18,9,50,36,40,32,29,29,23
CKAP2L,54,52,70,198,91,77,93,82,95,45
CBWD2,0,1,2,0,1,1,0,3,2,1
SATB2-AS1,0,0,0,0,0,0,0,0,0,1
C2orf15,0,0,0,1,0,0,0,0,0,0
COPS9,2,4,2,20,9,4,9,5,6,2
COMMD1,1,0,1,6,0,1,0,2,4,1
FBXO41,13,11,20,42,18,19,17,26,25,10
TTC30B,2,2,0,1,2,1,1,0,2,0
150759,7,9,10,22,11,10,12,11,16,4
SMPD4BP,17,18,20,38,9,13,25,11,16,11
RAB6D,1,0,0,0,0,0,2,1,1,1
FAM117B,11,12,2,23,6,8,11,9,15,8
TCF23,0,0,0,1,0,0,1,0,0,0
GAREM2,3,7,4,7,3,3,4,2,4,1
PUS10,6,6,1,8,4,3,0,1,4,1
LINC01963,3,7,8,8,4,11,5,9,15,8
KANSL1L,1,0,1,3,1,1,2,4,7,1
PLB1,0,0,1,2,0,0,2,2,1,0
LINC02610,7,9,3,16,8,5,14,11,9,11
ERFE,0,0,0,0,0,0,0,0,0,0
ARL6IP6,13,11,7,22,10,9,8,15,10,4
METTL21A,14,6,17,28,14,7,7,3,12,8
CCNYL1,15,16,13,63,21,22,29,19,33,20
KLHL23,0,0,2,2,0,0,0,0,2,0
SGO2,2,4,0,1,1,1,1,3,8,0
FAHD2B,3,1,0,0,0,0,0,0,1,0
RMDN2,0,0,0,0,0,0,0,0,0,0
SLC16A14,0,0,0,0,0,0,0,0,0,0
LINC01907,0,0,0,0,0,0,0,0,0,0
LINC00471,0,0,0,0,0,0,1,1,2,0
MSL3P1,17,38,41,96,35,41,44,39,43,23
ASPRV1,0,1,0,0,0,0,0,0,1,0
WDSUB1,0,1,0,2,0,2,0,0,0,1
151534,2,1,0,1,2,1,5,1,0,0
GPR155,0,0,0,0,1,1,1,1,1,1
TTC14,97,108,93,271,121,123,163,118,142,72
DTX3L,12,25,18,42,13,16,24,13,35,9
SGO1,13,16,13,39,11,12,16,13,13,11
PP2D1,0,0,0,0,1,0,0,0,0,0
PPM1L,12,14,13,47,20,23,34,33,40,18
WDR49,2,3,0,8,0,0,3,1,0,2
LRRC34,1,1,0,4,1,0,1,1,1,1
CCDC12,14,25,38,61,28,21,22,20,28,9
MB21D2,1,4,4,5,0,3,1,4,2,2
PPP4R2,76,89,46,185,95,82,100,82,107,48
XXYLT1,1,15,5,21,11,19,13,10,23,6
RNF38,23,45,35,68,43,49,50,41,52,24
GLIPR2,0,1,1,9,1,4,6,5,9,3
ZCWPW2,0,1,0,0,0,0,0,0,0,0
CMC1,2,4,1,4,0,3,2,4,1,1
SPICE1,6,6,1,5,4,1,1,5,0,0
152302,1,7,2,30,12,10,9,9,13,5
CNTN4,0,0,0,0,0,0,0,0,0,0
SH3D19,0,0,0,0,0,0,0,0,0,0
NFXL1,18,16,14,48,19,19,16,14,23,17
PAQR3,10,8,2,22,14,3,4,5,10,3
SCFD2,8,2,4,7,1,3,4,5,6,1
THAP6,19,17,28,58,20,23,22,22,25,13
KLB,0,0,0,0,0,0,0,0,0,0
FAM53A,0,0,0,0,0,0,0,1,0,0
PPM1K,2,3,3,5,2,2,4,7,5,0
TRMT44,2,2,6,3,3,2,2,4,3,2
SLC38A9,4,10,10,24,3,14,9,6,12,8
CREBRF,11,7,8,38,12,15,28,12,17,9
CEP120,11,16,7,52,9,12,19,18,18,12
TMEM167A,111,103,88,303,115,132,153,115,147,96
MBLAC2,11,30,12,52,36,17,23,24,29,15
TMEM161B,28,21,29,72,25,44,34,35,30,24
SRFBP1,11,8,2,19,8,6,7,9,8,4
ZMAT2,12,30,39,46,37,24,41,29,29,20
ARSK,4,1,1,8,1,3,3,2,2,2
TTC23L,0,0,0,0,0,0,0,0,0,0
CCDC112,1,4,0,10,2,1,1,0,2,4
PRELID2,1,5,0,3,3,1,2,4,4,2
PLAC8L1,1,0,0,2,0,0,0,0,0,0
RNF145,8,12,9,49,12,15,23,20,14,14
SNRNP48,27,20,24,51,21,23,21,24,22,10
CNKSR3,0,3,1,0,0,1,1,1,1,0
SLC2A12,0,0,0,0,0,2,1,1,1,0
MBOAT1,5,2,3,6,7,5,4,5,1,1
BVES-AS1,0,0,0,1,0,0,0,0,0,0
CCDC167,3,2,1,5,5,2,1,3,2,4
RUNDC3B,0,1,0,0,0,0,0,0,0,1
BMT2,12,14,10,17,12,5,21,18,15,9
FMC1,4,1,0,7,2,1,2,5,3,2
AMOT,0,0,0,0,1,0,0,0,0,0
VKORC1L1,35,38,46,125,46,54,47,37,72,35
AMOTL1,26,29,21,74,38,31,29,34,43,24
IQUB,1,0,0,3,0,0,1,0,1,0
KCTD7,2,3,0,5,4,2,0,5,2,2
GIMAP8,2,2,1,9,4,6,6,11,9,7
ZNF425,0,1,2,3,4,1,1,0,1,3
155060,2,4,11,25,7,8,7,6,17,5
ZNF746,5,9,14,37,15,7,13,8,16,9
AMZ1,0,0,0,4,0,0,1,0,0,0
RBM33,37,53,36,117,55,61,75,82,90,56
157247,20,20,26,60,15,39,35,30,39,23
PRAG1,5,3,6,8,7,3,4,4,5,4
CDCA2,45,47,33,158,70,30,72,55,63,40
TMEM65,5,7,2,15,2,9,10,5,6,2
RDH10,17,25,3,33,15,21,16,9,20,12
ANKRD46,17,22,14,67,18,27,39,16,28,21
ESCO2,21,13,13,66,14,22,33,22,19,25
FBXO16,0,0,0,0,0,1,0,0,0,0
MIR124-1HG,40,31,45,96,48,51,76,50,59,28
LRATD2,1,2,2,0,1,1,0,1,2,0
C8orf37,5,4,2,5,3,10,10,9,4,0
VPS13B,2,6,7,23,7,10,24,9,16,13
FAM87A,0,0,0,0,0,0,0,0,0,0
ERICH1,5,14,4,9,5,1,4,1,6,2
FAM91A1,72,104,79,192,104,83,117,103,97,40
MCMDC2,0,0,0,0,0,0,2,0,0,0
CLVS1,0,0,0,0,0,0,0,0,0,0
SBSPON,0,0,0,0,0,0,0,0,0,0
CAMSAP1,5,9,6,34,7,12,14,13,14,8
157983,0,2,2,1,3,3,8,4,3,4
C9orf163,0,0,2,1,3,0,1,0,0,0
TTLL11,2,0,0,1,0,0,3,0,1,0
HSD17B7P2,0,0,2,0,0,0,0,0,0,0
TTC39B,0,0,0,0,0,0,0,0,0,0
TRMT10B,2,2,5,7,5,1,12,7,3,5
TTC16,0,0,0,0,0,0,0,0,0,0
LINC02603,0,0,0,0,0,0,0,0,0,0
FAM120AOS,40,59,63,149,56,75,66,68,78,47
KIAA2026,1,0,0,1,3,4,2,1,3,4
KIAA1958,11,13,11,22,8,12,16,15,13,5
TSTD2,24,23,28,82,36,33,55,29,45,28
ZNF782,7,6,4,18,9,6,7,7,5,7
PRUNE2,0,0,0,1,0,0,1,0,1,0
USP27X-AS1,0,0,0,1,2,1,0,0,0,0
ZXDB,5,9,10,19,6,7,8,6,10,5
MOSPD2,9,4,8,26,13,4,5,6,15,3
RIBC1,0,0,0,0,0,0,0,0,0,0
NKAPP1,5,14,5,30,9,7,12,8,10,4
CXorf65,0,0,0,0,0,0,0,0,0,0
USP51,2,0,0,0,2,0,2,2,1,1
158960,0,1,2,3,0,0,0,0,4,0
CXorf38,10,12,23,45,14,21,29,22,15,11
FAM122B,15,14,8,24,11,10,15,6,14,6
FAM122C,1,1,2,7,2,3,5,2,7,3
USP54,18,14,9,47,12,14,24,20,23,5
SLC35G1,2,0,0,4,2,4,6,10,4,3
CFAP58,0,0,0,0,0,0,0,1,1,0
LDHAL6A,1,1,2,2,0,0,0,0,0,0
CLEC12A,2,0,1,3,1,3,3,5,3,2
CLECL1,12,9,9,31,13,16,21,8,14,6
TMTC3,12,8,5,22,11,14,16,11,14,9
ALDH1L2,20,24,23,57,26,41,34,29,33,21
PPTC7,44,43,46,144,65,40,85,69,50,45
DGKH,49,55,25,123,46,71,63,63,94,35
CCDC122,2,0,0,0,0,0,2,0,0,1
GPR180,30,26,24,69,30,39,43,35,54,24
TMEM229B,0,0,1,8,1,0,1,1,0,0
SYNE3,3,0,7,0,0,1,2,2,1,1
SAMD15,0,0,0,0,0,1,0,0,0,0
NOP9,14,24,21,56,32,24,21,20,26,19
EML5,0,2,0,0,0,0,0,0,0,0
DNAAF4,1,0,0,0,0,0,0,2,1,0
161635,1,2,1,3,1,0,1,1,1,0
ODF3L1,0,0,0,0,0,1,0,0,4,0
PGBD4,0,0,0,1,0,1,3,0,0,0
ADAL,5,2,7,14,1,2,1,0,5,4
FSIP1,1,0,0,0,0,0,0,0,0,0
ZFPM1,2,0,1,1,2,1,1,2,0,1
ITPRIPL2,0,0,0,1,0,0,1,1,0,0
ZFP1,40,38,27,140,39,50,50,29,36,34
SLFN5,2,0,2,4,1,1,3,5,4,2
RETREG3,15,26,15,52,21,26,24,25,32,11
RHBDL3,0,1,1,0,1,0,0,0,1,1
162632,0,0,0,0,0,0,0,1,0,0
ZNF519,10,3,1,10,9,10,5,5,12,5
C18orf54,8,7,5,19,6,13,12,16,27,5
ZNF610,0,0,0,0,0,0,0,0,0,0
ZNF320,0,0,0,0,0,0,0,0,0,1
ZNF497,1,0,7,5,0,0,0,2,2,0
ZNF550,0,0,0,0,1,1,1,0,0,1
ZNF296,1,1,5,0,2,0,2,0,1,3
DEDD2,17,17,16,50,18,19,33,18,38,19
ZNF579,4,2,3,4,1,2,2,3,4,4
ZNF791,22,28,30,59,37,37,49,32,32,24
ZNF564,26,18,12,61,20,20,17,17,20,14
ZNF709,0,0,1,0,0,1,0,0,0,0
ZNF114,3,5,2,11,6,7,8,3,6,1
ZNF567,3,1,6,3,0,3,5,2,5,1
ZNF383,2,0,0,3,2,4,2,0,3,1
EID2,10,9,6,33,9,12,12,4,14,4
ZNF780B,11,10,13,40,13,17,20,10,31,16
PRR22,0,0,0,0,0,0,2,2,0,0
ZNF100,18,21,11,60,11,19,14,21,23,15
DENND1B,36,36,18,97,27,55,43,50,65,35
TOR1AIP2,72,93,68,169,82,80,117,82,109,52
CITED4,8,15,10,33,12,8,16,6,10,6
LEXM,0,0,0,0,0,0,0,0,0,0
SASS6,12,10,7,28,10,7,12,11,16,12
SDE2,19,29,34,65,39,33,48,35,44,25
CNST,21,39,17,86,33,36,37,20,33,14
PAQR7,0,1,0,0,1,0,2,0,0,0
CCDC116,0,0,0,0,0,0,0,1,1,1
CABP7,0,0,0,1,0,0,1,2,0,0
LONRF2,0,0,0,0,0,0,0,1,0,0
CCDC138,6,4,3,11,4,1,3,2,2,2
ADGRF3,0,1,0,1,1,0,1,0,0,0
OXER1,0,0,0,0,1,0,0,0,0,0
UBXN2A,3,9,15,19,9,11,8,7,12,2
DQX1,0,0,0,0,0,0,0,0,0,0
PARP15,1,5,1,2,4,0,1,2,4,1
XIRP1,0,1,1,0,0,0,0,0,1,0
RNF168,23,31,15,50,34,26,51,26,41,20
CHST13,0,0,0,0,0,0,0,0,0,0
SPATA5,8,16,4,19,14,20,23,14,22,13
BBS12,0,4,1,6,0,3,2,0,3,0
ADGRA3,0,2,0,2,3,1,2,0,0,2
MMAA,3,4,0,8,5,10,9,12,5,5
ZBTB49,2,1,0,2,0,2,3,0,4,0
TIGD2,6,1,2,3,2,2,1,6,1,1
SGMS2,0,1,2,2,0,3,0,0,0,1
MIER3,20,27,11,54,11,25,23,22,30,17
UGT3A2,0,0,2,0,0,0,0,0,0,0
TENT2,15,25,11,35,16,18,16,17,25,9
DCP2,68,69,50,230,60,104,104,82,111,58
ZNF366,0,1,1,0,0,1,1,0,1,0
FAM151B,0,0,0,0,0,0,0,0,0,0
LCA5,2,1,0,2,0,0,0,0,1,0
TXLNB,1,0,0,0,0,0,0,0,3,0
ZNF92,51,51,55,162,61,49,84,70,82,37
THAP5,21,22,14,63,15,28,24,24,43,14
CCDC71L,5,5,8,12,21,9,17,9,10,6
ZNF800,27,23,15,52,20,25,27,28,35,9
TMEM64,11,10,11,21,12,9,12,13,12,4
ZNF596,1,6,6,5,3,6,5,2,2,9
STKLD1,0,0,0,0,0,0,0,0,0,0
QSOX2,14,13,17,28,22,9,11,16,12,7
ZNF169,3,2,2,5,0,5,5,0,4,1
TCEANC,1,4,2,14,1,5,5,5,6,1
TMEM273,0,0,1,2,0,1,2,2,0,0
FUT11,2,3,6,15,7,8,5,2,7,3
170393,0,0,0,1,1,0,1,1,0,0
PWWP2B,6,1,8,5,4,7,5,3,5,2
SSBP4,3,7,0,3,4,3,8,7,6,1
170487,0,1,0,5,2,2,1,3,1,0
DHX36,10,10,3,25,11,9,14,4,6,3
GIMAP1,2,3,3,3,2,1,3,1,4,2
COMMD6,10,3,3,20,7,9,9,10,11,1
PPP1R18,10,16,23,32,19,24,29,27,29,21
ZNF431,16,18,18,55,16,19,23,20,36,12
