,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
DEFB131B,0,0,0,0,0,0,0,0
SMIM27,4,2,8,1,2,3,3,2
LINC01160,0,0,0,0,0,0,1,1
SMIM10L1,9,13,20,13,19,25,19,22
RPL19P12,0,3,1,0,2,5,1,2
DPY19L1P1,0,1,1,0,0,2,1,3
LYRM4-AS1,1,4,1,0,0,2,1,2
ZNF37BP,15,21,14,10,19,15,15,20
SOD2-OT1,1,1,4,3,1,4,4,2
100129534,0,2,1,0,3,0,0,0
LINC02035,1,6,2,1,1,4,4,7
TCF24,0,0,0,0,0,0,0,0
100129697,0,0,0,0,0,0,0,0
STPG3-AS1,1,1,0,0,0,0,0,1
CCDC152,0,0,0,0,0,0,0,0
ZNF737,5,6,3,1,9,16,9,4
PCOLCE-AS1,0,0,0,0,0,0,0,0
SCOC-AS1,0,0,0,0,1,1,0,0
100129917,16,25,31,5,24,22,14,22
100129931,0,0,0,0,0,0,0,0
CCNT2-AS1,0,4,1,2,2,0,2,0
URAHP,0,0,0,0,0,0,0,0
100130172,1,0,1,0,2,1,2,1
EFCAB14-AS1,0,0,0,0,0,0,0,0
LINC00861,0,0,0,0,0,0,0,0
C17orf107,0,0,0,2,0,0,0,0
100130331,1,2,0,0,2,1,0,4
TMEM262,0,0,0,0,0,0,0,0
100130357,1,3,3,1,2,2,1,0
LINC02593,0,0,0,0,0,0,0,0
WAKMAR2,0,5,2,2,0,2,5,0
TMEM221,3,1,3,0,6,1,4,8
PARD6G-AS1,0,0,0,0,0,0,0,0
100130548,0,0,0,0,0,0,0,0
NFYC-AS1,18,26,19,5,10,29,18,32
LINC00910,1,3,2,2,5,4,1,2
PRR32,1,2,1,1,0,0,1,1
100130691,1,1,4,1,1,6,5,5
ATP6V1FNB,1,4,6,0,6,1,3,3
HDHD5-AS1,0,1,0,0,0,1,1,1
EFCAB10,0,0,0,0,0,0,0,0
AGAP2-AS1,0,0,0,0,0,0,0,1
USP3-AS1,3,1,2,0,1,5,2,6
100130872,23,21,23,12,17,23,21,43
ATE1-AS1,1,3,1,0,1,1,0,0
TSTD3,4,2,2,0,1,1,1,1
VAC14-AS1,0,0,0,0,0,0,0,0
SMIM6,0,0,1,0,1,1,2,4
100130950,0,1,1,0,3,0,1,1
ZNF316,47,83,74,49,37,94,102,83
CKMT2-AS1,12,5,7,6,10,7,13,18
SRP14-AS1,3,5,0,0,0,1,7,2
DPP9-AS1,0,0,0,0,0,0,0,0
TNRC6C-AS1,2,11,12,6,10,6,14,19
CCDC183-AS1,0,0,0,0,0,0,1,1
RPL21P28,1,1,4,3,2,1,0,3
NEMP2,5,6,8,9,12,10,9,15
ZNF503-AS2,0,3,2,1,1,4,2,3
MIR181A1HG,1,2,0,1,1,3,2,0
ANKRD63,0,5,5,3,0,5,4,1
RAB6C-AS1,0,0,0,0,0,0,0,0
RDM1P5,0,0,0,0,0,0,0,0
LINC00893,1,1,0,1,1,0,0,0
DBIL5P,2,4,4,3,6,2,1,3
100131496,0,0,0,0,0,0,0,0
ZNF705E,0,0,1,0,0,0,0,1
CCDC18-AS1,7,18,9,8,5,14,8,21
100131626,0,0,0,0,0,0,0,0
ZNF236-DT,3,1,1,1,1,1,1,2
MZF1-AS1,4,4,8,4,3,9,7,10
USP30-AS1,0,0,0,0,0,0,0,0
ARMCX4,0,0,0,0,0,0,0,0
PET100,2,2,2,2,0,0,0,0
ZNF717,0,2,2,0,0,5,5,1
INSYN2B,0,0,0,0,0,0,0,0
FAM27E3,3,2,5,3,3,3,1,1
RRN3P3,4,6,17,7,7,8,12,13
FOXO6,0,0,0,0,1,0,1,0
ACTA2-AS1,0,0,0,0,0,0,0,0
100132215,0,0,0,0,0,0,0,0
100132249,0,2,2,0,2,2,0,1
100132356,1,6,2,2,0,2,7,0
NBPF10,1,1,1,1,0,3,2,3
FCGR1CP,0,2,1,0,1,0,1,3
BSN-DT,0,0,0,0,0,0,0,1
KDM4A-AS1,8,9,14,6,7,4,6,13
IPO5P1,7,9,18,12,6,7,13,13
100132831,0,2,4,1,4,4,4,0
DPH3P1,0,0,0,0,0,0,0,0
SHISAL2B,0,0,0,0,0,0,0,0
LINC00856,0,0,2,0,1,0,0,1
FAM27B,0,2,0,0,0,0,0,0
SBF1P1,7,7,5,4,7,2,7,8
100133286,0,0,2,0,0,1,0,0
HOXA-AS3,0,0,0,0,0,0,0,0
100133315,0,1,1,1,2,0,3,2
100133331,2,0,2,1,6,1,0,3
UXT-AS1,0,4,1,0,1,1,0,1
LINC01816,1,0,0,0,0,0,0,0
MAP3K14-AS1,3,2,1,1,0,3,2,1
UBOX5-AS1,0,0,0,0,0,0,0,0
KDM7A-DT,0,0,0,0,0,0,0,1
100134368,3,0,2,0,2,3,0,6
NDUFB2-AS1,0,6,3,1,4,4,6,1
TEN1,2,1,4,0,3,1,1,1
UPK3BL1,2,4,4,1,0,2,3,2
JMJD7,2,2,0,2,2,2,1,3
PLA2G4B,0,0,0,1,1,0,1,0
CHKB-DT,3,5,6,2,4,2,3,5
KLLN,8,13,11,4,9,20,13,4
RNU7-1,0,0,1,0,0,1,1,1
RNU4ATAC,0,1,2,0,0,1,1,0
RNU6ATAC,0,0,0,0,0,0,0,0
SCARNA9L,0,9,2,0,4,9,2,4
RNA5S9,0,0,1,0,0,0,0,0
DBIL5P2,1,0,0,0,0,0,4,2
SRRM5,0,0,0,0,0,0,0,0
ERICH4,5,0,1,0,2,0,4,1
EPOP,0,0,0,0,0,1,2,1
MIR1225,0,0,1,0,0,1,1,1
TOMM6,76,96,132,66,79,122,99,161
LINC00426,0,0,0,0,0,0,0,0
DCTN1-AS1,0,0,0,0,0,0,0,0
100190986,0,1,0,0,0,0,0,0
KMT2E-AS1,4,25,13,9,29,15,12,33
LINC01004,66,86,55,23,57,70,69,123
100233156,2,5,5,5,2,2,4,8
PCED1B-AS1,0,0,0,1,0,0,1,0
100240735,1,0,0,1,0,0,0,0
100268168,0,0,0,0,0,1,0,0
CASC11,0,0,0,0,0,0,0,0
LINC00899,0,0,0,0,0,0,0,1
SMG1P3,4,4,3,0,2,2,2,3
MEF2B,0,1,0,0,0,0,1,1
ZNRF2P2,0,1,0,0,0,0,0,0
CMC4,0,0,0,0,1,0,0,2
100272217,1,11,6,0,3,8,3,4
LINC00894,0,0,1,0,0,0,1,2
BCDIN3D-AS1,0,0,0,0,0,0,0,0
VPS13A-AS1,0,0,0,0,0,0,0,0
100287015,10,13,8,8,11,12,16,16
100287042,9,24,18,6,10,27,13,26
WASHC1,4,3,4,2,5,3,7,6
TIPARP-AS1,0,5,1,0,0,0,0,1
SMKR1,1,3,6,6,4,6,5,3
ADPGK-AS1,1,4,4,6,5,5,1,4
LOXL1-AS1,0,0,1,0,0,1,1,0
MTHFD2P1,4,3,2,0,3,2,0,2
AP4B1-AS1,0,0,0,0,0,0,0,0
LINC00630,4,1,1,0,1,0,1,1
100287896,0,0,0,0,0,0,0,1
LGALS8-AS1,0,0,0,0,0,0,2,0
TIMM23,37,40,51,33,34,89,58,71
100287944,0,0,0,0,0,0,0,0
100288069,0,0,0,0,0,0,0,0
100288123,0,0,0,1,0,0,0,0
NBPF20,4,0,1,0,8,0,0,1
LNCOC1,0,1,2,0,0,0,0,0
HMGN3-AS1,0,2,1,1,2,2,3,0
NCAM1-AS1,0,0,0,0,0,0,0,0
IL10RB-DT,4,1,1,0,3,2,2,6
WHAMMP1,0,2,3,2,5,7,5,10
PAN3-AS1,40,75,87,35,55,78,53,92
WASH8P,0,1,0,0,0,0,0,0
100288846,1,1,5,0,0,5,0,0
100288866,0,0,0,0,0,0,0,0
SLC25A25-AS1,1,7,11,2,6,5,8,8
ATP2A1-AS1,2,2,3,0,3,0,1,5
FRG1CP,9,6,8,5,6,1,6,10
100289098,1,0,4,1,0,2,0,0
FAM95C,6,11,8,6,12,7,11,10
TMEM225B,0,0,0,0,0,0,0,0
DNAJC3-DT,10,21,14,5,18,16,13,18
MAN1B1-DT,0,14,8,3,7,10,8,8
100289361,0,4,4,2,1,6,2,4
UBAC2-AS1,2,6,4,3,7,1,2,4
KCTD21-AS1,3,4,4,2,3,7,3,5
KCNIP2-AS1,0,1,0,0,0,0,0,0
100289511,0,0,0,0,0,0,1,0
100289561,0,0,2,0,4,1,2,6
ZNF605,23,32,52,22,27,51,40,56
ZNF783,34,51,62,40,23,51,57,68
ZNF587B,98,124,135,57,97,131,124,151
RNF213-AS1,1,2,1,1,5,3,2,10
MIR1284,0,0,0,0,0,0,0,0
MIR1182,0,0,6,0,0,3,5,0
MIR1914,1,0,4,0,0,0,1,2
MIR1292,5,5,9,3,3,4,6,3
MIR1249,0,5,9,0,0,3,0,0
MIR1229,0,3,1,2,1,1,2,2
MIR1307,3,3,2,2,0,8,5,4
MIR1279,0,0,0,0,0,0,0,0
MIR1825,3,2,6,6,8,10,4,7
MIR1204,0,1,0,0,0,0,1,1
MIR1976,1,1,0,0,0,0,0,3
MIR1234,0,0,0,0,2,0,0,0
MIR1909,1,2,2,2,4,1,1,2
MIR1181,7,8,9,3,10,9,9,19
MIR1291,1,3,3,2,0,0,2,2
MIR2110,0,1,2,0,0,1,0,1
MIR1238,4,3,2,1,3,2,3,3
MIR1226,1,4,8,2,0,5,3,6
MIR1281,0,0,0,0,0,0,1,0
MIR1304,14,16,13,10,11,17,12,15
MIR1282,0,0,0,0,0,3,0,0
100302273,2,1,1,0,4,4,0,2
MIR1178,0,0,0,0,0,0,1,0
MIR1237,0,0,0,0,1,0,0,2
MIR103B2,0,0,0,0,0,0,0,0
MIR1227,0,3,3,2,2,2,1,9
MIR1244-1,0,0,0,0,0,0,0,0
RASAL2-AS1,3,3,1,1,2,2,3,1
BABAM2-AS1,35,13,16,25,29,9,10,53
GPR75-ASB3,2,2,2,1,2,3,3,3
LINC00184,0,1,0,0,0,0,0,0
FTX,1,1,1,0,0,5,1,1
TMED7-TICAM2,8,8,9,2,7,13,5,10
SNORA80B,0,1,0,0,0,2,4,0
TSNAX-DISC1,0,1,0,1,0,0,2,0
ZEB2-AS1,3,8,13,4,8,8,12,6
SLC25A5-AS1,1,6,1,1,3,3,3,4
PET117,54,66,84,35,44,107,75,69
PITPNA-AS1,11,14,23,6,11,15,16,20
ANKRD61,0,1,0,0,0,0,0,1
MIR320B2,1,0,0,0,1,3,1,0
MIR762,0,0,0,0,0,0,0,0
MIR2277,2,1,2,2,1,2,0,2
MIR761,0,1,0,0,0,0,0,1
SAP25,0,2,0,0,1,0,1,0
GCSHP3,14,9,11,3,6,17,12,13
TRPC5OS,0,0,1,4,0,1,0,0
100379224,29,12,20,7,11,28,27,31
MIR181A2HG,2,3,2,1,0,2,3,6
ZBED6,0,1,0,0,0,1,0,1
100420587,0,0,0,0,1,0,0,0
FAM21EP,0,0,2,0,5,0,0,3
100422556,0,3,0,1,3,0,0,1
SMG1P6,0,0,2,0,1,0,2,1
MIR3191,0,0,0,0,0,0,1,2
MIR3188,0,0,0,0,0,0,0,1
MIR3195,0,0,0,0,0,0,0,0
MIR3187,0,0,0,0,0,1,0,0
MIR4292,1,3,1,1,0,1,0,1
MIR1244-3,0,0,0,0,0,0,0,0
MIR1244-2,0,0,0,0,0,0,0,0
MIR3190,0,0,0,0,0,0,0,0
MIR320E,2,1,5,7,2,4,0,1
MIR3153,0,2,1,1,1,4,2,2
MIR3186,0,0,0,0,0,0,0,0
MIR4271,0,0,0,0,0,0,0,0
MIR4273,0,0,0,0,0,0,0,0
MIR4263,0,0,0,0,0,0,0,0
MIR4312,0,0,2,1,0,0,0,0
MIR3185,0,0,0,0,0,0,0,0
MIR4321,0,1,0,0,0,0,1,2
MIR3176,0,1,0,0,0,0,0,0
MICOS10P1,0,1,2,2,0,3,4,0
MTRNR2L1,33,39,45,21,38,48,51,43
MTRNR2L6,0,0,0,0,1,0,0,1
MTRNR2L8,0,1,0,0,0,0,0,0
MTRNR2L9,0,0,0,1,0,0,0,0
MTRNR2L10,0,0,0,0,0,0,2,0
THAP9-AS1,114,98,140,74,121,172,128,162
BAALC-AS1,0,0,0,0,0,0,0,0
LINC00987,1,1,0,0,0,1,1,2
SUGT1P4-STRA6LP,1,1,0,0,1,0,3,1
MIR3654,33,46,48,33,42,66,55,54
MIR3917,0,0,0,0,0,0,0,0
MIR3620,4,10,10,7,9,11,18,17
MIR3655,4,1,2,0,0,1,2,2
MIR3614,10,0,6,4,9,7,6,9
100500833,1,0,1,0,0,0,0,1
100500840,0,4,1,3,1,6,2,3
MIR3652,7,12,9,4,7,7,19,8
MIR3615,3,5,5,4,4,4,1,3
MIR3916,4,2,5,1,5,1,1,3
MIR3682,0,0,2,0,1,1,0,0
MIR3605,3,5,6,3,2,5,4,1
MIR3939,1,3,3,1,3,3,1,8
MIR3618,0,2,1,2,2,2,2,1
MIR548AA1,0,0,0,0,0,0,0,0
MIR3911,0,0,0,0,0,0,0,0
MIR3934,0,0,0,0,0,0,0,0
MIR3940,17,27,13,6,8,15,20,24
MIR3661,0,0,1,0,0,0,0,0
MIR3610,5,5,7,0,1,4,2,3
MIR3680-1,0,1,0,2,1,0,1,0
MIR3651,0,0,0,0,2,0,0,0
LINC01602,15,12,4,5,11,16,14,7
LINC01301,0,0,0,0,0,0,0,0
RBM26-AS1,1,1,2,0,1,3,1,2
100505549,2,2,0,0,0,1,0,4
INAFM2,161,294,304,154,166,396,320,272
SNHG21,10,16,24,6,18,30,13,24
GTF3C2-AS1,0,0,0,0,0,0,0,0
LINC01133,0,0,0,0,0,0,0,0
MALINC1,0,0,1,0,0,0,0,1
FGD5-AS1,127,149,179,73,113,244,175,191
RAD51-AS1,1,4,5,1,0,3,4,2
DCST1-AS1,2,4,1,1,0,1,1,1
RRS1-AS1,3,2,0,3,0,1,0,2
STARD4-AS1,0,0,0,0,0,0,0,0
NAPA-AS1,0,0,0,1,0,1,0,0
LINC01431,0,0,1,0,1,0,0,0
LINC00888,1,1,1,1,1,1,3,1
SH3BP5-AS1,4,6,8,3,6,13,12,21
100505715,7,2,4,0,2,2,4,5
100505716,0,0,0,0,0,1,0,0
100505736,0,0,0,0,0,0,0,0
SPATA1,0,0,0,0,1,0,0,0
ITGB2-AS1,0,0,0,1,2,1,0,1
PRMT5-AS1,0,0,0,0,0,0,0,0
RPARP-AS1,12,22,16,16,12,14,5,33
MHENCR,6,26,26,6,13,26,22,15
CARD8-AS1,86,108,138,55,87,167,134,104
STK4-AS1,0,1,2,0,0,4,0,0
APTR,5,12,18,6,10,15,14,15
CEBPZOS,23,52,42,12,28,50,49,54
TMEM161B-AS1,1,4,3,3,5,11,4,6
100505912,0,0,0,0,1,0,0,0
GLCCI1-DT,0,0,0,0,0,0,0,0
ADD3-AS1,0,0,0,0,0,0,0,0
100505942,0,0,0,0,0,0,0,1
ENO1-AS1,2,1,2,0,1,3,2,4
SMIM31,0,0,0,0,0,0,0,0
RTCA-AS1,5,5,2,1,2,3,1,5
PPP5D1,0,0,0,0,0,1,0,0
LINC02606,0,1,1,0,0,0,0,2
100506023,0,2,0,2,0,1,0,1
PTOV1-AS1,0,0,1,0,0,0,0,0
GAS5-AS1,0,0,0,0,0,0,1,0
RNASEH1-AS1,6,13,9,2,4,18,6,14
SMG1P7,6,4,13,2,6,2,5,10
DACT3-AS1,0,0,0,0,0,0,0,0
100506071,1,0,0,0,0,0,0,0
100506083,0,0,0,0,0,1,0,0
ARL17B,0,1,0,0,0,0,0,3
100506100,0,0,2,0,0,1,0,0
SMIM25,0,0,0,0,0,0,1,0
100506124,2,2,2,0,2,1,2,4
GVQW3,8,22,28,9,17,23,20,18
100506136,0,4,1,0,1,0,1,4
100506142,0,0,0,0,0,0,0,0
TMEM35B,3,1,3,0,1,8,7,6
TAF1A-AS1,0,0,0,0,0,0,0,0
MIR210HG,0,0,1,0,0,0,0,0
PAXBP1-AS1,2,5,7,0,5,6,9,10
LINC01093,0,0,1,0,0,0,0,0
100506258,0,0,0,0,0,0,0,0
TBC1D8-AS1,1,4,0,2,0,1,2,3
ID2-AS1,0,0,0,0,0,0,1,0
100506302,14,26,23,6,9,26,13,23
HOTAIRM1,3,6,9,6,2,7,6,8
GPRC5D-AS1,1,6,0,3,2,3,2,6
100506321,0,0,0,0,0,0,0,0
SP2-AS1,0,2,1,0,2,4,3,5
OTUD6B-AS1,127,168,184,85,154,277,167,213
LINC01006,0,1,2,0,0,1,0,1
LINC01426,0,2,2,0,0,1,0,0
SLC16A1-AS1,0,0,1,1,0,3,6,2
GAS6-DT,5,6,7,3,7,13,4,13
CBR3-AS1,2,3,3,0,4,0,4,3
SRD5A3-AS1,0,0,0,0,1,0,0,3
TMEM147-AS1,7,29,22,5,15,13,21,22
SPTY2D1OS,0,0,0,0,3,1,1,0
100506548,72,87,88,38,74,104,111,107
100506551,0,1,1,2,0,0,0,1
C16orf95,0,0,1,0,1,2,0,2
100506585,5,19,14,4,10,10,14,14
PPP1R26-AS1,0,1,3,0,1,2,1,1
VASH1-AS1,14,17,15,13,15,27,16,27
100506606,0,3,6,0,1,10,7,5
LINC01279,0,0,0,0,0,1,0,0
PRKAR2A-AS1,0,1,0,0,0,0,0,3
PXN-AS1,0,3,6,1,4,3,6,4
LCMT1-AS2,0,0,0,0,0,0,0,0
DDX11-AS1,0,1,0,0,0,0,0,1
NRAV,23,16,28,12,10,26,20,24
MRPS30-DT,0,0,0,0,0,0,0,1
100506679,0,0,0,0,0,0,0,0
JARID2-AS1,0,0,0,0,0,2,0,0
IQCH-AS1,4,7,6,2,2,10,8,9
PCAT6,1,1,0,0,0,1,0,1
LINC00327,1,0,2,1,1,1,0,1
ALOX12-AS1,3,8,4,3,2,6,6,6
NUP50-DT,14,22,26,3,15,18,18,39
100506730,18,29,22,9,19,27,27,27
SLFN12L,2,0,1,0,2,3,0,1
AFF1-AS1,14,18,12,11,15,25,20,21
MGAT4FP,0,0,0,0,0,0,1,1
MIR497HG,0,0,0,0,0,0,0,0
LINC01353,0,1,1,0,1,1,0,3
TSPOAP1-AS1,34,37,28,18,29,30,37,51
LINC01354,0,0,0,0,0,0,0,0
LINC01132,0,0,0,0,0,0,0,0
MYLK-AS1,0,2,2,0,0,1,0,0
GIHCG,4,5,10,6,5,13,7,7
TTN-AS1,24,49,43,12,19,52,35,27
MKLN1-AS,0,0,1,0,0,1,2,1
MAGOH2P,0,1,1,0,1,0,2,2
LINC00665,0,0,0,0,0,0,0,0
ELOA-AS1,1,6,8,1,2,4,6,6
NCMAP-DT,0,0,0,0,0,0,0,0
PTPRG-AS1,2,3,0,0,0,0,1,1
100507002,0,0,0,1,0,0,0,0
TMCC1-AS1,24,31,31,15,26,31,39,39
PITRM1-AS1,1,2,2,1,2,0,0,0
100507053,0,1,0,0,0,0,0,0
MELTF-AS1,2,2,6,1,9,1,4,4
PSMD6-AS2,4,7,10,1,4,3,6,6
100507071,0,0,0,0,0,0,0,0
LINC01798,1,1,4,4,3,3,2,8
DLG1-AS1,0,0,0,0,0,0,0,0
FRY-AS1,2,5,6,2,3,2,5,5
ASAP1-IT2,1,2,2,0,0,3,1,1
PRC1-AS1,0,2,5,0,0,1,4,4
BOLA3-AS1,0,0,0,0,1,0,1,0
RNF157-AS1,0,0,0,0,0,0,0,0
100507250,1,3,3,1,1,1,3,3
STX18-AS1,0,0,0,0,1,0,0,3
ZNF865,24,45,57,28,25,63,33,49
100507291,0,0,0,0,1,1,2,1
SMC5-AS1,0,0,0,0,0,0,0,0
ALKBH3-AS1,0,0,0,0,0,0,0,0
SNHG19,24,33,29,26,19,27,28,42
MINCR,8,24,21,9,10,19,12,26
ERVK13-1,15,14,20,5,18,18,16,14
ZSWIM8-AS1,5,3,8,2,8,9,7,13
VIM-AS1,18,20,23,7,12,14,10,22
100507373,1,7,3,1,6,4,7,7
KCNQ5-IT1,0,0,0,0,0,0,0,0
SENCR,0,4,0,5,7,5,2,6
INTS6-AS1,8,5,2,1,6,10,5,13
TMLHE-AS1,0,0,0,0,0,0,0,0
MMP25-AS1,0,3,2,4,1,3,2,6
MKNK1-AS1,0,0,0,0,0,0,0,0
ZNF571-AS1,0,0,0,0,0,0,0,0
MICA,2,2,2,0,1,1,3,5
100507437,0,3,2,1,1,3,2,3
ZNF213-AS1,4,18,8,4,2,4,13,6
NRSN2-AS1,0,0,2,2,2,4,4,1
GVQW2,0,1,0,0,1,1,0,0
DPH6-DT,0,0,0,0,1,0,0,0
IDH1-AS1,0,0,1,0,0,0,0,0
LINC02615,1,0,1,1,1,1,2,2
SDCBP2-AS1,0,3,1,2,2,1,0,2
LINC01569,2,8,2,3,3,6,6,2
100507507,12,7,9,8,7,13,7,16
MCPH1-AS1,0,0,1,0,0,0,0,0
LINC01504,0,0,0,0,0,0,0,0
100507557,1,0,2,0,1,1,1,0
100507564,3,0,1,0,2,0,0,1
RAB11B-AS1,4,4,2,4,2,11,6,7
BHLHE40-AS1,0,0,0,0,0,0,0,0
TGFBR3L,0,0,0,0,0,0,0,0
LCT-AS1,15,18,27,6,25,28,12,24
TRIM52-AS1,0,0,1,0,0,2,1,0
LINC00968,0,0,1,0,1,1,4,1
TNKS2-AS1,0,0,0,0,1,2,0,0
RNF212B,0,0,0,0,0,0,0,0
ZNF687-AS1,2,3,1,0,6,2,0,0
CPB2-AS1,0,0,0,0,0,0,2,1
LY75-CD302,30,20,36,11,15,35,27,28
ARPC4-TTLL3,4,10,12,3,4,4,9,18
MSANTD3-TMEFF1,0,0,0,0,0,0,0,0
RBM14-RBM4,26,63,49,18,38,45,52,69
CENPS-CORT,2,6,5,1,0,4,4,3
ATP5MF-PTCD1,28,28,40,32,21,49,39,52
ABHD14A-ACY1,2,2,0,1,1,0,3,2
CCDC169-SOHLH2,0,0,0,0,0,0,0,0
RNF103-CHMP3,67,93,79,39,60,115,95,119
STIMATE-MUSTN1,0,0,0,0,0,0,0,0
ARPIN-AP3S2,18,19,46,19,11,40,40,28
NT5C1B-RDH14,49,64,61,27,45,75,65,52
CAHM,3,5,2,0,2,1,5,2
INMT-MINDY4,7,10,7,4,5,9,9,4
100526832,2,5,3,1,0,1,0,2
BLOC1S5-TXNDC5,219,228,276,155,247,316,248,363
EEF1E1-BLOC1S5,53,50,56,25,40,53,69,68
RPL17-C18orf32,16,11,28,6,24,24,31,26
TGIF2-RAB5IF,87,122,125,77,102,173,129,137
GIMAP1-GIMAP5,1,8,5,5,7,11,10,13
100527950,45,58,77,26,62,86,87,75
MROH7-TTC4,45,79,84,36,40,97,83,91
PMF1-BGLAP,2,0,2,0,0,2,1,1
LHX4-AS1,3,9,9,0,7,11,6,13
TLCD4-RWDD3,13,12,17,0,9,13,13,11
ARL2-SNX15,1,7,10,4,2,3,9,7
ST20-MTHFS,0,0,2,0,0,0,1,1
POC1B-GALNT4,10,19,22,7,4,44,37,25
FKBP1A-SDCBP2,1,4,0,0,2,2,0,1
KLRC4-KLRK1,0,0,0,0,0,0,0,0
ARMCX5-GPRASP2,1,0,0,0,0,0,0,0
NEDD8-MDP1,0,1,2,0,1,0,0,0
BCL2L2-PABPN1,18,61,55,25,27,42,30,56
RPL36A-HNRNPH2,195,261,276,136,250,321,244,350
100529207,24,36,37,10,31,59,50,30
TMEM256-PLSCR3,2,4,4,0,1,1,8,4
ZNF559-ZNF177,5,2,6,3,3,4,9,11
RPS10-NUDT3,50,71,60,26,39,73,72,53
ZNF816-ZNF321P,18,33,38,15,34,55,31,37
HSPE1-MOB4,68,80,82,36,49,121,75,87
CKLF-CMTM1,0,0,0,0,0,0,0,1
SYNJ2BP-COX16,6,11,7,2,4,11,12,12
CHURC1-FNTB,18,33,24,15,14,34,33,29
ZNF625-ZNF20,6,10,7,3,8,11,10,13
NPHP3-ACAD11,17,24,17,10,18,27,23,20
NDUFC2-KCTD14,0,1,3,2,3,0,2,1
COMMD3-BMI1,20,23,21,12,19,44,22,30
INO80B-WBP1,6,12,11,4,4,5,3,8
MICOS10-NBL1,3,2,1,0,0,1,0,2
ATP6V1G2-DDX39B,0,0,3,0,0,0,0,0
100532742,0,0,0,0,0,0,0,0
C8orf44-SGK3,19,41,45,14,30,55,41,46
ZHX1-C8orf76,2,5,8,2,1,7,7,8
ZNF670-ZNF695,3,3,5,3,2,3,2,3
SEC24B-AS1,0,1,1,0,0,0,1,5
ARHGAP19-SLIT1,17,26,25,7,15,21,19,24
100533195,1,1,1,1,1,5,4,3
100533464,1,0,0,0,0,0,0,0
BIVM-ERCC5,3,5,3,2,5,6,1,5
DNAAF4-CCPG1,120,209,244,74,152,327,217,147
TVP23C-CDRT4,3,5,2,0,3,2,3,4
RBAK-RBAKDN,0,0,0,0,0,0,1,0
P2RX5-TAX1BP3,10,15,22,10,14,16,17,13
100533975,66,95,120,38,70,134,87,92
100534012,5,1,3,1,1,3,2,9
100534589,236,342,351,163,238,507,339,369
URGCP-MRPS24,22,39,41,23,40,42,40,45
STX16-NPEPL1,0,9,8,2,4,3,1,4
HNRNPUL2-BSCL2,77,166,165,82,107,165,187,147
ISY1-RAB43,2,5,10,0,2,14,4,7
TM4SF19-TCTEX1D2,0,0,0,0,0,0,0,0
C1QTNF3-AMACR,12,15,9,9,18,26,25,12
MIR4793,0,1,0,0,0,0,0,0
MIR4680,0,2,5,1,3,8,6,7
MIR4668,11,11,16,2,12,25,14,9
MIR4469,0,0,1,0,1,0,0,1
MIR4648,0,0,2,0,1,0,1,0
MIR4653,1,1,3,1,0,1,1,1
MIR4523,0,0,1,0,0,0,0,0
MIR4647,0,5,4,3,1,10,2,9
MIR4741,0,0,1,0,0,0,0,0
MIR4720,0,0,0,0,0,0,0,1
MIR4420,2,1,0,0,0,1,0,1
MIR4722,0,1,1,2,0,1,0,2
MIR4641,0,0,0,0,0,0,0,0
MIR4513,0,0,0,0,0,0,0,0
MIR4453,3,2,5,0,0,1,1,2
100616209,0,1,0,0,2,0,1,1
MIR4737,0,0,1,0,0,0,2,1
MIR4709,1,1,2,0,1,0,3,1
MIR4519,0,0,0,0,0,0,0,0
MIR4673,0,0,0,0,2,0,1,1
MIR3960,0,0,2,0,0,0,0,0
MIR4721,5,9,4,6,2,9,13,8
MIR4472-1,0,0,0,0,0,0,0,0
MIR4639,3,2,1,1,1,6,1,2
MIR4489,0,0,0,0,0,2,1,0
MIR4665,0,0,0,0,0,0,0,0
MIR4690,0,3,0,0,0,0,1,1
MIR4740,0,0,0,0,0,0,0,0
MIR4749,0,0,0,0,0,0,0,0
MIR4750,1,0,1,0,0,0,1,0
MIR4482,0,0,0,0,1,0,3,0
MIR4700,9,11,7,9,2,11,11,5
MIR4426,34,70,85,48,52,70,49,74
MIR4800,1,0,0,1,0,4,0,1
MIR4775,2,0,0,1,0,0,0,1
MIR4785,0,0,0,0,0,0,0,0
MIR4688,0,0,1,1,1,3,0,3
MIR4746,0,0,1,0,0,0,0,1
MIR4784,1,2,1,1,0,3,1,0
MIR3064,34,41,55,26,44,48,31,50
MIR4723,0,2,1,4,3,1,0,0
MIR4657,5,8,2,3,6,9,9,12
MIR4444-1,0,3,5,2,3,2,4,7
MIR4712,1,4,0,3,0,1,2,2
MIR3198-2,5,6,11,5,2,7,4,16
MIR4691,0,2,1,0,3,5,0,3
MIR4518,1,4,2,2,2,3,3,7
MIR5047,29,49,50,17,43,38,36,68
MIR4761,0,3,0,2,1,0,4,3
MIR4707,2,1,0,1,0,2,1,0
MIR4449,0,0,1,0,0,0,0,1
MIR4632,0,0,0,0,1,0,0,1
MIR4658,5,2,1,1,1,0,1,3
MIR4687,0,0,0,0,0,0,0,0
MIR4745,0,0,4,1,1,0,0,1
