PeakID (cmd=annotatePeaks.pl OCIAML3_1_195_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OCIAML3_1_195_R1_peak_10962	chr16	12838304	12838862	+	49	NA	Intergenic	NA	-34696	CPPED1								
OCIAML3_1_195_R1_peak_20038	chr22	20958020	20958394	+	49	NA	intron (LOC101928891, intron 2 of 2)	NA	4989	LOC101928891								
OCIAML3_1_195_R1_peak_14856	chr19	14689215	14689492	+	49	NA	promoter-TSS (ZNF333)	NA	-687	ZNF333								
OCIAML3_1_195_R1_peak_18998	chr20	35739409	35739794	+	49	NA	exon (RBM39, exon 2 of 17)	NA	2701	RBM39								
OCIAML3_1_195_R1_peak_18400	chr2	240135303	240135558	+	49	NA	intron (MYEOV2, intron 1 of 2)	NA	917	MYEOV2								
OCIAML3_1_195_R1_peak_4833	chr11	5690912	5691386	+	49	NA	intron (TRIM22, intron 1 of 7)	NA	1562	TRIM22								
OCIAML3_1_195_R1_peak_469	chr1	26607462	26607693	+	49	NA	Intergenic	NA	53035	MIR1976								
OCIAML3_1_195_R1_peak_27073	chr6	139568619	139569308	+	49	NA	Intergenic	NA	-94367	RP11-12A2.3								
OCIAML3_1_195_R1_peak_7030	chr12	53618684	53618941	+	49	NA	intron (ATF7, intron 1 of 3)	NA	7197	ATF7								
OCIAML3_1_195_R1_peak_31562	chr9	129944811	129945239	+	49	NA	intron (FNBP1, intron 6 of 16)	NA	75375	MIR6855								
OCIAML3_1_195_R1_peak_142	chr1	7953714	7953978	+	49	NA	Intergenic	NA	-7808	PARK7								
OCIAML3_1_195_R1_peak_24332	chr5	67193506	67193789	+	49	NA	intron (CD180, intron 1 of 2)	NA	-2565	CD180								
OCIAML3_1_195_R1_peak_28812	chr7	138563830	138564063	+	49	NA	intron (TRIM24, intron 9 of 18)	NA	103612	TRIM24								
OCIAML3_1_195_R1_peak_21353	chr3	52721136	52721615	+	49	NA	intron (NEK4, intron 14 of 14)	NA	-15292	GLT8D1								
OCIAML3_1_195_R1_peak_19205	chr20	48721732	48721981	+	49	NA	intron (PREX1, intron 5 of 39)	NA	106027	PREX1								
OCIAML3_1_195_R1_peak_18966	chr20	34656466	34656839	+	49	NA	intron (PIGU, intron 2 of 11)	NA	20633	PIGU								
OCIAML3_1_195_R1_peak_1112	chr1	66933717	66933994	+	49	NA	intron (MIER1, intron 1 of 13)	NA	8854	MIER1								
OCIAML3_1_195_R1_peak_10824	chr16	3076675	3076969	+	49	NA	Intergenic	NA	11184	IL32								
OCIAML3_1_195_R1_peak_13411	chr17	75315564	75315837	+	49	NA	Intergenic	NA	-26251	SLC25A19								
OCIAML3_1_195_R1_peak_7072	chr12	55743707	55744131	+	49	NA	intron (GDF11, intron 1 of 3)	NA	602	GDF11								
OCIAML3_1_195_R1_peak_25268	chr5	170112338	170112654	+	49	NA	Intergenic	NA	6583	FOXI1								
OCIAML3_1_195_R1_peak_17180	chr2	111122649	111123427	+	49	NA	promoter-TSS (BCL2L11)	NA	2124	BCL2L11								
OCIAML3_1_195_R1_peak_23501	chr4	139298805	139299142	+	49	NA	intron (NDUFC1, intron 1 of 5)	NA	2261	NDUFC1								
OCIAML3_1_195_R1_peak_22845	chr4	40564608	40564972	+	49	NA	intron (RBM47, intron 1 of 6)	NA	-62717	MIR4802								
OCIAML3_1_195_R1_peak_30460	chr8	143471032	143471301	+	49	NA	intron (ZC3H3, intron 9 of 15)	NA	-40734	MAFA								
OCIAML3_1_195_R1_peak_29461	chr8	41489952	41490274	+	49	NA	promoter-TSS (GOLGA7)	NA	-541	GOLGA7								
OCIAML3_1_195_R1_peak_10124	chr15	58808916	58809444	+	49	NA	intron (FAM63B, intron 3 of 8)	NA	37986	FAM63B								
OCIAML3_1_195_R1_peak_1353	chr1	97138668	97138952	+	49	NA	intron (DPYD, intron 19 of 21)	NA	42887	DPYD-AS1								
OCIAML3_1_195_R1_peak_19029	chr20	36949146	36949591	+	49	NA	intron (SAMHD1, intron 1 of 14)	NA	2475	SAMHD1								
OCIAML3_1_195_R1_peak_20508	chr22	45232007	45232812	+	49	NA	intron (KIAA0930, intron 1 of 9)	NA	-19943	KIAA0930								
OCIAML3_1_195_R1_peak_23531	chr4	142645537	142645864	+	49	NA	intron (INPP4B, intron 2 of 26)	NA	79648	LOC101927613								
OCIAML3_1_195_R1_peak_13174	chr17	62459491	62459923	+	49	NA	Intergenic	NA	-17385	TLK2								
OCIAML3_1_195_R1_peak_3990	chr10	69073811	69074389	+	49	NA	Intergenic	NA	-13972	SRGN								
OCIAML3_1_195_R1_peak_1333	chr1	93448144	93448857	+	49	NA	intron (FNBP1L, intron 1 of 12)	NA	369	FNBP1L								
OCIAML3_1_195_R1_peak_3556	chr10	17075960	17076233	+	49	NA	intron (CUBN, intron 17 of 66)	NA	53721	CUBN								
OCIAML3_1_195_R1_peak_21683	chr3	119240125	119240450	+	49	NA	intron (B4GALT4, intron 1 of 7)	NA	243	B4GALT4								
OCIAML3_1_195_R1_peak_21646	chr3	112968291	112968605	+	49	NA	intron (CD200R1, intron 1 of 6)	NA	6642	CD200R1								
OCIAML3_1_195_R1_peak_31579	chr9	130446511	130446825	+	49	NA	intron (ASS1, intron 1 of 14)	NA	1961	ASS1								
OCIAML3_1_195_R1_peak_9497	chr14	93532233	93532564	+	49	NA	intron (UNC79, intron 10 of 49)	NA	185207	COX8C								
OCIAML3_1_195_R1_peak_25729	chr6	16132378	16132703	+	49	NA	intron (MYLIP, intron 2 of 6)	NA	3454	MYLIP								
OCIAML3_1_195_R1_peak_16574	chr2	48356543	48357167	+	49	NA	intron (FOXN2, intron 4 of 7)	NA	42199	FOXN2								
OCIAML3_1_195_R1_peak_7531	chr12	104493875	104494777	+	49	NA	intron (CHST11, intron 1 of 2)	NA	37412	CHST11								
OCIAML3_1_195_R1_peak_4309	chr10	92593818	92594208	+	49	NA	intron (KIF11, intron 1 of 21)	NA	945	KIF11								
OCIAML3_1_195_R1_peak_11480	chr16	57357829	57358193	+	49	NA	promoter-TSS (CCL22)	NA	-772	CCL22								
OCIAML3_1_195_R1_peak_2445	chr1	198038852	198039142	+	49	NA	Intergenic	NA	-117981	NEK7								
OCIAML3_1_195_R1_peak_17959	chr2	199444499	199444927	+	49	NA	intron (SATB2, intron 1 of 9)	NA	-23385	SATB2-AS1								
OCIAML3_1_195_R1_peak_3800	chr10	43140784	43141214	+	49	NA	intron (CSGALNACT2, intron 1 of 4)	NA	2554	CSGALNACT2								
OCIAML3_1_195_R1_peak_16593	chr2	55019882	55020107	+	49	NA	intron (RTN4, intron 1 of 6)	NA	29196	RTN4								
OCIAML3_1_195_R1_peak_19883	chr21	44919332	44919563	+	49	NA	intron (ITGB2, intron 1 of 15)	NA	-1588	ITGB2-AS1								
OCIAML3_1_195_R1_peak_24103	chr5	37032586	37032811	+	49	NA	intron (NIPBL, intron 32 of 46)	NA	60957	NIPBL								
OCIAML3_1_195_R1_peak_21800	chr3	126982704	126983113	+	49	NA	Intergenic	NA	-5613	PLXNA1								
OCIAML3_1_195_R1_peak_4417	chr10	101063472	101063774	+	49	NA	intron (KAZALD1, intron 2 of 4)	NA	1842	KAZALD1								
OCIAML3_1_195_R1_peak_14967	chr19	17679774	17680256	+	49	NA	intron (UNC13A, intron 1 of 44)	NA	8299	UNC13A								
OCIAML3_1_195_R1_peak_24888	chr5	134526989	134527314	+	49	NA	intron (JADE2, intron 1 of 11)	NA	803	JADE2								
OCIAML3_1_195_R1_peak_9237	chr14	74922770	74923219	+	49	NA	promoter-TSS (RPS6KL1)	NA	261	RPS6KL1								
OCIAML3_1_195_R1_peak_25780	chr6	22314119	22314345	+	49	NA	Intergenic	NA	-16731	PRL								
OCIAML3_1_195_R1_peak_30608	chr9	6414545	6415124	+	49	NA	intron (UHRF2, intron 1 of 16)	NA	1607	UHRF2								
OCIAML3_1_195_R1_peak_22709	chr4	22484470	22484735	+	49	NA	intron (GPR125, intron 1 of 18)	NA	31452	GPR125								
OCIAML3_1_195_R1_peak_13024	chr17	55445245	55445564	+	49	NA	Intergenic	NA	12983	LOC101927367								
OCIAML3_1_195_R1_peak_22089	chr3	152257550	152257919	+	49	NA	intron (MBNL1, intron 1 of 9)	NA	11892	MBNL1-AS1								
OCIAML3_1_195_R1_peak_26428	chr6	52306134	52306378	+	49	NA	Intergenic	NA	-21375	MCM3								
OCIAML3_1_195_R1_peak_23935	chr5	14806481	14806708	+	49	NA	intron (ANKH, intron 1 of 11)	NA	19418	MIR4637								
OCIAML3_1_195_R1_peak_16678	chr2	62191937	62192758	+	49	NA	Intergenic	NA	-3780	B3GNT2								
OCIAML3_1_195_R1_peak_371	chr1	22018617	22018842	+	49	NA	Intergenic	NA	-6462	LINC00339								
OCIAML3_1_195_R1_peak_1326	chr1	93347758	93348573	+	49	NA	intron (DR1, intron 1 of 2)	NA	2244	DR1								
OCIAML3_1_195_R1_peak_15327	chr19	40662902	40663193	+	49	NA	Intergenic	NA	28710	NUMBL								
OCIAML3_1_195_R1_peak_15585	chr19	48964036	48964261	+	49	NA	Intergenic	NA	-1161	FTL								
OCIAML3_1_195_R1_peak_20145	chr22	26617531	26618040	+	49	NA	intron (CRYBB1, intron 1 of 5)	NA	242	CRYBB1								
OCIAML3_1_195_R1_peak_29678	chr8	66612748	66613063	+	49	NA	exon (MYBL1, exon 1 of 15)	NA	344	MYBL1								
OCIAML3_1_195_R1_peak_5341	chr11	61071592	61071877	+	49	NA	Intergenic	NA	-30724	CD5								
OCIAML3_1_195_R1_peak_28523	chr7	106313593	106314065	+	49	NA	Intergenic	NA	-28097	NAMPT								
OCIAML3_1_195_R1_peak_3825	chr10	44967043	44967359	+	49	NA	intron (RASSF4, intron 1 of 10)	NA	7436	RASSF4								
OCIAML3_1_195_R1_peak_9195	chr14	73237733	73237958	+	49	NA	promoter-TSS (PAPLN)	NA	-809	PAPLN								
OCIAML3_1_195_R1_peak_5363	chr11	61890866	61891115	+	49	NA	intron (FADS3, intron 1 of 11)	NA	555	FADS3								
OCIAML3_1_195_R1_peak_26592	chr6	85449631	85449982	+	49	NA	exon (NT5E, exon 1 of 8)	NA	222	NT5E								
OCIAML3_1_195_R1_peak_25098	chr5	149431173	149431624	+	49	NA	TTS (MIR145)	NA	737	MIR145								
OCIAML3_1_195_R1_peak_28308	chr7	91263516	91263854	+	49	NA	promoter-TSS (FZD1)	NA	-783	FZD1								
OCIAML3_1_195_R1_peak_17143	chr2	106188268	106188813	+	49	NA	intron (UXS1, intron 1 of 14)	NA	5761	UXS1								
OCIAML3_1_195_R1_peak_15637	chr19	50368805	50369273	+	49	NA	Intergenic	NA	-3365	NAPSA								
OCIAML3_1_195_R1_peak_24638	chr5	100709002	100709254	+	49	NA	Intergenic	NA	107437	MIR548P								
OCIAML3_1_195_R1_peak_30246	chr8	127932088	127932389	+	49	NA	intron (PVT1, intron 1 of 7)	NA	16485	TMEM75								
OCIAML3_1_195_R1_peak_3087	chr1	235077655	235077983	+	49	NA	Intergenic	NA	-8001	LOC731656								
OCIAML3_1_195_R1_peak_29293	chr8	27332065	27332348	+	49	NA	intron (PTK2B, intron 2 of 31)	NA	9804	PTK2B								
OCIAML3_1_195_R1_peak_23085	chr4	80139985	80140231	+	49	NA	Intergenic	NA	-45030	PRDM8								
OCIAML3_1_195_R1_peak_16058	chr2	16721017	16721293	+	49	NA	Intergenic	NA	-97998	FAM49A								
OCIAML3_1_195_R1_peak_29060	chr8	8228723	8229133	+	49	NA	intron (FAM86B3P, intron 1 of 5)	NA	358	FAM86B3P								
OCIAML3_1_195_R1_peak_29069	chr8	8343429	8343908	+	49	NA	intron (SGK223, intron 2 of 4)	NA	38079	SGK223								
OCIAML3_1_195_R1_peak_18571	chr20	5049275	5049518	+	49	NA	Intergenic	NA	-35706	LOC102724905								
OCIAML3_1_195_R1_peak_13328	chr17	69243561	69243786	+	49	NA	TTS (ABCA5)	NA	1142	ABCA10								
OCIAML3_1_195_R1_peak_20248	chr22	32801128	32801418	+	49	NA	exon (TIMP3, exon 1 of 5)	NA	457	TIMP3								
OCIAML3_1_195_R1_peak_7307	chr12	75482314	75482543	+	49	NA	intron (GLIPR1, intron 2 of 5)	NA	1695	GLIPR1								
OCIAML3_1_195_R1_peak_4672	chr10	130111398	130111695	+	49	NA	promoter-TSS (LOC102724883)	NA	-376	LOC102724883								
OCIAML3_1_195_R1_peak_30985	chr9	90804961	90805708	+	49	NA	intron (SYK, intron 1 of 13)	NA	3409	SYK								
OCIAML3_1_195_R1_peak_25681	chr6	14655038	14655899	+	49	NA	Intergenic	NA	-5985	LOC102724463								
OCIAML3_1_195_R1_peak_9625	chr14	103418766	103418992	+	49	NA	intron (MARK3, intron 2 of 16)	NA	33515	MARK3								
OCIAML3_1_195_R1_peak_11810	chr16	84692373	84692775	+	49	NA	Intergenic	NA	-7421	USP10								
OCIAML3_1_195_R1_peak_9801	chr15	40108357	40108865	+	49	NA	promoter-TSS (BMF)	NA	267	BMF								
OCIAML3_1_195_R1_peak_7388	chr12	92364087	92364375	+	49	NA	Intergenic	NA	-59728	CLLU1								
OCIAML3_1_195_R1_peak_26326	chr6	43517882	43518478	+	49	NA	intron (POLR1C, intron 2 of 8)	NA	1097	POLR1C								
OCIAML3_1_195_R1_peak_15909	chr2	3461748	3462128	+	49	NA	intron (TRAPPC12, intron 8 of 10)	NA	13689	LOC101927578								
OCIAML3_1_195_R1_peak_27798	chr7	28686360	28686591	+	49	NA	intron (CREB5, intron 1 of 6)	NA	371	CREB5								
OCIAML3_1_195_R1_peak_28276	chr7	81847827	81848106	+	49	NA	Intergenic	NA	-77830	HGF								
OCIAML3_1_195_R1_peak_30014	chr8	102528701	102529173	+	49	NA	Intergenic	NA	-22683	ODF1								
OCIAML3_1_195_R1_peak_1469	chr1	110341437	110341730	+	49	NA	exon (RBM15, exon 1 of 3)	NA	2260	RBM15								
OCIAML3_1_195_R1_peak_30560	chr9	2833722	2834231	+	49	NA	intron (KIAA0020, intron 4 of 17)	NA	10154	KIAA0020								
OCIAML3_1_195_R1_peak_3562	chr10	17231340	17231565	+	49	NA	intron (VIM, intron 2 of 8)	NA	3193	VIM								
OCIAML3_1_195_R1_peak_17919	chr2	196263347	196263683	+	49	NA	exon (AC020571.3, exon 3 of 3)	NA	3491	AC020571.3								
OCIAML3_1_195_R1_peak_17900	chr2	195651698	195651969	+	49	NA	Intergenic	NA	-4975	SLC39A10								
OCIAML3_1_195_R1_peak_3310	chr1	247407710	247408030	+	49	NA	Intergenic	NA	-10179	NLRP3								
OCIAML3_1_195_R1_peak_14160	chr18	63979185	63979418	+	49	NA	intron (SERPINB8, intron 2 of 6)	NA	9272	SERPINB8								
OCIAML3_1_195_R1_peak_13027	chr17	55673074	55673299	+	49	NA	Intergenic	NA	58935	TMEM100								
OCIAML3_1_195_R1_peak_3356	chr10	3981104	3981771	+	49	NA	Intergenic	NA	-9741	MIR6078								
OCIAML3_1_195_R1_peak_28222	chr7	77192781	77193017	+	49	NA	TTS (FGL2)	NA	6934	FGL2								
OCIAML3_1_195_R1_peak_27752	chr7	26306786	26307130	+	49	NA	intron (SNX10, intron 1 of 6)	NA	-53926	SNX10								
OCIAML3_1_195_R1_peak_4794	chr11	3022752	3023009	+	49	NA	intron (CARS, intron 9 of 21)	NA	-30503	NAP1L4								
OCIAML3_1_195_R1_peak_3728	chr10	31960128	31960402	+	49	NA	Intergenic	NA	-31389	ARHGAP12								
OCIAML3_1_195_R1_peak_5276	chr11	59270879	59271104	+	49	NA	Intergenic	NA	-57970	MPEG1								
OCIAML3_1_195_R1_peak_56	chr1	2231020	2231850	+	49	NA	intron (SKI, intron 1 of 6)	NA	-9067	SKI								
OCIAML3_1_195_R1_peak_2758	chr1	219907737	219907962	+	49	NA	Intergenic	NA	20802	SLC30A10								
OCIAML3_1_195_R1_peak_31079	chr9	95006452	95007072	+	49	NA	intron (C9orf3, intron 13 of 16)	NA	-58588	MIR6081								
OCIAML3_1_195_R1_peak_30954	chr9	88991429	88991654	+	49	NA	exon (S1PR3, exon 1 of 2)	NA	132	S1PR3								
OCIAML3_1_195_R1_peak_12205	chr17	7615493	7615718	+	49	NA	promoter-TSS (FXR2)	NA	-708	FXR2								
OCIAML3_1_195_R1_peak_3380	chr10	5723555	5723787	+	49	NA	intron (FAM208B, intron 4 of 18)	NA	38833	FAM208B								
OCIAML3_1_195_R1_peak_29647	chr8	64815706	64815931	+	49	NA	Intergenic	NA	-17027	CYP7B1								
OCIAML3_1_195_R1_peak_14886	chr19	16120063	16120307	+	49	NA	intron (RAB8A, intron 2 of 7)	NA	8505	RAB8A								
OCIAML3_1_195_R1_peak_5778	chr11	73944946	73945321	+	49	NA	Intergenic	NA	-5186	DNAJB13								
OCIAML3_1_195_R1_peak_22400	chr3	190566820	190567143	+	49	NA	intron (IL1RAP, intron 3 of 11)	NA	-48293	IL1RAP								
OCIAML3_1_195_R1_peak_18304	chr2	231781877	231782112	+	49	NA	promoter-TSS (PDE6D)	NA	323	COPS7B								
OCIAML3_1_195_R1_peak_18017	chr2	202236980	202237271	+	49	NA	intron (SUMO1, intron 1 of 5)	NA	1474	SUMO1								
OCIAML3_1_195_R1_peak_30415	chr8	141417736	141418147	+	49	NA	intron (PTP4A3, intron 1 of 5)	NA	-3451	PTP4A3								
OCIAML3_1_195_R1_peak_17535	chr2	148614035	148614920	+	49	NA	Intergenic	NA	-129145	EPC2								
OCIAML3_1_195_R1_peak_356	chr1	21100951	21101337	+	49	NA	intron (EIF4G3, intron 2 of 34)	NA	75744	EIF4G3								
OCIAML3_1_195_R1_peak_23480	chr4	138304675	138305165	+	49	NA	Intergenic	NA	-4791	LINC00499								
OCIAML3_1_195_R1_peak_5480	chr11	64341148	64341637	+	49	NA	promoter-TSS (LOC102723878)	NA	475	MIR7155								
OCIAML3_1_195_R1_peak_25732	chr6	16304875	16305209	+	49	NA	exon (ATXN1, exon 9 of 9)	NA	66462	GMPR								
OCIAML3_1_195_R1_peak_15296	chr19	39411520	39411801	+	49	NA	promoter-TSS (PLEKHG2)	NA	600	TRNAI18								
OCIAML3_1_195_R1_peak_25174	chr5	154444908	154445373	+	49	NA	promoter-TSS (SAP30L)	NA	682	SAP30L-AS1								
OCIAML3_1_195_R1_peak_17454	chr2	143139388	143140555	+	49	NA	intron (ARHGAP15, intron 1 of 13)	NA	10641	ARHGAP15								
OCIAML3_1_195_R1_peak_13673	chr17	82278833	82279226	+	49	NA	Intergenic	NA	-5311	CSNK1D								
OCIAML3_1_195_R1_peak_22292	chr3	183780450	183780738	+	49	NA	intron (YEATS2, intron 19 of 30)	NA	45011	MAP6D1								
OCIAML3_1_195_R1_peak_23195	chr4	84319449	84319709	+	49	NA	Intergenic	NA	-35252	LOC101928978								
OCIAML3_1_195_R1_peak_6740	chr12	29436418	29436750	+	49	NA	intron (OVCH1, intron 26 of 27)	NA	-16171	LOC101928800								
OCIAML3_1_195_R1_peak_6981	chr12	51972615	51972841	+	49	NA	intron (ACVR1B, intron 1 of 8)	NA	21061	ACVR1B								
OCIAML3_1_195_R1_peak_3793	chr10	42979150	42979653	+	49	NA	Intergenic	NA	-18229	MIR5100								
OCIAML3_1_195_R1_peak_24336	chr5	67222166	67222454	+	49	NA	Intergenic	NA	-31228	CD180								
OCIAML3_1_195_R1_peak_30750	chr9	34651821	34652083	+	48	NA	promoter-TSS (IL11RA)	NA	-1945	IL11RA								
OCIAML3_1_195_R1_peak_11659	chr16	69424089	69424350	+	48	NA	promoter-TSS (CYB5B)	NA	-376	CYB5B								
OCIAML3_1_195_R1_peak_1089	chr1	65148163	65148551	+	48	NA	exon (AK4, exon 1 of 5)	NA	190	AK4								
OCIAML3_1_195_R1_peak_5079	chr11	35036505	35036758	+	48	NA	Intergenic	NA	94780	MIR1343								
OCIAML3_1_195_R1_peak_29483	chr8	42805521	42805866	+	48	NA	Intergenic	NA	-36907	CHRNA6								
OCIAML3_1_195_R1_peak_3495	chr10	12699194	12699426	+	48	NA	intron (CAMK1D, intron 3 of 10)	NA	26043	MIR548Q								
OCIAML3_1_195_R1_peak_3704	chr10	30868659	30869225	+	48	NA	intron (ZNF438, intron 5 of 7)	NA	162995	ZNF438								
OCIAML3_1_195_R1_peak_11321	chr16	31331203	31331766	+	48	NA	intron (ITGAM, intron 29 of 29)	NA	-23650	ITGAX								
OCIAML3_1_195_R1_peak_17983	chr2	200306595	200306909	+	48	NA	promoter-TSS (SPATS2L)	NA	871	SPATS2L								
OCIAML3_1_195_R1_peak_25254	chr5	165629797	165630088	+	48	NA	Intergenic	NA	1159663	LOC102546299								
OCIAML3_1_195_R1_peak_5210	chr11	47642799	47643515	+	48	NA	promoter-TSS (MTCH2)	NA	-562	MTCH2								
OCIAML3_1_195_R1_peak_15766	chr19	54792668	54793647	+	48	NA	intron (LOC102724300, intron 2 of 2)	NA	-10455	KIR2DL4								
OCIAML3_1_195_R1_peak_19962	chr22	17689016	17689242	+	48	NA	exon (BCL2L13, exon 4 of 6)	NA	50545	BCL2L13								
OCIAML3_1_195_R1_peak_22626	chr4	7743956	7744217	+	48	NA	Intergenic	NA	-10004	AFAP1-AS1								
OCIAML3_1_195_R1_peak_28194	chr7	75711661	75711967	+	48	NA	intron (HIP1, intron 1 of 30)	NA	-8202	LOC102723662								
OCIAML3_1_195_R1_peak_13288	chr17	68235404	68235667	+	48	NA	intron (AMZ2, intron 1 of 4)	NA	-12469	AMZ2								
OCIAML3_1_195_R1_peak_24714	chr5	114859010	114859279	+	48	NA	Intergenic	NA	-85731	RP11-492A10.1								
OCIAML3_1_195_R1_peak_998	chr1	53325631	53326133	+	48	NA	intron (LRP8, intron 2 of 15)	NA	2177	LRP8								
OCIAML3_1_195_R1_peak_9085	chr14	65044186	65044575	+	48	NA	promoter-TSS (MIR4706)	NA	-308	MIR4706								
OCIAML3_1_195_R1_peak_15517	chr19	46955028	46955546	+	48	NA	intron (ARHGAP35, intron 2 of 5)	NA	36611	ARHGAP35								
OCIAML3_1_195_R1_peak_3794	chr10	42979839	42980330	+	48	NA	Intergenic	NA	-17546	MIR5100								
OCIAML3_1_195_R1_peak_10131	chr15	59300151	59300409	+	48	NA	intron (MYO1E, intron 1 of 27)	NA	72592	MYO1E								
OCIAML3_1_195_R1_peak_4839	chr11	6199175	6199567	+	48	NA	exon (OR52W1, exon 1 of 1)	NA	147	OR52W1								
OCIAML3_1_195_R1_peak_29184	chr8	20099016	20099313	+	48	NA	Intergenic	NA	84042	SLC18A1								
OCIAML3_1_195_R1_peak_10132	chr15	59371625	59372073	+	48	NA	intron (MYO1E, intron 1 of 27)	NA	1023	MYO1E								
OCIAML3_1_195_R1_peak_28280	chr7	84248674	84249143	+	48	NA	intron (SEMA3A, intron 2 of 18)	NA	67959	SEMA3A								
OCIAML3_1_195_R1_peak_2439	chr1	197761965	197762250	+	48	NA	intron (DENND1B, intron 2 of 15)	NA	13122	DENND1B								
OCIAML3_1_195_R1_peak_28347	chr7	94060396	94060736	+	48	NA	promoter-TSS (LOC102723946)	NA	-890	LOC102723946								
OCIAML3_1_195_R1_peak_2212	chr1	175001665	175002022	+	48	NA	intron (CACYBP, intron 1 of 5)	NA	2408	CACYBP								
OCIAML3_1_195_R1_peak_8645	chr14	20342130	20342712	+	48	NA	TTS (RPPH1)	NA	990	RPPH1								
OCIAML3_1_195_R1_peak_18409	chr2	240579881	240580143	+	48	NA	Intergenic	NA	6304	CAPN10-AS1								
OCIAML3_1_195_R1_peak_19662	chr21	33199466	33199778	+	48	NA	Intergenic	NA	-29386	C21orf54								
OCIAML3_1_195_R1_peak_21749	chr3	122417307	122417577	+	48	NA	intron (LOC102723582, intron 1 of 2)	NA	1236	LOC102723582								
OCIAML3_1_195_R1_peak_5022	chr11	25625005	25625315	+	48	NA	Intergenic	NA	-706971	ANO3								
OCIAML3_1_195_R1_peak_26900	chr6	127352928	127353302	+	48	NA	Intergenic	NA	-10245	ECHDC1								
OCIAML3_1_195_R1_peak_23116	chr4	83097821	83098234	+	48	NA	intron (PLAC8, intron 3 of 4)	NA	16731	PLAC8								
OCIAML3_1_195_R1_peak_2567	chr1	203025928	203026165	+	48	NA	promoter-TSS (PPFIA4)	NA	18654	TMEM183A								
OCIAML3_1_195_R1_peak_26560	chr6	75286273	75286525	+	48	NA	intron (RP1-234P15.4, intron 1 of 2)	NA	1385	RP1-234P15.4								
OCIAML3_1_195_R1_peak_14208	chr18	74524666	74524911	+	48	NA	Intergenic	NA	-9669	CNDP1								
OCIAML3_1_195_R1_peak_19013	chr20	36573100	36573421	+	48	NA	promoter-TSS (RP5-977B1.7)	NA	15	RP5-977B1.7								
OCIAML3_1_195_R1_peak_11583	chr16	66750626	66750893	+	48	NA	promoter-TSS (LOC101927792)	NA	863	DYNC1LI2								
OCIAML3_1_195_R1_peak_17532	chr2	148023102	148023327	+	48	NA	intron (MBD5, intron 2 of 14)	NA	-2320	ORC4								
OCIAML3_1_195_R1_peak_12680	chr17	38703827	38704117	+	48	NA	intron (LOC101929533, intron 1 of 1)	NA	-1641	MIR4734								
OCIAML3_1_195_R1_peak_18832	chr20	23279087	23279312	+	48	NA	Intergenic	NA	-71537	NXT1								
OCIAML3_1_195_R1_peak_28729	chr7	129951226	129951485	+	48	NA	intron (UBE2H, intron 1 of 6)	NA	1605	UBE2H								
OCIAML3_1_195_R1_peak_11987	chr17	560343	560588	+	48	NA	exon (VPS53, exon 14 of 18)	NA	-114525	FAM101B								
OCIAML3_1_195_R1_peak_18148	chr2	218711425	218711650	+	48	NA	intron (TTLL4, intron 1 of 18)	NA	-16510	TTLL4								
OCIAML3_1_195_R1_peak_27966	chr7	44040444	44040669	+	48	NA	promoter-TSS (RASA4CP)	NA	67	RASA4CP								
OCIAML3_1_195_R1_peak_31642	chr9	133336362	133336729	+	48	NA	promoter-TSS (SURF6)	NA	-335	SURF6								
OCIAML3_1_195_R1_peak_24787	chr5	126759180	126759448	+	48	NA	Intergenic	NA	-3602	LOC102723557								
OCIAML3_1_195_R1_peak_26450	chr6	55937542	55937817	+	48	NA	Intergenic	NA	-62102	BMP5								
OCIAML3_1_195_R1_peak_4436	chr10	102118447	102118712	+	48	NA	intron (LDB1, intron 1 of 10)	NA	-3613	LDB1								
OCIAML3_1_195_R1_peak_11042	chr16	21301879	21302123	+	48	NA	intron (CRYM-AS1, intron 1 of 2)	NA	1082	CRYM								
OCIAML3_1_195_R1_peak_6553	chr12	11766414	11767535	+	48	NA	intron (ETV6, intron 2 of 7)	NA	79458	LOC101928186								
OCIAML3_1_195_R1_peak_27255	chr6	155417931	155418311	+	48	NA	intron (NOX3, intron 10 of 13)	NA	37782	NOX3								
OCIAML3_1_195_R1_peak_15290	chr19	39392531	39392766	+	48	NA	intron (MED29, intron 2 of 3)	NA	1325	MED29								
OCIAML3_1_195_R1_peak_7555	chr12	106311155	106311458	+	48	NA	intron (TCP11L2, intron 4 of 11)	NA	8512	TCP11L2								
OCIAML3_1_195_R1_peak_19573	chr21	25188690	25188952	+	48	NA	Intergenic	NA	242880	LINC00158								
OCIAML3_1_195_R1_peak_14920	chr19	16583944	16584773	+	48	NA	intron (MED26, intron 1 of 2)	NA	-11976	SLC35E1								
OCIAML3_1_195_R1_peak_18699	chr20	17965284	17965650	+	48	NA	intron (SNX5, intron 1 of 12)	NA	-2521	SNORD17								
OCIAML3_1_195_R1_peak_1859	chr1	155007626	155008107	+	48	NA	promoter-TSS (ZBTB7B)	NA	-791	ZBTB7B								
