,MOLM-13_DMSO_rep-1_exp-2,MOLM-13_DMSO_rep-2_exp-2,MOLM-13_DMSO_rep-3_exp-2,MOLM-13_JQ1_rep-1_exp-2,MOLM-13_JQ1_rep-2_exp-2,MOLM-13_JQ1_rep-3_exp-2,MOLM-13_6nM_NVP-2_rep-1_exp-2,MOLM-13_6nM_NVP-2_rep-2_exp-2,MOLM-13_6nM_NVP-2_rep-3_exp-2,MOLM-13_60nM_NVP-2_rep-1_exp-2,MOLM-13_60nM_NVP-2_rep-2_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-1_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-2_exp-2,MOLM-13_JQ1+6nM_NVP-2_rep-3_exp-2
ZNF619,7,1,3,8,1,3,1,4,0,0,0,0,1,1
ZNF621,21,33,15,12,4,17,3,6,7,0,0,0,14,0
RABL3,4,18,0,12,0,0,4,22,3,2,0,0,7,7
IGSF10,0,2,0,0,0,2,0,0,0,0,0,6,0,0
C3orf33,2,11,1,0,0,1,1,0,0,0,0,10,0,0
CCDC66,10,12,19,0,7,12,6,2,10,8,3,29,2,0
TCAIM,14,6,7,8,4,1,8,0,0,2,0,0,0,0
SUMF1,0,0,2,8,3,9,5,1,6,0,0,4,0,0
RPUSD3,16,2,10,3,4,10,6,11,1,0,0,0,0,4
PRRT3,3,0,0,0,0,2,0,0,0,0,0,0,0,0
DPH3,20,16,15,4,7,11,3,0,0,0,1,0,1,3
ALG1L9P,2,17,1,1,0,1,1,0,14,0,0,0,5,1
DCAF4L1,12,10,15,5,5,17,0,2,0,0,0,9,6,0
CYP4V2,0,2,2,0,0,0,0,2,0,0,0,8,0,0
RPL34-AS1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
285464,2,2,2,0,10,11,5,0,0,0,0,0,0,0
FAM13A-AS1,1,4,1,0,3,1,2,0,0,1,0,0,0,2
COX18,39,14,18,10,9,14,15,9,5,0,0,27,14,0
FRYL,62,49,38,65,77,80,50,46,93,37,20,100,76,42
FAM200B,7,0,7,0,0,0,0,0,0,0,0,0,0,0
SH3PXD2B,10,24,0,23,9,19,5,5,6,5,0,7,3,1
KIAA0825,0,0,0,0,0,0,0,0,0,0,0,0,7,0
GPR150,3,1,0,0,0,0,0,0,0,0,0,0,0,0
DTWD2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
C5orf51,5,7,8,7,1,3,0,1,0,0,0,0,0,1
SREK1IP1,8,1,16,5,13,13,5,11,15,5,3,0,0,0
CEP57L1,5,7,2,7,2,1,0,5,8,0,0,0,0,0
HLA-F-AS1,0,1,0,0,0,0,3,0,0,0,0,0,0,0
PNPLA1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
RPL7L1,50,21,33,28,17,37,24,6,37,0,3,4,2,3
LINC00174,0,0,0,1,3,1,0,0,0,0,0,0,0,0
INHBA-AS1,0,6,0,3,0,0,0,2,0,0,0,0,0,0
SNHG15,85,45,64,55,51,78,37,31,98,0,0,5,16,0
EPHA1-AS1,1,7,6,3,0,2,7,7,12,3,1,2,7,0
ZNF775,4,9,3,2,1,7,0,1,0,0,0,0,0,5
ATG9B,0,0,0,0,0,3,0,0,0,0,0,0,0,0
ZNF789,4,3,0,0,1,3,1,1,0,0,0,0,0,0
LSMEM1,5,0,0,6,13,7,0,0,0,0,0,0,0,0
NSMCE2,64,54,23,93,46,66,48,15,66,4,5,39,27,32
ZNF707,10,5,16,3,0,9,0,0,0,0,0,0,0,0
FAM83H,6,1,3,0,12,2,0,9,10,0,0,0,3,0
ZNF252P,4,1,11,2,7,11,6,8,8,0,9,1,3,0
ZNF252P-AS1,3,5,0,1,1,10,0,8,0,1,0,0,0,0
ZFP41,6,4,6,8,4,10,4,2,3,0,0,5,0,0
TRIQK,8,0,8,0,1,1,3,0,8,0,0,2,0,0
DPY19L4,14,12,15,37,18,9,10,6,25,9,0,0,4,1
FBXO43,27,22,30,37,19,51,5,9,11,0,1,5,4,9
LINC01289,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SCAI,25,11,5,14,4,6,0,1,0,2,0,3,14,2
C9orf47,14,10,0,0,0,7,2,3,7,0,0,0,0,0
PAXX,2,0,0,2,2,4,0,0,5,0,0,3,0,0
TPRN,8,6,2,30,12,7,0,3,7,0,0,3,5,1
TUSC1,0,0,3,0,0,6,0,0,0,0,0,0,8,0
FAM78A,15,20,9,0,4,6,4,14,28,2,3,0,0,2
ATP11C,10,4,6,17,7,13,2,3,2,1,10,19,1,21
286437,0,3,21,7,13,18,4,0,8,3,1,9,6,0
YIPF6,52,33,41,17,20,35,22,19,22,12,17,7,0,4
TTC3P1,0,1,1,7,4,0,0,0,0,2,0,0,6,0
P2RY8,140,92,111,87,77,115,56,43,79,9,14,77,30,13
STON1-GTF2A1L,3,0,0,0,0,0,0,0,0,0,0,0,0,1
LIN9,11,11,15,24,2,15,3,5,9,3,4,12,4,16
TRIM59,67,34,29,47,13,50,43,21,81,0,2,22,1,8
FAM223B,7,0,1,7,3,0,0,8,0,0,0,0,0,0
EIF4E3,7,2,13,0,0,0,0,0,2,0,3,3,1,0
RFESD,0,0,0,0,0,0,0,0,3,0,0,0,0,0
DHRS4L2,0,0,0,4,0,3,0,0,0,0,0,2,0,0
ADAM20P1,3,4,0,16,7,0,0,0,3,0,0,7,0,0
CCDC85C,0,7,1,16,0,2,0,0,3,0,0,0,0,0
DDX51,5,12,6,24,17,23,13,17,4,2,7,16,4,4
RAB37,1,8,6,0,0,0,6,5,3,0,0,0,6,0
MMAB,6,11,4,29,6,12,2,8,12,0,15,8,12,5
SNAI3,7,26,5,17,1,1,15,5,9,0,0,3,0,0
UBAC2,62,29,68,128,85,104,39,35,80,10,19,111,36,54
H2BC20P,1,8,2,8,1,3,6,0,0,0,0,10,0,1
RAB7B,22,26,19,4,0,5,14,21,27,1,0,0,0,4
FFAR4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CCDC84,1,2,2,0,1,6,6,0,0,1,0,0,0,2
ANKRD13D,13,2,3,2,10,2,6,1,10,0,0,0,0,2
ANKRD42,0,5,7,0,1,1,5,5,0,3,0,0,0,0
CSTF3-DT,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ATP2B1-AS1,8,3,7,4,0,2,1,0,1,0,0,0,0,0
LINC01089,6,7,3,5,0,2,0,0,0,0,0,0,3,0
PRSS53,2,0,0,3,3,2,2,3,2,0,0,0,0,0
RAB43,12,2,9,4,5,2,0,0,0,0,0,0,3,3
JMJD8,3,0,3,1,2,1,0,6,0,0,0,0,0,0
METTL2A,7,6,10,5,6,12,1,0,1,2,2,4,8,1
ASB16-AS1,16,5,3,3,5,3,12,0,10,0,0,0,2,0
C17orf67,0,0,0,1,2,2,0,0,0,0,0,1,0,0
OXLD1,21,9,5,6,3,10,13,5,12,0,0,3,6,0
CCDC137,66,58,51,43,24,38,11,24,29,2,3,17,11,4
ARL16,7,1,0,2,0,3,0,0,0,1,0,0,0,0
LINC02693,1,3,0,0,15,1,8,0,0,0,0,0,0,0
MSL1,48,53,16,32,23,43,13,16,33,7,6,20,10,4
LINC00667,6,3,10,18,4,4,5,6,3,0,2,0,1,1
ZNF181,2,5,11,2,10,11,3,0,8,0,0,0,2,5
ZNF260,8,8,6,27,6,10,11,8,8,0,0,0,0,0
ZNF546,1,3,3,0,0,0,0,0,6,0,0,0,0,1
MYPOP,7,1,3,0,0,2,4,0,0,0,0,0,0,0
C1orf174,19,6,5,33,6,10,2,1,20,0,4,18,7,3
KLHL17,1,0,3,4,0,3,3,9,2,0,0,0,0,0
TMEM52,1,4,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB8OS,5,3,8,13,9,3,2,0,10,4,4,3,12,4
TFAP2E,0,0,1,0,1,0,0,1,10,0,0,0,0,0
ZNF678,4,21,10,6,3,3,8,8,3,1,4,0,0,0
ARMH1,9,4,9,0,1,3,2,0,9,0,0,0,0,0
ZFP69,1,0,0,6,0,1,0,0,0,0,0,0,0,0
SPOPL,22,20,12,4,4,4,9,1,2,0,0,0,0,0
339803,8,2,0,2,0,3,0,0,0,0,0,0,0,0
C2orf74,0,1,0,8,0,0,0,0,0,0,0,0,0,0
339862,0,0,0,0,0,0,0,0,1,0,0,0,0,0
C3orf35,0,0,1,1,0,5,0,0,11,0,0,0,0,0
LPP-AS2,0,6,4,0,0,7,0,0,0,0,0,0,0,0
NAT8L,7,5,6,0,1,1,5,6,0,0,0,0,1,1
STING1,19,5,17,12,7,0,15,11,12,0,0,3,3,0
ZC3H12D,6,15,3,4,0,0,32,9,23,6,7,5,3,0
ZNF680,3,3,5,9,2,9,1,0,0,0,0,0,0,0
NRBP2,0,0,0,4,4,0,0,0,0,0,0,0,0,0
ZNF517,0,0,0,0,0,1,0,3,0,0,0,4,0,0
WDR97,0,0,0,0,1,1,0,3,0,0,0,0,0,0
TMEM249,2,0,6,5,0,1,0,0,0,0,0,0,0,0
ZDHHC21,3,11,5,9,3,0,0,0,5,0,0,0,0,0
RTL5,0,7,2,2,13,3,0,0,0,0,3,0,3,0
NANOS1,7,3,7,5,7,2,0,0,2,0,0,0,0,9
ZKSCAN2,5,4,13,17,13,19,3,2,2,0,0,10,2,1
ATXN1L,6,8,6,0,7,13,4,3,4,1,0,2,3,1
NACA2,20,21,13,9,9,1,8,10,25,1,0,1,18,20
ANKRD62,0,11,2,0,0,2,0,0,0,0,0,0,0,0
ZNF850,52,47,30,36,17,26,36,23,34,20,5,22,31,21
C19orf81,2,11,1,6,5,6,5,0,2,1,0,0,0,0
ZSCAN22,10,19,4,6,0,11,0,13,1,0,0,0,4,0
CCDC18,7,2,1,0,2,10,9,5,3,0,0,0,0,0
PRORSD1P,8,15,17,11,9,3,2,1,7,0,0,4,0,0
MSANTD1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ZNF879,0,4,4,0,0,0,0,0,5,0,0,0,0,0
FAM174A,23,2,1,14,0,4,0,7,12,0,1,0,0,2
MTX3,18,8,17,6,6,1,11,4,18,0,1,0,0,1
ZNF391,9,1,0,0,0,2,2,0,0,0,0,0,0,0
ZFP57,3,3,5,0,0,0,0,7,1,1,0,2,0,0
SEPTIN14,0,0,0,5,2,0,0,0,0,0,0,0,0,0
FAM71F2,0,0,0,2,1,0,2,0,2,0,0,5,0,0
KIF24,0,0,2,7,0,0,4,0,0,0,0,0,1,3
CAVIN4,0,4,0,4,0,1,0,0,0,0,0,0,0,0
ZNF81,0,2,0,0,0,0,0,0,4,0,0,0,0,0
LANCL3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SOWAHD,62,32,20,47,29,19,28,27,29,0,0,3,4,1
SLC35B2,13,9,4,5,15,5,18,0,9,2,7,8,6,1
SERINC2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
GATD1,36,31,28,18,17,32,13,19,11,0,3,21,9,5
ANKDD1A,0,0,0,0,0,5,0,0,0,0,1,0,0,0
CTU2,0,3,3,2,0,1,0,1,0,1,1,0,0,0
SKA2,53,43,56,39,37,40,19,20,39,0,4,19,12,0
MCRIP1,7,9,1,8,3,10,1,5,15,0,0,0,0,1
ZNF530,1,3,2,7,1,16,0,0,8,0,0,2,3,0
C22orf34,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GEN1,11,10,27,8,11,16,0,2,18,0,0,5,0,0
348738,11,18,2,30,8,19,2,7,0,0,4,2,7,4
WDR53,7,0,0,3,0,3,0,0,4,0,0,0,0,1
LNP1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD18DP,27,62,25,40,26,52,4,8,50,0,9,22,13,6
FAM86EP,5,0,0,0,0,1,0,0,6,0,0,0,0,0
NUP43,11,21,7,29,13,23,12,21,14,0,0,5,17,14
ZNF713,2,1,0,0,0,0,0,0,0,0,0,0,0,0
DPY19L2P2,1,2,0,0,0,4,0,0,5,1,2,6,6,0
NMNAT3,0,0,0,3,1,0,0,0,0,0,3,0,0,0
RTN4RL2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTOR3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
ZNF429,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SLCO4C1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF445,32,27,30,30,28,38,5,6,4,0,0,8,10,2
ANKRD37,1,1,7,0,0,8,0,1,0,0,0,6,0,0
MRPL42P5,0,3,8,9,2,4,0,1,0,0,1,0,0,0
RFLNB,104,50,63,21,25,45,21,24,63,13,19,2,10,3
IRF2BP2,977,834,663,389,190,414,594,390,1221,139,175,178,180,97
ZBTB41,13,21,5,14,3,14,7,4,0,3,9,0,0,1
GSTK1,18,2,13,7,8,17,22,8,7,0,0,5,0,0
DND1,10,5,4,3,3,6,1,0,9,0,1,2,0,0
NDUFS7,3,0,0,2,0,4,0,1,0,3,7,3,0,0
NHLRC2,0,1,4,0,0,0,0,2,1,3,0,0,0,0
GALNT18,0,0,0,0,1,4,0,0,1,0,0,0,0,0
NCR3LG1,32,28,25,15,13,25,19,22,23,0,9,4,1,2
TMEM179B,10,1,12,31,7,18,5,0,5,0,0,0,3,0
TBC1D10C,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374443,2,0,1,4,1,0,4,1,8,0,0,2,0,0
GOLGA6L5P,16,15,7,2,0,6,2,0,4,0,0,0,3,7
ZNF710,10,3,0,10,1,0,11,5,5,0,3,2,3,0
HDDC3,34,16,18,22,12,21,13,22,19,0,0,0,0,0
ATP9B,4,4,2,0,0,0,0,1,5,0,0,4,0,0
HSD11B1L,1,5,2,16,2,5,0,5,6,0,0,4,1,4
ZNF699,2,24,0,2,2,8,0,1,0,0,0,3,0,0
TMEM205,0,0,1,0,0,2,0,2,5,0,0,0,0,0
B3GNT8,24,29,9,14,0,7,5,14,4,0,0,0,0,0
ZSWIM9,9,10,3,17,4,19,10,13,7,0,4,20,10,11
ZNF773,4,24,4,2,7,4,0,0,4,0,0,0,0,0
SVBP,2,7,0,7,3,4,0,0,0,0,0,0,0,4
MIGA1,5,4,6,0,2,0,7,3,0,0,0,0,0,0
NEXN-AS1,0,0,0,0,0,0,0,0,3,0,0,0,0,6
MIA3,15,15,11,18,13,24,4,5,1,2,0,4,4,2
FAM89A,2,27,21,15,1,19,10,0,0,0,0,0,0,0
PI4KAP2,32,20,7,17,6,17,11,11,10,2,8,12,15,6
FAM228B,3,0,0,0,0,5,0,0,0,0,0,0,0,0
WASH2P,24,8,12,30,12,25,8,26,32,0,9,11,2,7
RBM43,15,2,4,3,4,2,5,0,14,0,0,5,0,0
C3orf62,12,4,0,3,10,6,12,0,3,10,0,0,4,2
STIMATE,22,19,9,20,11,27,15,8,20,3,11,0,8,8
NRROS,47,38,26,27,9,32,17,24,39,22,15,18,17,5
MAST4,6,0,0,0,0,1,0,0,0,0,0,5,0,5
SIMC1,10,13,6,6,5,17,0,2,26,0,0,15,0,6
GUSBP4,43,18,24,33,37,24,9,0,22,4,4,5,0,6
PTAR1,17,15,21,10,11,10,17,15,11,1,4,4,0,0
ERCC6L2,21,18,18,7,9,12,15,7,10,4,3,13,11,9
SWI5,14,0,2,16,3,0,4,0,0,0,0,0,0,1
AGRN,13,16,5,0,0,6,8,7,7,1,4,0,1,1
SLC27A1,3,1,5,2,2,5,0,3,6,2,0,1,6,0
ZC3H6,0,0,0,5,0,0,0,0,0,6,0,2,0,0
CA13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM74,0,0,2,0,0,0,0,0,0,0,2,0,0,0
RN7SL2,0,3,1,0,3,0,0,0,0,0,0,0,6,1
CENPS,27,13,10,2,2,11,15,2,11,0,0,0,0,0
LINC-PINT,0,4,2,6,0,3,2,0,0,0,2,0,0,0
MALAT1,5257,6301,4161,11719,6838,11542,1357,838,2300,369,626,1307,1246,772
RNF138P1,7,7,0,0,0,0,0,0,4,0,0,0,0,0
PSMA3-AS1,20,29,24,37,35,72,21,25,50,13,11,26,29,19
CHKB-CPT1B,13,7,7,2,1,5,4,24,3,0,0,4,9,19
AMIGO3,0,2,0,2,1,1,4,0,0,0,0,0,0,0
ZKSCAN4,44,38,33,19,26,43,38,21,28,0,0,17,10,20
LINC00533,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SNHG5,203,126,128,292,133,259,61,32,119,2,4,21,42,41
CENPW,22,31,17,19,12,17,11,0,28,0,0,0,0,12
CEP85L,15,11,9,1,2,2,5,1,5,1,2,10,5,2
SLC7A5P2,3,7,8,14,2,18,9,23,0,1,0,0,0,0
C6orf120,33,16,0,12,11,25,12,18,13,1,1,1,2,4
NSUN4,29,28,24,15,16,27,2,13,21,2,7,5,2,3
TMEM189,14,16,9,29,21,19,2,1,24,1,0,18,3,0
TMEM189-UBE2V1,28,13,10,15,18,24,5,12,26,0,0,11,5,14
ILDR2,0,2,0,0,0,0,0,0,0,0,0,0,0,3
SKIDA1,71,84,87,108,67,137,52,25,86,1,7,45,71,15
WASHC2A,10,1,3,6,0,7,0,8,5,1,5,6,4,0
C10orf143,0,1,0,3,0,0,1,0,0,0,0,0,0,0
GVINP1,3,0,0,0,0,2,0,4,0,0,0,0,0,0
C11orf96,1,3,0,3,1,9,0,0,0,0,0,0,1,0
RPL13AP20,0,0,1,3,0,7,0,0,0,0,0,2,1,1
REP15,4,6,0,0,2,7,0,5,6,7,1,0,0,2
KMT5A,20,14,16,18,14,12,2,9,12,2,4,10,3,5
SHISA2,0,4,8,9,2,0,1,0,0,0,0,0,0,0
CCDC9B,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TNFAIP8L3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
UBE2Q2P1,10,5,8,4,1,4,9,14,5,1,0,0,0,1
SPATA41,2,0,1,0,0,0,0,0,0,0,0,0,0,0
C16orf87,19,19,19,25,7,8,10,1,13,0,3,3,20,0
C16orf86,3,0,0,0,0,0,0,0,0,0,0,0,2,0
SCIMP,3,1,0,0,0,0,0,0,1,4,0,0,0,0
CCL4L1,7,3,1,0,0,0,1,0,0,0,0,0,0,0
YPEL2,51,38,43,24,11,13,25,5,31,2,6,2,7,2
LYPLA2P2,0,0,1,3,1,1,11,10,1,0,0,0,0,0
BLOC1S3,17,11,6,16,14,22,21,7,3,0,0,13,0,3
ZNF761,19,14,9,29,9,39,9,12,20,3,4,0,2,8
ZNF749,2,4,2,1,0,1,0,0,4,0,0,0,0,0
ZNF324B,2,1,6,0,1,0,0,2,0,0,0,0,0,0
RNF207,4,1,5,0,2,5,2,0,11,0,0,0,8,0
TRNP1,0,0,0,2,0,0,0,0,1,0,0,0,0,0
NOTCH2NLA,10,17,3,10,6,7,8,0,5,0,0,0,3,9
LINC01138,0,0,5,0,0,0,0,0,0,0,0,0,0,0
TMEM81,7,0,0,2,0,8,8,0,6,0,0,0,0,4
COA6,13,8,6,4,5,14,0,1,3,0,0,3,0,2
388780,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SNHG17,44,51,43,45,36,59,31,40,67,2,14,23,6,15
LRRC75B,0,0,0,4,0,0,0,0,0,0,0,0,0,0
BOLA3,15,6,12,25,10,13,2,0,3,0,0,0,0,6
C2orf68,8,23,17,18,11,9,10,0,27,0,3,1,5,0
PLEKHM3,12,8,5,12,4,9,5,0,10,1,4,15,5,0
LEKR1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SMIM20,7,2,1,12,1,5,6,0,7,0,1,0,0,0
389247,6,0,0,2,1,3,0,0,6,0,0,0,0,0
ANXA2R,78,55,44,85,42,121,33,22,62,12,39,39,15,10
PSMG4,29,2,14,7,4,16,23,5,18,0,1,15,0,1
SAMD5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
RBAKDN,1,6,0,5,1,1,0,0,0,1,0,3,2,0
389538,2,4,4,0,1,0,0,0,0,0,0,0,0,0
LAMTOR4,11,8,2,12,0,12,0,0,16,0,0,0,0,0
389641,3,4,2,3,7,6,1,0,0,0,0,3,0,0
RBM12B,149,125,104,85,81,67,25,13,80,2,10,45,21,22
MAFA,0,0,0,3,6,6,0,0,0,0,0,0,0,0
GLIDR,0,1,2,3,10,3,9,0,1,0,1,0,0,0
PTGES2-AS1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
IER5L,7,10,4,17,4,14,2,2,0,0,0,0,0,0
AJM1,0,0,0,1,2,0,0,0,9,0,0,0,0,3
LRRC26,0,0,2,0,0,0,0,0,0,0,0,0,0,0
USP27X,3,3,4,0,0,0,0,0,0,0,0,0,0,0
389906,5,7,0,0,1,2,0,0,10,0,0,0,1,3
GOLGA8EP,5,0,1,0,6,0,1,0,0,0,0,0,0,0
UBAP1L,4,0,0,1,0,0,0,0,0,0,0,0,0,0
OR4F13P,1,0,0,0,0,0,0,0,5,0,0,0,4,0
NUDT19,58,25,19,26,28,21,25,16,16,1,0,1,1,6
ZNF793,7,0,2,0,0,0,2,0,0,2,0,0,0,0
ZNF805,10,9,17,15,3,22,11,3,3,0,2,0,1,0
PLA2G2C,3,0,0,0,0,0,0,3,0,0,0,0,0,0
SUMO1P1,7,7,4,3,0,4,0,1,0,0,0,0,0,0
PTRHD1,3,19,9,1,6,12,0,4,3,0,0,1,0,0
392490,6,3,16,40,12,26,5,0,7,10,0,5,11,0
ELFN1,0,0,1,0,2,0,0,0,0,0,0,0,2,0
AGMO,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SLC25A35,0,0,0,3,0,0,0,0,0,0,0,0,0,0
MEX3D,12,13,11,13,2,14,3,3,10,9,1,0,0,1
FAM102A,13,3,3,7,16,11,4,0,9,4,2,3,0,1
ZNF321P,8,21,7,10,9,2,0,4,7,0,0,0,1,1
MYO18A,13,6,3,14,5,7,11,10,0,2,3,14,3,6
MIR1915HG,4,0,2,0,7,2,2,2,1,0,0,7,2,1
BMS1P1,2,2,3,3,3,0,0,5,0,0,0,0,0,7
EEF1AKMT2,17,4,6,10,7,10,2,0,3,0,0,0,0,0
EDRF1-DT,0,0,1,0,0,0,0,0,2,0,0,0,0,0
FAM180B,0,0,4,0,1,0,0,0,3,0,3,0,0,0
PCNX3,4,3,0,14,1,13,1,0,2,0,1,3,0,1
GSEC,0,0,0,10,0,5,1,0,0,0,0,0,1,0
SNX19,2,9,0,4,3,5,0,0,5,3,0,0,1,0
LINC00938,32,29,21,23,26,21,10,11,25,1,0,7,0,1
C12orf76,7,3,7,4,16,4,0,0,4,1,0,1,0,0
FOXN3-AS1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
DICER1-AS1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
HERC2P2,10,0,2,0,1,5,0,0,5,0,0,0,1,0
ST20,1,1,1,1,2,2,0,0,5,0,0,8,0,0
FAM174B,0,0,0,0,0,0,2,0,0,0,0,0,2,0
BCAR4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
KNOP1,6,10,2,4,4,3,4,0,27,0,0,0,0,0
C17orf97,0,5,4,0,0,3,0,0,0,0,0,0,0,0
MED11,14,11,2,3,4,2,0,1,0,0,0,0,0,0
LINC02076,0,0,0,0,0,1,3,0,0,0,0,0,0,0
TOB1-AS1,0,1,6,3,1,2,0,1,2,0,0,0,0,0
PRR29-AS1,0,0,0,0,0,0,0,0,6,0,0,0,0,0
LINC00511,1,0,5,12,0,4,6,0,0,0,0,0,0,0
LINC00909,26,10,10,22,17,8,5,0,2,0,6,2,7,14
PRSS57,21,18,9,12,11,8,8,16,10,0,0,11,2,7
VMAC,0,1,11,0,2,0,0,0,0,0,0,0,0,0
400684,6,0,1,6,0,0,0,0,0,0,0,0,0,0
ZNF772,4,0,4,0,0,3,0,0,0,0,0,4,0,0
LRRC8C-DT,0,0,0,8,0,0,0,0,0,0,0,0,0,0
CHCHD10,15,10,7,10,5,8,4,5,18,0,1,3,4,1
TPTEP2,3,1,0,0,0,0,0,0,3,0,0,0,0,0
MIRLET7BHG,33,12,12,11,12,24,12,2,8,12,7,11,10,2
PAIP2B,3,0,0,0,1,1,0,0,0,0,0,0,0,0
RGPD1,0,5,0,0,0,2,0,0,0,0,6,5,0,0
NOC2LP2,0,0,0,0,0,0,0,0,6,0,0,0,1,0
MBNL1-AS1,6,3,2,9,0,1,0,1,0,0,0,2,0,0
C3orf80,29,15,16,16,4,20,6,1,8,0,2,0,0,0
C4orf48,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LINC01061,9,6,0,0,0,0,0,0,7,0,5,1,0,0
C4orf3,30,12,6,9,2,15,2,1,1,0,0,4,0,0
C5orf63,5,6,17,6,1,19,4,2,4,1,2,1,0,1
HTATSF1P2,0,1,2,0,1,0,0,0,0,0,0,0,0,0
SAPCD1,3,0,7,4,16,12,4,6,4,1,1,1,11,15
RAB44,45,20,7,14,12,15,15,24,24,3,3,3,7,0
TRAM2-AS1,11,2,3,3,0,0,3,0,1,0,0,0,0,0
KLHL31,0,6,8,1,0,0,4,0,14,1,0,4,0,0
GARS-DT,5,2,6,0,0,0,3,0,3,0,0,0,12,0
SMIM30,14,22,28,23,8,9,1,2,15,0,0,2,15,2
PRRT4,0,1,0,0,0,3,0,1,0,0,3,0,0,0
RBIS,50,41,28,52,16,50,30,15,28,2,0,4,13,4
HACD4,0,2,0,0,0,2,0,0,0,0,0,0,0,0
TOMM5,47,39,48,7,11,18,14,20,16,0,5,14,9,1
ZNF658B,11,1,2,0,0,6,0,0,0,0,0,0,0,0
CENPP,10,2,4,13,9,6,5,0,2,0,9,3,2,2
SNX30,5,0,0,3,2,0,0,0,0,0,2,0,0,0
C9orf139,2,2,0,0,0,1,0,2,1,0,0,0,0,3
CD99P1,0,0,0,1,0,0,0,0,3,0,0,0,0,0
ZNF674-AS1,3,5,12,2,1,4,9,1,5,0,0,0,2,0
SRRD,4,5,4,0,2,1,0,0,0,0,0,0,0,0
RPL21P44,2,3,0,5,4,10,4,1,3,10,1,1,0,2
403312,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLPP6,4,5,6,7,4,7,0,1,0,0,0,0,0,0
LERFS,0,2,0,10,2,2,4,0,0,0,0,0,0,0
ZBTB34,20,11,17,30,15,11,3,9,13,0,3,0,4,6
CUEDC1,3,5,5,1,1,0,0,0,6,0,0,0,0,0
YY2,0,5,1,5,3,5,4,0,0,0,0,5,0,0
C16orf74,28,13,10,25,6,15,9,21,30,5,3,4,19,24
DENND10,84,54,52,32,19,23,18,28,53,5,12,16,6,5
GTF2H5,17,10,8,18,9,15,2,1,18,0,1,2,0,0
ANKHD1-EIF4EBP3,2,11,1,11,6,3,1,0,2,2,0,0,0,0
MIRLET7B,9,2,4,5,5,5,1,1,0,4,0,0,3,0
MIR142,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR16-2,7,3,1,1,0,0,0,0,0,0,0,0,0,0
MIR222,0,3,0,0,0,0,1,0,11,0,4,0,0,0
MIR223,0,1,1,1,0,0,0,0,0,0,0,0,0,0
MIR92A1,6,0,0,0,0,0,3,0,12,0,0,0,0,0
MIR98,0,1,0,2,1,1,0,9,0,3,0,0,0,4
TNFSF12-TNFSF13,5,11,0,0,2,3,25,0,2,0,0,0,0,0
CCL3L3,7,21,7,7,0,4,17,3,8,1,0,0,0,0
ACBD7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AGAP6,3,3,9,0,1,11,0,4,1,7,3,0,4,1
AGAP12P,0,8,4,9,2,3,2,0,4,0,0,3,11,0
C10orf55,8,1,0,0,0,3,0,0,0,0,0,0,0,0
SHLD2P1,0,5,2,1,0,2,0,7,0,0,1,1,0,0
DNAJC9-AS1,3,1,4,6,4,0,0,0,0,0,0,1,0,0
IDNK,0,0,0,0,0,0,0,2,0,0,0,0,0,0
HCG18,37,48,36,30,26,42,16,10,15,1,7,20,18,11
C8orf82,1,3,1,8,11,7,0,0,3,0,0,3,1,0
PIM3,785,596,540,851,473,851,423,280,628,12,22,253,262,151
