GENE,VHL_6h,VHL_3h,DMSO_3h,DMSO_6h
441432,0.0,0.0,0.0,0.0
NUTM2G,0.0,0.0,0.0,0.0
NRARP,33.5,76.5,193.0,50.5
PGAM4,0.0,0.0,2.0,0.0
CDNF,0.0,0.0,0.0,0.0
TSPAN11,0.0,0.0,0.0,0.0
441687,0.0,0.0,0.0,0.0
441733,4.5,17.5,54.0,12.5
WBP11P1,1.5,1.5,14.5,0.5
ZFAS1,44.0,80.5,190.5,83.0
442245,1.0,0.0,0.0,1.5
442454,3.5,5.0,11.5,4.0
442459,0.0,1.0,1.0,0.5
DPY19L2P3,0.0,0.5,2.0,0.0
442578,18.5,32.5,103.5,21.5
442582,24.0,49.0,171.5,30.5
SPDYE5,0.0,0.0,0.0,0.0
EIF3IP1,0.5,0.0,1.5,0.0
MIR302B,0.0,0.0,0.0,0.0
MIR302D,0.0,0.0,0.0,0.0
MIR324,0.0,0.0,0.0,0.0
MIR328,0.0,0.0,0.0,0.0
MIR367,0.0,0.0,0.0,0.0
MIR196B,0.0,0.0,0.0,0.0
SULT1A4,3.0,1.5,12.0,1.0
TRGC1,38.5,53.5,120.0,40.0
TRIM6-TRIM34,0.0,0.0,1.0,1.0
CBWD3,0.0,0.0,2.0,0.0
PALM2AKAP2,63.5,171.5,496.5,77.5
GGNBP1,0.0,0.0,0.0,0.0
LRRC37A2,0.5,0.0,2.0,0.0
SPIN2B,0.0,0.0,1.5,0.0
GIMAP6,2.5,3.5,16.0,2.0
F8A3,1.0,2.0,3.5,1.0
492303,2.5,0.5,4.0,2.5
IGIP,0.0,0.0,0.0,0.0
COA5,7.0,10.5,47.0,8.0
493754,30.0,36.0,98.0,27.5
CISD2,5.5,7.0,29.0,4.5
CCDC73,0.0,0.0,0.0,0.0
EID3,0.0,0.0,0.5,1.0
TMEM9B-AS1,0.5,0.5,1.0,0.5
PHOSPHO2,0.0,0.0,0.5,0.0
RBMXL1,14.5,13.0,59.5,17.5
494127,1.5,0.5,1.5,1.5
CHAC2,0.5,1.0,4.5,1.5
MIR423,0.0,0.0,0.5,0.0
MIR425,0.0,0.5,0.5,0.0
PJVK,0.0,0.0,0.0,0.0
TYMSOS,0.0,0.0,0.0,0.0
TIFAB,8.0,9.0,11.5,1.5
BDNF-AS,1.5,1.5,4.5,0.5
C18orf32,5.5,5.5,33.5,7.0
A1BG-AS1,0.0,0.0,0.0,0.0
SPRN,0.0,0.0,0.0,0.0
RGMB-AS1,0.0,0.0,0.0,0.0
503640,0.0,0.0,0.0,0.0
503645,2.5,3.5,8.5,1.5
LOH12CR2,0.5,0.0,0.5,0.5
MIR4435-2HG,22.0,20.0,43.5,16.5
541473,0.5,1.0,2.0,0.5
C8orf58,6.5,6.0,25.5,5.0
EOLA2,2.0,5.0,18.0,2.5
SLX1A,0.0,0.5,2.0,0.0
POLR2J3,1.5,3.5,15.0,1.0
DNAJC25,5.5,8.0,23.0,5.0
550112,7.5,11.5,56.5,6.5
CCDC157,0.5,0.5,0.0,0.0
ATXN7L3B,39.0,92.5,346.0,78.5
DNAJC25-GNG10,2.0,1.5,2.0,1.5
BOLA2B,7.0,10.5,20.0,7.0
MIR3936HG,0.0,0.0,0.0,0.0
PEF1,14.5,16.0,39.5,10.5
AC133552.2,1.0,0.0,2.0,1.0
ASPDH,0.0,0.0,0.0,0.0
554236,0.0,0.0,0.0,0.0
FBXO48,0.0,0.0,3.0,0.0
LINC00862,0.0,0.0,0.0,0.0
FAM72C,0.5,0.5,5.0,0.5
H4C15,0.0,0.0,0.0,0.0
SNORA6,5.5,16.5,57.0,18.0
SNORA10,11.0,11.0,26.5,14.0
OBSCN-AS1,0.0,0.0,0.0,0.0
IBA57-DT,0.5,0.0,0.0,0.0
SNORD101,2.5,5.0,15.5,7.0
SNORD100,1.5,3.5,13.0,2.0
SNORA33,2.5,3.5,20.0,7.0
ZFAT-AS1,0.0,0.0,0.0,0.0
595097,5.0,7.5,31.5,11.0
SNORD18A,0.0,2.0,10.0,2.0
SNORD18B,0.0,0.5,3.5,0.0
SNORD18C,1.5,2.0,8.5,5.5
SMG1P5,1.0,2.0,4.0,1.5
PGM5P2,0.5,1.0,0.5,0.5
CYB5RL,1.0,2.5,6.5,0.0
606551,18.0,28.5,79.5,14.0
NPIPB13,9.0,8.0,31.0,1.5
CYP51A1-AS1,0.0,0.0,0.0,0.0
AL079338.1,0.0,0.0,0.5,0.0
SERINC4,0.0,0.0,0.0,0.0
619190,0.0,1.0,1.5,0.0
FAM229B,0.0,0.0,0.0,0.0
ZNF704,0.0,0.0,1.0,0.0
MBOAT4,0.0,0.0,0.0,0.0
SCARNA9,1.0,2.0,8.5,3.0
619498,1.5,1.5,5.0,1.5
SNORA27,3.0,8.0,26.5,13.0
619505,2.5,3.0,12.0,5.5
SSBP3-AS1,0.0,0.0,1.5,0.0
SNORA3A,1.5,7.5,12.5,7.0
SNORA7A,3.5,8.0,13.5,7.5
SNORA52,3.0,4.0,17.0,7.0
619567,4.0,11.0,46.5,7.0
SNORA4,13.5,15.5,63.0,12.5
SNORA41,1.5,5.0,10.5,6.5
SNORD95,0.0,0.0,3.0,0.0
SNORD96A,3.5,14.5,34.5,14.0
RPL31P11,0.0,1.0,0.5,0.5
ZNF674,1.5,0.0,6.0,0.5
SLC7A11-AS1,0.0,0.0,0.0,0.0
CCNYL6,0.0,1.0,1.5,0.5
TMEM75,0.0,0.0,0.0,0.0
SNORA19,0.0,0.0,0.0,0.0
POTEM,0.0,0.0,0.0,0.0
TSC22D1-AS1,0.0,0.0,0.5,0.0
SNHG6,53.5,53.5,167.0,69.0
641648,7.0,6.0,21.0,11.0
TMEM91,0.5,0.0,1.5,0.0
ECSCR,0.0,0.0,0.0,0.0
641977,4.5,9.0,45.5,8.0
642236,0.0,0.0,0.5,0.0
ZNF876P,0.5,1.5,8.0,0.5
AL135925.1,1.0,2.0,8.5,1.0
642423,0.0,0.0,0.0,0.0
MROH6,1.0,1.0,3.0,2.5
AGAP9,0.0,0.0,4.5,0.0
POU5F1P3,0.0,0.0,0.0,0.0
SCX,0.0,0.0,0.0,0.0
TBC1D22A-AS1,0.0,0.0,0.0,0.0
NPIPA2,0.0,0.0,0.0,0.0
642826,1.5,5.5,12.0,3.0
CPSF4L,0.0,0.0,0.0,0.0
LINC00535,0.0,0.0,0.5,0.0
ANKRD20A3P,0.0,0.0,0.0,0.0
CERNA2,0.0,0.0,0.5,0.0
FLVCR1-DT,4.5,4.0,12.0,3.5
SMIM5,0.0,0.0,0.0,0.0
643036,1.0,2.0,4.5,2.5
C11orf97,0.0,0.0,0.0,0.0
SMIM15,30.5,46.0,186.0,27.5
CCT6P3,3.5,6.0,20.5,7.0
643201,0.0,0.0,0.0,0.0
TMEM72,0.0,0.0,0.0,0.0
MAP1LC3B2,0.0,0.0,0.0,0.0
643314,0.0,0.5,4.0,0.5
C15orf62,0.0,0.5,1.0,0.0
643339,0.0,0.0,0.0,0.0
BTBD18,0.0,0.0,0.0,0.0
TMEM253,0.0,0.0,0.0,0.0
RNF224,0.0,0.0,0.0,0.0
ZNF862,0.5,1.0,6.0,1.0
CCER2,0.0,0.0,0.5,0.0
GOLGA8N,19.0,42.0,204.5,21.0
GOLGA6L4,0.0,0.0,0.0,0.0
643719,0.0,0.0,1.5,1.0
643723,0.0,0.0,0.0,0.0
643749,0.0,0.5,0.5,0.0
LINC02453,0.0,0.0,0.0,0.0
643783,1.0,1.0,6.0,1.0
ZFP62,11.5,16.0,56.0,12.5
LINC01128,0.5,2.5,7.0,1.0
TMPPE,0.0,6.5,29.0,1.5
CBLN3,0.0,0.0,0.5,0.0
CRNDE,4.0,11.0,29.0,7.5
643977,28.5,54.0,128.5,29.0
FNDC10,1.5,2.5,3.0,1.5
CBWD6,0.0,0.0,0.5,0.0
MSH2-OT1,0.0,0.0,0.0,0.0
SDHAF1,13.5,29.5,79.0,23.0
644128,4.5,9.5,33.5,3.5
644172,1.5,4.0,14.0,3.5
SYCE3,0.0,0.0,0.0,0.0
644192,0.0,0.0,0.0,0.0
LINC00622,0.0,0.0,0.0,0.0
644285,0.5,0.5,7.0,0.0
RPL13AP6,1.0,0.5,3.0,1.0
SMIM10,7.0,5.0,24.5,5.0
PPIAL4G,0.0,0.0,0.0,0.0
644649,0.0,0.0,0.5,0.0
AC132192.2,6.0,6.0,12.0,8.0
RAD21-AS1,0.5,0.0,2.0,0.5
644714,1.0,1.0,0.5,0.5
644762,1.0,1.0,4.0,0.0
644809,0.0,0.0,0.0,0.0
FAM83G,0.5,3.5,6.5,1.0
LINC01184,1.5,0.5,6.5,0.0
GCC2-AS1,0.0,1.0,1.0,0.0
644936,2.5,0.5,1.5,1.0
644962,0.0,0.5,2.5,0.0
ALG1L2,0.0,0.0,0.0,0.0
PIK3CD-AS1,2.5,3.0,7.5,2.0
CCNI2,0.0,0.0,0.0,0.0
PPIAL4D,0.0,0.0,0.5,0.0
CBX3P2,0.5,1.0,2.0,2.5
LINC02802,0.0,0.0,1.0,0.0
LINGO3,0.0,0.0,0.0,0.0
EIF3J-DT,9.5,8.0,20.0,11.0
LINC00461,0.5,0.0,1.5,4.0
FAM86C2P,2.0,3.5,4.5,0.5
645431,1.0,0.0,2.5,1.5
IGFL2-AS1,0.0,0.0,0.0,0.0
LHFPL3-AS1,0.0,0.0,0.0,0.0
645638,0.0,0.0,0.0,0.0
POU5F1P4,0.0,0.0,0.0,0.0
RPL13AP3,0.0,0.0,0.0,0.0
645700,0.0,0.0,0.0,0.0
645752,0.0,0.0,0.0,0.0
CCDC154,0.0,0.0,0.0,0.0
TMEM14EP,0.0,0.0,0.0,0.0
ADORA2A-AS1,0.0,0.0,0.0,0.0
RAET1K,0.0,0.0,0.0,0.0
646074,0.0,0.0,0.0,0.0
CHEK2P2,0.0,0.0,0.0,0.0
646214,5.5,7.0,29.5,2.5
LINC00607,0.0,0.0,0.5,0.0
646405,0.0,0.0,0.0,0.0
646450,1.0,0.5,3.5,0.5
646471,0.0,0.5,0.0,1.0
URAD,0.0,0.0,0.0,0.0
NIPBL-DT,49.0,92.0,276.0,75.5
646762,1.0,5.5,25.5,2.0
SETSIP,0.0,0.5,2.5,0.0
FAM227A,2.0,2.0,4.0,0.5
C6orf132,0.5,0.0,2.5,1.0
647033,61.0,146.5,393.0,85.0
GOLGA6L10,0.0,0.0,1.0,0.0
STMP1,8.0,7.0,32.0,7.0
EMBP1,1.0,1.0,8.5,0.0
SRGAP2B,3.5,6.5,27.0,3.5
C13orf42,0.0,0.0,0.0,0.0
SERPINE3,0.0,0.0,0.0,0.0
647190,0.0,0.0,8.0,0.5
647288,1.0,1.5,1.0,0.5
TEX22,0.5,0.0,2.0,0.5
LINC02026,0.0,0.0,0.0,0.0
647859,1.0,1.0,3.5,2.0
NORAD,130.5,252.5,805.0,122.0
AC025171.1,10.5,35.5,76.5,16.5
649946,1.0,1.5,4.5,0.5
ABCA17P,0.0,0.0,0.0,0.0
ZNF192P1,2.0,2.5,16.0,2.5
651430,0.0,0.0,0.0,0.5
ANKRD33B,2.0,5.0,8.0,2.5
AC141586.1,2.5,6.0,24.0,3.0
SNORA48,1.5,5.5,9.5,8.5
652966,3.0,5.0,22.0,9.5
CASTOR1,0.0,0.0,0.0,0.0
GOLGA8J,8.5,22.0,48.0,18.0
GOLGA8T,0.0,1.0,4.5,0.0
653113,0.0,0.0,1.0,0.5
ZBTB8A,1.0,1.5,8.0,0.5
GOLGA8K,5.0,9.5,13.0,12.0
ANXA8,0.0,0.0,0.0,0.0
AC114490.1,1.5,5.5,10.0,0.0
653188,1.5,2.0,4.0,3.0
KIAA0895L,1.0,2.0,12.0,2.0
NCF1,0.0,0.0,0.0,0.0
653390,7.5,11.0,23.0,2.5
SRGAP2C,2.0,3.5,15.5,2.0
653479,4.0,3.0,9.5,3.5
GPR89A,2.0,1.5,10.0,2.0
PHLDB3,0.0,0.0,0.0,0.5
PPIAL4C,0.0,0.5,0.5,0.5
WASH7P,5.0,10.0,28.0,6.5
TBC1D3P1-DHX40P1,0.5,5.0,13.5,2.5
AC025048.6,1.5,1.5,11.5,0.5
653659,0.0,1.0,4.5,0.5
SEC1P,0.0,0.0,0.0,0.0
653712,0.0,0.0,0.5,0.0
GOLGA8M,14.0,42.0,199.0,27.0
MZT2A,0.0,0.5,1.0,0.0
FAM72B,0.5,2.0,7.5,3.0
ACTR3C,0.0,0.0,0.0,0.0
SNORA5A,1.0,2.5,8.5,0.0
SNORA8,5.0,3.0,17.5,6.0
SNORA75,2.5,2.5,16.5,4.0
SNORA13,1.0,0.5,3.0,2.5
654342,0.0,0.0,0.0,0.0
LGALS9C,0.0,0.5,0.5,0.0
NME1-NME2,11.0,24.5,63.5,17.0
LRTM2,0.0,2.0,6.0,0.0
SNHG20,16.5,32.0,86.5,28.5
654466,0.0,0.0,0.0,0.0
PCP4L1,0.0,0.0,0.0,0.0
NCF1B,12.5,24.5,55.0,8.5
NCF1C,4.5,17.0,46.5,6.5
654841,0.0,0.0,0.0,0.0
664618,4.5,3.0,10.5,5.5
HNRNPA1P10,34.0,51.5,169.5,42.0
SCARNA20,0.0,0.5,0.5,0.5
SCARNA2,0.0,0.0,0.0,0.0
SCARNA7,0.0,0.0,0.0,0.0
SCARNA13,0.5,1.0,6.5,3.0
SNHG22,0.0,0.0,0.0,0.0
SCARNA22,0.0,0.0,1.0,0.5
SCARNA4,1.5,2.0,5.5,2.0
SCARNA6,0.0,1.0,3.0,0.0
SCARNA1,0.0,0.0,1.0,0.0
SCARNA5,0.0,0.5,1.0,0.0
SCARNA8,0.0,0.0,2.5,1.0
SCARNA12,8.5,16.0,32.5,17.0
SCARNA15,2.5,0.5,7.5,0.5
SCARNA11,0.0,0.0,0.0,0.0
SCARNA16,1.0,4.0,6.5,2.5
SNORA1,1.5,2.0,12.5,2.5
SNORA2A,0.0,0.0,2.0,0.0
SNORA2B,0.0,1.0,4.0,0.5
SNORA5B,0.0,0.0,1.5,0.5
SNORA5C,0.5,3.5,3.0,0.0
SNORA7B,3.5,6.0,10.0,5.0
SNORA9,3.5,9.0,36.0,11.0
SNORA12,0.0,0.5,1.0,0.5
SNORA14B,0.5,0.0,3.0,0.0
SNORA15,0.0,0.0,2.0,0.0
SNORA17A,8.0,9.0,22.5,16.5
SNORA18,14.0,15.5,76.5,15.5
SNORA20,0.5,1.0,5.0,0.5
SNORA22,0.5,0.5,4.5,0.5
SNORA23,0.0,0.0,2.0,0.5
SNORA24,5.5,5.5,15.0,9.5
SNORA26,6.0,5.5,20.0,8.0
SNORA28,1.0,1.0,6.5,2.0
SNORA29,0.5,0.5,3.5,1.5
SNORA31,0.5,1.5,4.5,3.0
SNORA2C,0.5,4.0,9.0,1.0
SNORA36A,0.5,0.5,2.0,1.5
SNORA38,0.0,0.0,0.0,0.0
677822,13.0,18.0,64.5,13.0
SNORA80E,0.5,0.0,1.0,0.0
SNORA17B,3.5,5.5,24.0,5.0
SNORA44,4.5,9.0,22.0,17.0
SNORA3B,3.0,5.0,12.5,7.0
SNORA46,0.0,0.0,0.0,0.0
SNORA50A,0.0,0.5,0.5,0.0
SNORA51,1.5,6.0,9.0,2.0
SNORA53,0.0,0.0,1.5,0.5
SNORA55,0.5,3.0,5.0,1.0
SNORA56,2.5,3.0,6.0,6.0
677836,1.0,0.5,1.5,0.0
SNORA61,19.0,20.5,87.0,41.0
677839,0.5,3.0,5.5,2.0
677840,0.0,0.0,0.5,0.0
SNORA50C,0.0,0.0,1.5,0.0
SNORA77,0.5,1.0,1.5,1.0
SNORA78,0.5,1.5,2.5,2.5
SNORA80A,0.0,0.0,0.0,1.0
SNORA81,2.5,5.0,38.0,5.5
677848,0.5,0.5,3.5,0.5
SNORD1B,0.0,0.0,1.0,1.0
677850,0.5,0.5,4.5,1.0
SNORA59A,0.0,0.0,1.0,0.0
CD27-AS1,2.0,7.0,10.0,3.5
SNORA25,4.0,3.5,20.5,10.5
SNORD12,1.5,0.5,8.5,0.5
SNORD11,0.0,0.5,7.0,0.0
SNORA32,2.5,3.5,19.0,5.5
SNORD5,5.5,2.0,30.0,4.5
SNORA16A,5.0,6.5,17.0,10.5
SNORD6,1.5,3.0,8.0,1.0
SNORD7,0.0,0.0,1.5,1.0
SNORD13,0.0,0.0,0.0,0.0
SNORD45C,0.5,1.0,7.0,2.0
SNORD17,0.0,0.5,1.5,0.0
692088,4.0,3.0,18.5,6.0
692089,1.0,5.0,18.0,4.0
692090,0.0,0.5,1.5,0.5
SNORD23,1.0,2.0,4.5,1.0
SNORD62B,0.0,0.0,3.0,0.0
MSMP,0.0,0.0,0.0,0.0
FAM86DP,6.0,14.0,35.0,8.5
SNORD65,7.5,9.5,23.0,13.5
SNORD66,0.0,0.5,0.5,0.0
SNORD67,1.0,1.0,5.0,0.0
SNORD69,3.5,5.0,22.5,5.0
SNORD70,0.0,0.0,0.5,0.0
SCARNA10,0.0,0.0,3.0,1.0
SNORA16B,0.0,0.5,0.5,0.0
SNORA57,7.0,6.0,13.5,8.0
692195,4.0,2.5,16.0,4.5
692196,19.0,28.5,94.0,38.5
692197,3.0,2.0,15.0,6.0
692198,5.5,5.5,21.5,9.0
SNORD84,0.5,1.0,8.5,0.5
SNORD86,14.5,32.5,57.0,16.0
SNORD88A,0.5,1.5,5.5,1.5
692203,9.5,8.0,39.0,9.0
692204,1.0,1.0,5.5,2.5
SNORD89,1.0,1.0,2.5,0.5
692207,0.0,0.5,1.0,0.0
692208,0.0,1.0,1.0,0.0
SNORD93,1.0,0.5,4.5,2.0
SNORD99,7.0,8.5,25.5,15.5
SNORD110,4.5,7.0,24.0,6.0
SNORD97,0.0,1.0,1.5,1.0
692224,0.0,0.0,1.0,0.0
SNORD94,1.5,1.5,10.0,2.5
692227,9.0,18.5,43.5,29.0
SNORD105,0.0,0.0,1.0,0.5
SNORD117,0.0,0.0,3.5,0.5
692234,0.5,0.5,2.5,0.5
692235,0.5,0.5,2.5,0.5
PPAN-P2RY11,6.0,21.5,50.5,10.0
MIR421,0.0,0.0,1.0,0.0
MIR548D1,0.5,1.0,5.5,0.5
MIR553,0.0,0.0,1.5,0.0
MIR555,1.0,1.0,3.5,0.0
MIR564,0.0,0.0,0.0,0.0
MIR573,0.0,0.0,3.0,1.0
MIR588,0.0,0.0,0.0,0.0
MIR589,0.0,0.0,1.0,0.0
MIR590,0.0,0.0,6.0,1.0
MIR600,0.0,1.0,1.0,0.0
MIR611,0.0,0.0,0.0,0.5
MIR612,0.0,0.0,0.0,0.0
MIR613,0.0,0.0,0.0,0.0
MIR616,1.0,2.0,2.5,2.5
MIR621,0.0,0.0,3.5,0.0
MIR628,0.0,0.5,1.5,0.0
MIR630,0.0,0.0,0.0,0.0
MIR631,0.0,1.5,0.5,0.0
MIR632,1.0,2.5,9.5,1.0
MIR635,0.0,0.0,0.5,0.0
MIR636,4.5,11.0,17.0,3.5
MIR638,0.0,0.0,0.0,0.0
MIR639,0.0,0.0,0.0,0.0
MIR641,0.0,0.0,0.5,0.0
MIR643,0.0,0.0,2.5,0.0
MIR647,0.0,1.0,2.5,0.5
MIR92B,0.0,0.0,0.0,0.0
H2AC19,0.0,0.0,0.5,0.0
LHFPL3-AS2,0.0,0.0,0.0,0.5
MIR658,0.0,0.5,0.0,0.0
MIR659,0.0,0.0,0.0,0.0
SNORD118,0.0,0.0,1.0,0.0
LINC00163,0.0,0.0,0.0,0.0
727708,0.0,0.0,0.0,0.0
727751,0.5,0.5,2.5,0.0
ROCK1P1,0.0,0.5,3.5,1.0
727764,2.5,2.0,5.0,2.5
RNF208,0.0,0.0,0.0,0.0
RGPD8,0.0,0.0,0.0,0.0
DDX11L9,0.0,0.0,0.0,0.0
FAM156B,1.0,0.0,2.5,0.0
727896,5.0,9.0,30.0,7.5
TLCD2,4.5,1.5,4.0,1.0
GXYLT2,0.0,0.0,0.0,0.0
MROH1,0.0,0.0,2.0,0.0
728024,1.5,4.0,9.0,0.5
SSR4P1,0.0,0.0,2.0,0.5
GOLGA8O,16.5,21.0,32.0,23.0
728066,35.0,48.0,126.0,29.5
728084,0.0,0.0,0.0,0.0
NUTM2A,0.0,0.0,0.0,0.0
NUTM2D,0.0,0.0,1.0,0.0
728175,0.0,0.0,0.0,0.0
NUTM2A-AS1,1.0,1.0,10.5,2.5
RSPH10B2,0.0,0.0,0.0,0.0
728228,0.0,0.0,8.0,1.0
PI4KAP1,4.5,10.5,26.5,5.0
728262,0.0,0.0,0.0,0.0
D2HGDH,1.0,0.0,2.5,0.0
GOLGA6L7,0.0,0.0,0.0,0.0
GTF2H2C,4.0,5.0,9.5,8.0
POTEF,0.0,0.0,0.0,0.0
AC055839.2,0.0,0.0,1.5,0.0
728407,1.0,1.5,6.0,1.5
728409,0.0,0.0,0.0,0.0
LINC00680,4.0,1.0,13.0,3.0
LINC01137,0.0,0.0,2.5,0.0
PPIEL,1.0,1.0,2.5,0.5
TGFB2-AS1,0.0,0.0,0.0,0.0
AC020928.1,1.5,0.5,7.0,0.5
DNLZ,2.0,4.5,7.5,2.0
SERF1B,3.5,0.5,9.0,3.5
GOLGA8H,12.0,19.5,47.5,18.0
728524,0.0,0.0,0.0,0.0
C2orf92,0.0,0.0,1.0,0.0
728554,3.5,3.0,22.5,4.0
ENTPD1-AS1,0.5,1.5,3.5,0.5
C12orf73,3.0,4.5,19.5,4.5
CCDC169,0.0,0.0,0.0,0.0
728609,1.5,6.5,14.0,3.0
728613,1.5,1.0,8.5,2.5
MEIKIN,0.0,0.0,0.0,0.0
CDK11A,17.5,28.0,96.5,16.5
728643,0.0,0.0,0.0,0.0
RPL13AP5,394.0,567.5,1232.5,433.0
SLC35E2B,9.0,10.5,51.5,8.0
728673,0.0,0.0,3.0,0.0
EIF3CL,3.0,5.0,4.5,2.5
728730,0.0,0.0,0.5,0.0
728739,0.0,0.0,2.5,0.0
AC092295.2,1.5,1.0,4.0,0.0
728758,2.5,2.0,13.5,1.5
SCAMP1-AS1,11.0,15.0,36.5,15.0
ANKDD1B,0.0,0.5,0.5,0.5
FAM72D,1.0,0.5,3.0,0.5
NBPF8,0.5,1.5,4.5,1.0
728882,0.0,0.0,0.0,0.0
NPIPB11,0.0,0.0,1.0,0.0
ZNF736,14.5,29.5,137.5,11.5
PPIAL4F,0.0,0.0,0.5,0.0
728963,4.5,6.5,21.5,12.0
728989,0.0,0.0,0.0,0.0
ZBED5-AS1,0.0,0.5,1.0,0.5
RPEL1,0.0,0.0,0.0,0.0
LINC02158,0.5,0.5,0.5,0.5
GASK1A,0.0,0.0,0.0,0.0
AGAP5,1.0,0.0,4.0,0.0
729096,9.5,16.5,43.0,11.0
GTF2IRD1P1,0.0,0.0,0.0,0.0
729171,0.0,0.0,0.0,0.0
729176,1.5,2.0,14.0,2.5
729177,0.0,0.0,0.0,0.0
729178,0.0,0.0,0.0,0.0
729220,0.0,0.0,2.5,0.0
729224,0.0,0.0,0.0,0.0
CCR2,43.0,63.0,87.0,18.0
ZNF286B,3.5,13.0,51.0,5.0
PLIN4,0.0,0.5,0.5,0.0
729375,2.0,4.5,8.5,1.5
CASTOR2,9.0,12.0,73.0,14.5
CCDC61,0.5,0.0,0.0,0.0
TMEM242,11.0,19.5,71.0,9.5
AACSP1,0.0,0.0,0.0,0.0
FAM72A,2.5,4.5,17.0,1.5
RGPD6,0.0,0.0,0.0,0.0
729582,0.0,0.0,0.0,0.0
SPDYE6,0.0,0.0,0.0,0.0
729603,6.5,5.5,19.0,7.0
729614,9.0,11.5,20.0,15.5
729633,0.0,1.0,0.0,0.5
AC106820.2,0.0,0.5,0.5,0.5
CCDC175,0.0,0.0,0.0,0.0
LINC00847,10.0,17.5,29.0,15.0
DNAJC27-AS1,0.0,1.0,0.5,0.0
AC068587.4,0.0,0.5,0.5,0.0
729737,0.0,0.0,0.0,0.0
GOLGA8CP,0.0,0.0,0.0,0.0
729799,7.0,7.5,11.0,5.0
UMAD1,0.5,3.0,9.5,2.0
AL121987.2,0.0,0.0,1.0,0.0
TBC1D3,0.0,0.0,0.0,0.0
TBC1D3H,0.5,0.5,1.5,0.0
CRPPA,0.0,0.0,0.5,0.0
729930,0.0,0.0,0.0,0.0
SHISA7,3.5,18.0,68.5,6.5
MORN2,0.0,0.0,0.0,0.0
729975,0.0,0.0,0.5,0.0
BORCS8,8.0,6.0,19.5,5.5
ZNF814,21.0,9.5,24.5,18.0
ZNF726,0.0,0.5,4.0,0.0
LINC00886,0.5,0.5,1.0,0.0
730092,5.5,7.5,29.0,5.5
MOSMO,5.0,6.0,36.0,6.0
AL162231.1,0.5,0.0,0.0,0.5
CRYZL2P,1.0,0.0,2.0,0.0
FAM166B,0.0,0.0,0.0,0.0
TMEM229A,0.0,0.0,0.0,0.0
AC093249.6,0.0,0.0,0.5,0.0
730202,2.0,1.5,4.5,2.5
LINC01136,0.0,0.0,2.5,0.0
PPIAL4E,0.0,0.0,0.5,0.0
GTF2H2C_2,0.5,0.0,0.5,0.5
730971,0.0,0.0,0.0,0.0
RFX8,0.0,0.5,4.0,0.0
LINC01347,2.0,4.0,11.5,5.0
731424,1.0,2.5,6.0,0.0
731656,0.0,1.0,4.0,0.0
TDRG1,0.0,2.0,2.5,0.0
CSKMT,0.0,2.0,7.0,2.0
LINC00106,0.5,0.0,1.5,1.0
CEMP1,0.0,0.0,0.0,0.0
PFN1P2,0.0,0.0,0.0,0.0
RELL1,1.5,7.5,21.0,4.0
MIR671,0.5,4.0,9.5,0.5
TVP23A,0.0,0.0,0.0,0.0
780852,0.0,0.0,0.0,0.0
780853,0.0,0.0,0.0,0.0
SNORD3D,0.0,0.0,0.0,0.0
UQCC3,7.0,20.5,47.0,5.5
100009667,0.0,1.0,1.5,0.0
ZBTB11-AS1,4.0,7.0,24.0,4.5
100033413,0.0,0.0,0.0,0.0
100033414,0.0,0.0,0.0,0.0
100033416,0.0,0.0,0.5,0.0
100033417,0.0,0.0,0.0,0.0
100033418,0.0,0.0,0.0,0.0
100033425,0.0,0.0,0.0,0.0
100033426,0.0,0.0,0.0,0.0
100033427,0.0,0.0,0.0,0.0
100033428,0.0,0.0,0.0,0.0
100033430,0.0,0.0,0.0,0.0
100033431,0.0,0.0,0.5,0.0
100033432,0.0,0.0,0.5,0.0
100033433,0.0,0.0,0.0,0.0
100033435,0.0,0.0,1.0,0.0
100033438,0.0,0.0,0.0,0.0
100034743,0.0,0.0,0.0,0.0
CDKN2B-AS1,0.5,1.5,8.0,1.5
100049076,1.5,0.5,7.0,3.0
SIGLEC14,0.5,0.0,2.0,1.0
NINJ2-AS1,3.5,3.0,14.0,3.5
SNHG8,58.5,76.5,199.5,109.0
GTF2IP4,10.5,13.0,52.0,9.0
100101148,0.5,1.0,2.0,0.5
100101266,0.0,0.0,0.0,0.0
POM121C,24.0,50.0,161.0,23.0
100101440,0.0,0.0,1.5,0.0
ZSCAN30,3.5,3.0,15.0,0.5
100113378,0.0,0.0,3.0,1.5
SNORD125,0.0,1.0,1.5,0.0
100113381,2.5,10.0,35.0,9.5
100113392,0.0,0.0,2.0,0.0
100113393,1.5,2.5,9.5,4.0
TMEM170B,5.0,9.0,33.5,7.5
100124516,3.5,5.0,21.5,7.0
100124533,0.0,0.5,1.5,0.0
SNORA84,0.0,1.0,2.0,1.0
HOTAIR,0.0,0.0,1.0,0.0
ZGLP1,0.0,0.0,0.0,0.0
FAM86JP,0.5,0.5,0.5,1.0
MIR374B,0.0,0.0,0.5,0.0
MIR922,1.5,0.5,5.0,0.5
MIR940,0.0,0.5,0.0,0.0
MIR943,0.0,0.5,0.5,0.0
MIR937,0.0,0.0,0.0,0.0
MIR939,0.5,2.5,4.5,0.5
100126784,0.0,0.0,0.0,0.0
EGOT,0.0,0.0,1.0,0.0
GHRLOS,0.5,1.5,5.0,0.5
