chr	start	end	interval_id	num_peaks	num_samples	MV411_1_320_R1.bool	MV411_3_568_R1.bool	MV411_7_714_R1.bool	MV411_8_715_R1.bool	MV411_1_320_R1.fc	MV411_3_568_R1.fc	MV411_7_714_R1.fc	MV411_8_715_R1.fc	MV411_1_320_R1.qval	MV411_3_568_R1.qval	MV411_7_714_R1.qval	MV411_8_715_R1.qval	MV411_1_320_R1.pval	MV411_3_568_R1.pval	MV411_7_714_R1.pval	MV411_8_715_R1.pval	MV411_1_320_R1.start	MV411_3_568_R1.start	MV411_7_714_R1.start	MV411_8_715_R1.start	MV411_1_320_R1.end	MV411_3_568_R1.end	MV411_7_714_R1.end	MV411_8_715_R1.end	MV411_1_320_R1.summit	MV411_3_568_R1.summit	MV411_7_714_R1.summit	MV411_8_715_R1.summit
chr4	8198816	8199028	Interval_12621	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.33057	NA	NA	NA	3.80116	NA	NA	NA	6.95694	NA	NA	NA	8198816	NA	NA	NA	8199028	NA	NA	NA	60
chr4	8206144	8206389	Interval_12622	2	2	TRUE	FALSE	FALSE	TRUE	5.05563	NA	NA	6.42307	4.04747	NA	NA	8.02332	7.57451	NA	NA	11.5423	8206216	NA	NA	8206144	8206376	NA	NA	8206389	45	NA	NA	130
chr4	8440629	8440970	Interval_12623	2	2	TRUE	FALSE	FALSE	TRUE	16.56452	NA	NA	13.24506	33.01143	NA	NA	25.22233	37.46883	NA	NA	29.26006	8440629	NA	NA	8440663	8440970	NA	NA	8440965	149	NA	NA	155
chr4	9875528	9875867	Interval_12624	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.4268	NA	NA	NA	5.16682	NA	NA	NA	8.47353	NA	NA	NA	9875528	NA	NA	NA	9875867	NA	NA	NA	251
chr4	10032635	10032931	Interval_12625	3	3	TRUE	FALSE	TRUE	TRUE	6.51711	NA	5.87139	14.51712	7.48883	NA	7.17607	34.71469	11.30773	NA	11.34539	38.88029	10032712	NA	10032726	10032635	10032890	NA	10032879	10032931	68	NA	17	146
chr4	10046260	10046419	Interval_12626	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	10046260	NA	NA	NA	10046419	NA	NA	NA	34
chr4	10640287	10640963	Interval_12627	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	10.44785	NA	NA	NA	18.82294	NA	NA	NA	22.73565	NA	NA	NA	10640287	NA	NA	NA	10640963	NA	NA	NA	291
chr4	11106881	11107061	Interval_12628	1	1	TRUE	FALSE	FALSE	FALSE	5.70247	NA	NA	NA	5.56156	NA	NA	NA	9.24793	NA	NA	NA	11106881	NA	NA	NA	11107061	NA	NA	NA	76	NA	NA	NA
chr4	11278200	11278442	Interval_12629	2	2	TRUE	FALSE	FALSE	TRUE	6.52542	NA	NA	7.76435	6.48835	NA	NA	10.13167	10.23759	NA	NA	13.75691	11278252	NA	NA	11278200	11278412	NA	NA	11278442	82	NA	NA	102
chr4	11278580	11279032	Interval_12630	2	2	TRUE	FALSE	FALSE	TRUE	7.52933	NA	NA	7.30762	8.67664	NA	NA	9.02635	12.57067	NA	NA	12.60004	11278864	NA	NA	11278580	11279028	NA	NA	11279032	79	NA	NA	144
chr4	13615277	13615465	Interval_12631	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	13615277	NA	NA	NA	13615465	NA	NA	NA	31
chr4	14008390	14008785	Interval_12632	2	2	TRUE	FALSE	FALSE	TRUE	5.29515	NA	NA	7.62149	4.65756	NA	NA	11.60863	8.26142	NA	NA	15.30299	14008566	NA	NA	14008390	14008738	NA	NA	14008785	62	NA	NA	117
chr4	14400445	14400669	Interval_12633	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.75355	NA	NA	NA	5.21762	NA	NA	NA	9.93043	NA	NA	NA	14400445	NA	NA	NA	14400669	NA	NA	NA	91	NA	NA
chr4	14877467	14877670	Interval_12634	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.00936	NA	NA	NA	4.2852	NA	NA	NA	7.5007	NA	NA	NA	14877467	NA	NA	NA	14877670	NA	NA	NA	111
chr4	14919027	14919197	Interval_12635	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	14919027	NA	NA	NA	14919197	NA	NA	NA	145
chr4	14924930	14925343	Interval_12636	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.51471	NA	NA	NA	7.44944	NA	NA	NA	10.9239	NA	NA	NA	14924930	NA	NA	NA	14925343	NA	NA	NA	268
chr4	15010109	15010287	Interval_12637	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.48071	NA	NA	NA	4.96079	NA	NA	NA	8.25121	NA	NA	NA	15010109	NA	NA	NA	15010287	NA	NA	NA	132
chr4	15234230	15234389	Interval_12638	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	15234230	NA	NA	NA	15234389	NA	NA	NA	120
chr4	15401002	15401176	Interval_12639	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.48662	NA	NA	NA	3.53412	NA	NA	NA	6.66138	NA	NA	NA	15401002	NA	NA	NA	15401176	NA	NA	NA	134
chr4	15659718	15659893	Interval_12640	1	1	TRUE	FALSE	FALSE	FALSE	6.02346	NA	NA	NA	5.44734	NA	NA	NA	9.11773	NA	NA	NA	15659718	NA	NA	NA	15659893	NA	NA	NA	36	NA	NA	NA
chr4	15659940	15660108	Interval_12641	1	1	TRUE	FALSE	FALSE	FALSE	6.46932	NA	NA	NA	6.7134	NA	NA	NA	10.4874	NA	NA	NA	15659940	NA	NA	NA	15660108	NA	NA	NA	40	NA	NA	NA
chr4	15666021	15666246	Interval_12642	2	2	TRUE	FALSE	FALSE	TRUE	6.02346	NA	NA	4.56726	5.44734	NA	NA	3.19072	9.11773	NA	NA	6.27354	15666062	NA	NA	15666021	15666246	NA	NA	15666180	98	NA	NA	131
chr4	15689539	15689900	Interval_12643	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.6778	NA	NA	NA	12.41884	NA	NA	NA	16.14324	NA	NA	NA	15689539	NA	NA	NA	15689900	NA	NA	NA	244
chr4	15756625	15756748	Interval_12644	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.47299	NA	NA	NA	6.48788	NA	NA	NA	10.61631	NA	NA	NA	15756625	NA	NA	NA	15756748	NA	NA	NA	29	NA
chr4	15781994	15782153	Interval_12645	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.49566	NA	NA	NA	1.75009	NA	NA	NA	4.59204	NA	NA	NA	15781994	NA	NA	NA	15782153	NA	NA	NA	115
chr4	15784955	15785240	Interval_12646	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	8.05664	NA	NA	NA	11.4319	NA	NA	NA	15.11763	NA	NA	NA	15784955	NA	NA	NA	15785240	NA	NA	NA	133
chr4	15832863	15833059	Interval_12647	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.16978	NA	NA	NA	7.6219	NA	NA	NA	11.11486	NA	NA	NA	15832863	NA	NA	NA	15833059	NA	NA	NA	101
chr4	15902959	15903310	Interval_12648	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	6.90126	13.77573	NA	NA	8.91935	28.66086	NA	NA	13.1526	32.75032	NA	NA	15903048	15902959	NA	NA	15903209	15903310	NA	NA	70	208
chr4	16196571	16196833	Interval_12649	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.93218	9.43613	NA	NA	5.19979	17.11589	NA	NA	9.25272	20.98528	NA	NA	16196655	16196571	NA	NA	16196797	16196833	NA	NA	40	129
chr4	16222803	16223145	Interval_12650	3	3	TRUE	FALSE	TRUE	TRUE	5.79926	NA	5.63035	7.48393	5.41044	NA	5.59172	13.18306	9.07141	NA	9.67378	16.93363	16222899	NA	16222944	16222803	16223145	NA	16223101	16223113	99	NA	53	152
chr4	16225866	16226371	Interval_12651	2	2	TRUE	FALSE	FALSE	TRUE	7.52933	NA	NA	6.85089	8.67664	NA	NA	7.95174	12.57067	NA	NA	11.46926	16225885	NA	NA	16225866	16226149	NA	NA	16226371	79	NA	NA	97
chr4	16237700	16238009	Interval_12652	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	16237700	NA	NA	NA	16238009	NA	NA	NA	170
chr4	17595669	17595894	Interval_12653	2	2	TRUE	FALSE	FALSE	TRUE	6.99618	NA	NA	5.43122	7.51877	NA	NA	4.90574	11.33868	NA	NA	8.17246	17595674	NA	NA	17595669	17595894	NA	NA	17595832	107	NA	NA	59
chr4	18022085	18022346	Interval_12654	2	2	TRUE	FALSE	FALSE	TRUE	12.25554	NA	NA	8.9021	20.92268	NA	NA	13.23404	25.19984	NA	NA	16.98607	18022085	NA	NA	18022093	18022317	NA	NA	18022346	92	NA	NA	122
chr4	19576199	19576371	Interval_12655	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	19576199	NA	NA	NA	19576371	NA	NA	NA	64
chr4	20083734	20083899	Interval_12656	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.02399	NA	NA	NA	4.0543	NA	NA	NA	7.24381	NA	NA	NA	20083734	NA	NA	NA	20083899	NA	NA	NA	48
chr4	20086919	20087079	Interval_12657	1	1	TRUE	FALSE	FALSE	FALSE	4.48051	NA	NA	NA	2.98587	NA	NA	NA	6.38582	NA	NA	NA	20086919	NA	NA	NA	20087079	NA	NA	NA	51	NA	NA	NA
chr4	20455152	20455376	Interval_12658	1	1	FALSE	TRUE	FALSE	FALSE	NA	5.40284	NA	NA	NA	3.11357	NA	NA	NA	7.33557	NA	NA	NA	20455152	NA	NA	NA	20455376	NA	NA	NA	136	NA	NA
chr4	23333990	23334214	Interval_12659	1	1	FALSE	TRUE	FALSE	FALSE	NA	6.65099	NA	NA	NA	5.10132	NA	NA	NA	9.73787	NA	NA	NA	23333990	NA	NA	NA	23334214	NA	NA	NA	103	NA	NA
chr4	23881177	23881401	Interval_12660	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	23881177	NA	NA	NA	23881401	NA	NA	NA	125
chr4	24419554	24419744	Interval_12661	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.72993	NA	NA	NA	8.89854	NA	NA	NA	12.46325	NA	NA	NA	24419554	NA	NA	NA	24419744	NA	NA	NA	82
chr4	24856587	24856767	Interval_12662	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.82208	NA	NA	NA	4.02413	NA	NA	NA	7.20133	NA	NA	NA	24856587	NA	NA	NA	24856767	NA	NA	NA	75
chr4	24881713	24881901	Interval_12663	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5037	NA	NA	NA	8.53373	NA	NA	NA	12.07868	NA	NA	NA	24881713	NA	NA	NA	24881901	NA	NA	NA	77
chr4	24928792	24929034	Interval_12664	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.34089	NA	NA	NA	11.14697	NA	NA	NA	14.81506	NA	NA	NA	24928792	NA	NA	NA	24929034	NA	NA	NA	154
chr4	24973909	24974453	Interval_12665	2	2	TRUE	FALSE	FALSE	TRUE	5.50564	NA	NA	9.14829	4.68623	NA	NA	14.59273	8.29088	NA	NA	18.38592	24973959	NA	NA	24973909	24974198	NA	NA	24974453	80	NA	NA	279
chr4	25163531	25163781	Interval_12666	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.98216	NA	NA	NA	6.96626	NA	NA	NA	10.42048	NA	NA	NA	25163531	NA	NA	NA	25163781	NA	NA	NA	99
chr4	25312496	25312809	Interval_12667	3	3	TRUE	FALSE	TRUE	TRUE	5.19481	NA	5.23035	5.10856	3.9891	NA	4.38259	4.427	7.51365	NA	8.36582	7.65888	25312496	NA	25312625	25312640	25312769	NA	25312781	25312809	87	NA	110	79
chr4	25760610	25760790	Interval_12668	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.05685	NA	NA	NA	1.49037	NA	NA	NA	4.248	NA	NA	NA	25760610	NA	NA	NA	25760790	NA	NA	NA	74
chr4	25862801	25863041	Interval_12669	1	1	TRUE	FALSE	FALSE	FALSE	5.32038	NA	NA	NA	4.69738	NA	NA	NA	8.30211	NA	NA	NA	25862801	NA	NA	NA	25863041	NA	NA	NA	82	NA	NA	NA
chr4	25863511	25863698	Interval_12670	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.44392	NA	NA	NA	5.80854	NA	NA	NA	9.16324	NA	NA	NA	25863511	NA	NA	NA	25863698	NA	NA	NA	60
chr4	26050280	26050507	Interval_12671	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.08907	NA	NA	NA	5.86413	NA	NA	NA	9.22932	NA	NA	NA	26050280	NA	NA	NA	26050507	NA	NA	NA	90
chr4	26076214	26076507	Interval_12672	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.59505	NA	NA	NA	4.20205	NA	NA	NA	7.41131	NA	NA	NA	26076214	NA	NA	NA	26076507	NA	NA	NA	109
chr4	26150996	26151254	Interval_12673	2	2	TRUE	FALSE	FALSE	TRUE	6.92443	NA	NA	7.98442	8.4998	NA	NA	12.66816	12.37751	NA	NA	16.40266	26151029	NA	NA	26150996	26151250	NA	NA	26151254	83	NA	NA	103
chr4	26218179	26218385	Interval_12674	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.99963	NA	NA	NA	4.54703	NA	NA	NA	7.78275	NA	NA	NA	26218179	NA	NA	NA	26218385	NA	NA	NA	68
chr4	26272793	26273269	Interval_12675	2	2	TRUE	FALSE	FALSE	TRUE	6.69146	NA	NA	7.09659	7.4052	NA	NA	9.08463	11.21078	NA	NA	12.66175	26272806	NA	NA	26272793	26272999	NA	NA	26273269	90	NA	NA	114
chr4	26273704	26273915	Interval_12676	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.31684	NA	NA	NA	2.59546	NA	NA	NA	6.39314	NA	NA	NA	26273704	NA	NA	NA	26273915	NA	NA	NA	168	NA
chr4	26319381	26319844	Interval_12677	2	2	TRUE	FALSE	FALSE	TRUE	7.14261	NA	NA	4.49036	10.48988	NA	NA	4.30248	14.46669	NA	NA	7.5254	26319454	NA	NA	26319381	26319688	NA	NA	26319844	80	NA	NA	133
chr4	26583923	26584098	Interval_12678	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.33306	NA	NA	NA	8.40299	NA	NA	NA	12.62006	NA	NA	NA	26583923	NA	NA	NA	26584098	NA	NA	NA	93	NA
chr4	26766381	26766595	Interval_12679	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.56726	NA	NA	NA	3.19072	NA	NA	NA	6.27354	NA	NA	NA	26766381	NA	NA	NA	26766595	NA	NA	NA	67
chr4	26857556	26857844	Interval_12680	2	2	TRUE	FALSE	FALSE	TRUE	7.39351	NA	NA	4.82208	8.83571	NA	NA	4.02413	12.73988	NA	NA	7.20133	26857567	NA	NA	26857556	26857754	NA	NA	26857844	100	NA	NA	137
chr4	26857985	26858164	Interval_12681	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.84425	NA	NA	NA	6.08862	NA	NA	NA	9.47805	NA	NA	NA	26857985	NA	NA	NA	26858164	NA	NA	NA	72
chr4	26885919	26886166	Interval_12682	1	1	FALSE	TRUE	FALSE	FALSE	NA	8.01986	NA	NA	NA	7.4926	NA	NA	NA	12.53024	NA	NA	NA	26885919	NA	NA	NA	26886166	NA	NA	NA	97	NA	NA
chr4	32169998	32170186	Interval_12683	1	1	TRUE	FALSE	FALSE	FALSE	7.52933	NA	NA	NA	8.67664	NA	NA	NA	12.57067	NA	NA	NA	32169998	NA	NA	NA	32170186	NA	NA	NA	66	NA	NA	NA
chr4	32569911	32570306	Interval_12684	1	1	FALSE	TRUE	FALSE	FALSE	NA	9.31138	NA	NA	NA	10.02457	NA	NA	NA	15.31587	NA	NA	NA	32569911	NA	NA	NA	32570306	NA	NA	NA	201	NA	NA
chr4	36244290	36244599	Interval_12685	2	2	TRUE	FALSE	FALSE	TRUE	5.01955	NA	NA	5.43122	3.51583	NA	NA	4.90574	6.98393	NA	NA	8.17246	36244290	NA	NA	36244343	36244593	NA	NA	36244599	266	NA	NA	132
chr4	36255648	36255833	Interval_12686	1	1	TRUE	FALSE	FALSE	FALSE	6.02346	NA	NA	NA	5.44734	NA	NA	NA	9.11773	NA	NA	NA	36255648	NA	NA	NA	36255833	NA	NA	NA	92	NA	NA	NA
chr4	37368056	37368240	Interval_12687	1	1	TRUE	FALSE	FALSE	FALSE	5.65776	NA	NA	NA	5.50023	NA	NA	NA	9.17521	NA	NA	NA	37368056	NA	NA	NA	37368240	NA	NA	NA	84	NA	NA	NA
chr4	37480150	37480327	Interval_12688	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	37480150	NA	NA	NA	37480327	NA	NA	NA	92
chr4	37758087	37758412	Interval_12689	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.50237	NA	NA	NA	7.78187	NA	NA	NA	11.28347	NA	NA	NA	37758087	NA	NA	NA	37758412	NA	NA	NA	117
chr4	37850949	37851108	Interval_12690	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.77745	NA	NA	NA	3.70652	NA	NA	NA	6.85491	NA	NA	NA	37850949	NA	NA	NA	37851108	NA	NA	NA	98
chr4	37931272	37931458	Interval_12691	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.73143	NA	NA	NA	8.13696	NA	NA	NA	11.65962	NA	NA	NA	37931272	NA	NA	NA	37931458	NA	NA	NA	95
chr4	37977814	37978049	Interval_12692	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.0184	NA	NA	NA	2.44087	NA	NA	NA	5.41629	NA	NA	NA	37977814	NA	NA	NA	37978049	NA	NA	NA	95
chr4	38072009	38072227	Interval_12693	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.59505	NA	NA	NA	4.20205	NA	NA	NA	7.41131	NA	NA	NA	38072009	NA	NA	NA	38072227	NA	NA	NA	142
chr4	38191524	38191726	Interval_12694	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.60222	NA	NA	NA	7.93731	NA	NA	NA	11.44766	NA	NA	NA	38191524	NA	NA	NA	38191726	NA	NA	NA	80
chr4	38193730	38193848	Interval_12695	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	5.42015	NA	NA	NA	5.25038	NA	NA	NA	9.31879	NA	NA	NA	38193730	NA	NA	NA	38193848	NA	NA	NA	75	NA
chr4	38523608	38523911	Interval_12696	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.29188	NA	NA	NA	3.03199	NA	NA	NA	6.08658	NA	NA	NA	38523608	NA	NA	NA	38523911	NA	NA	NA	49
chr4	38529724	38529884	Interval_12697	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.07301	NA	NA	NA	6.76929	NA	NA	NA	10.20378	NA	NA	NA	38529724	NA	NA	NA	38529884	NA	NA	NA	90
chr4	38621143	38621328	Interval_12698	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.31159	NA	NA	NA	2.01386	NA	NA	NA	4.90411	NA	NA	NA	38621143	NA	NA	NA	38621328	NA	NA	NA	121
chr4	38664672	38664832	Interval_12699	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.64831	NA	NA	NA	3.76873	NA	NA	NA	6.92233	NA	NA	NA	38664672	NA	NA	NA	38664832	NA	NA	NA	36
chr4	38743956	38744144	Interval_12700	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	38743956	NA	NA	NA	38744144	NA	NA	NA	95
chr4	38761640	38762019	Interval_12701	3	3	TRUE	FALSE	TRUE	TRUE	10.47787	NA	6.57624	17.67561	16.93658	NA	7.98116	42.43264	21.12907	NA	12.18861	46.67393	38761717	NA	38761756	38761640	38761941	NA	38761920	38762019	95	NA	63	186
chr4	38856794	38857136	Interval_12702	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.5327	NA	NA	NA	8.57584	NA	NA	NA	12.12819	NA	NA	NA	38856794	NA	NA	NA	38857136	NA	NA	NA	99
chr4	38857695	38858056	Interval_12703	2	2	TRUE	FALSE	FALSE	TRUE	6.37288	NA	NA	6.64904	6.26128	NA	NA	7.64533	9.9917	NA	NA	11.14197	38857695	NA	NA	38857753	38858056	NA	NA	38857981	117	NA	NA	76
chr4	38858079	38858238	Interval_12704	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.34314	NA	NA	NA	2.89087	NA	NA	NA	5.9236	NA	NA	NA	38858079	NA	NA	NA	38858238	NA	NA	NA	28
chr4	38988345	38988658	Interval_12705	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	9.03292	NA	NA	NA	15.90787	NA	NA	NA	19.7429	NA	NA	NA	38988345	NA	NA	NA	38988658	NA	NA	NA	156
chr4	39366285	39366677	Interval_12706	3	3	TRUE	FALSE	TRUE	TRUE	7.73907	NA	4.23852	11.25077	10.60129	NA	3.05321	23.07578	14.58952	NA	6.9063	27.0775	39366297	NA	39366400	39366285	39366637	NA	39366522	39366677	154	NA	13	164
chr4	39527602	39527901	Interval_12707	2	2	TRUE	FALSE	FALSE	TRUE	5.54513	NA	NA	5.00936	4.74495	NA	NA	4.2852	8.35373	NA	NA	7.5007	39527717	NA	NA	39527602	39527901	NA	NA	39527876	76	NA	NA	211
chr4	39609423	39609890	Interval_12708	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.81038	NA	NA	NA	6.37016	NA	NA	NA	9.77208	NA	NA	NA	39609423	NA	NA	NA	39609890	NA	NA	NA	245
chr4	39639036	39639223	Interval_12709	1	1	TRUE	FALSE	FALSE	FALSE	5.46672	NA	NA	NA	4.63666	NA	NA	NA	8.22893	NA	NA	NA	39639036	NA	NA	NA	39639223	NA	NA	NA	87	NA	NA	NA
chr4	39657487	39657742	Interval_12710	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.93744	NA	NA	NA	5.91654	NA	NA	NA	9.29284	NA	NA	NA	39657487	NA	NA	NA	39657742	NA	NA	NA	135
chr4	39686781	39687146	Interval_12711	3	3	TRUE	FALSE	TRUE	TRUE	7.13614	NA	6.62503	11.24672	8.08006	NA	7.30189	20.1465	11.93164	NA	11.47304	24.0893	39686841	NA	39686876	39686781	39687086	NA	39687021	39687146	57	NA	95	156
chr4	39713844	39714114	Interval_12712	2	2	TRUE	FALSE	FALSE	TRUE	7.13614	NA	NA	8.21875	8.08006	NA	NA	11.69049	11.93164	NA	NA	15.38604	39713855	NA	NA	39713844	39714114	NA	NA	39714079	122	NA	NA	124
chr4	40205512	40205736	Interval_12713	1	1	FALSE	TRUE	FALSE	FALSE	NA	7.17969	NA	NA	NA	6.18313	NA	NA	NA	11.02534	NA	NA	NA	40205512	NA	NA	NA	40205736	NA	NA	NA	121	NA	NA
chr4	40307660	40308027	Interval_12714	3	3	FALSE	TRUE	TRUE	TRUE	NA	7.778	5.40933	5.68779	NA	7.31038	5.24338	7.5499	NA	12.31399	9.30041	11.03103	NA	40307800	40307787	40307660	NA	40308027	40307913	40308005	NA	172	79	146
chr4	40308201	40308469	Interval_12715	2	2	TRUE	FALSE	FALSE	TRUE	4.88783	NA	NA	5.08099	3.80222	NA	NA	4.94817	7.30656	NA	NA	8.22801	40308201	NA	NA	40308256	40308376	NA	NA	40308469	122	NA	NA	115
chr4	40529487	40529764	Interval_12716	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.62997	NA	NA	NA	9.92231	NA	NA	NA	13.53714	NA	NA	NA	40529487	NA	NA	NA	40529764	NA	NA	NA	198
chr4	40551765	40552097	Interval_12717	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.99221	NA	NA	NA	2.60279	NA	NA	NA	5.6077	NA	NA	NA	40551765	NA	NA	NA	40552097	NA	NA	NA	197
chr4	40564040	40564199	Interval_12718	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.12887	NA	NA	NA	4.45845	NA	NA	NA	7.69125	NA	NA	NA	40564040	NA	NA	NA	40564199	NA	NA	NA	65
chr4	40586180	40586400	Interval_12719	2	2	TRUE	FALSE	FALSE	TRUE	4.42162	NA	NA	4.35514	3.38308	NA	NA	3.3366	6.83107	NA	NA	6.44799	40586194	NA	NA	40586180	40586400	NA	NA	40586371	96	NA	NA	59
chr4	40604811	40605388	Interval_12720	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	6.03165	NA	NA	NA	6.37895	NA	NA	NA	9.78131	NA	NA	NA	40604811	NA	NA	NA	40605388	NA	NA	NA	431
chr4	40656121	40656912	Interval_12721	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	7.47393	NA	NA	NA	9.6751	NA	NA	NA	13.28165	NA	NA	NA	40656121	NA	NA	NA	40656912	NA	NA	NA	174
chr4	40683128	40683347	Interval_12722	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.64608	NA	NA	NA	5.49628	NA	NA	NA	8.82579	NA	NA	NA	40683128	NA	NA	NA	40683347	NA	NA	NA	201
chr4	40683687	40683878	Interval_12723	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.7625	NA	NA	NA	5.67509	NA	NA	NA	9.01248	NA	NA	NA	40683687	NA	NA	NA	40683878	NA	NA	NA	67
chr4	40731544	40731733	Interval_12724	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.71806	NA	NA	NA	4.11755	NA	NA	NA	7.32223	NA	NA	NA	40731544	NA	NA	NA	40731733	NA	NA	NA	76
chr4	41216411	41216570	Interval_12725	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	5.24353	NA	NA	NA	4.91101	NA	NA	NA	8.17807	NA	NA	NA	41216411	NA	NA	NA	41216570	NA	NA	NA	32
chr4	41512125	41512543	Interval_12726	2	2	FALSE	TRUE	FALSE	TRUE	NA	6.07596	NA	7.21126	NA	4.12053	NA	8.87974	NA	8.60614	NA	12.44311	NA	41512125	NA	41512278	NA	41512349	NA	41512543	NA	113	NA	134
chr4	41934599	41934768	Interval_12727	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.89165	NA	NA	NA	2.89087	NA	NA	NA	5.93141	NA	NA	NA	41934599	NA	NA	NA	41934768	NA	NA	NA	85
chr4	41935115	41935295	Interval_12728	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	4.54436	NA	NA	NA	3.87444	NA	NA	NA	7.03533	NA	NA	NA	41935115	NA	NA	NA	41935295	NA	NA	NA	86
chr4	47032746	47033086	Interval_12729	2	2	TRUE	FALSE	FALSE	TRUE	6.02346	NA	NA	5.93744	5.44734	NA	NA	5.91654	9.11773	NA	NA	9.29284	47032793	NA	NA	47032746	47033086	NA	NA	47033058	99	NA	NA	242
