track name="Conventional SE with ABC gene assignments"
1_merged_PDX_cell_lines_AML_13673_lociStitched chr5 77863693 77867048 77159517 77162872 ,
1_merged_PDX_cell_lines_AML_13674_lociStitched chr1 191970080 191973434 191939210 191942564 RGS18,
1_merged_PDX_cell_lines_AML_13675_lociStitched chr9 105051708 105055062 107813989 107817343 ,
1_merged_PDX_cell_lines_AML_13676_lociStitched chr9 128781091 128784444 131543370 131546723 ZDHHC12,
1_merged_PDX_cell_lines_AML_13677_lociStitched chr12 91098120 91101473 91491897 91495250 ,
1_merged_PDX_cell_lines_AML_13678_lociStitched chr4 153768049 153771401 154689201 154692553 ,
1_merged_PDX_cell_lines_AML_13679_lociStitched chr3 119256642 119259993 118975489 118978840 ,
1_merged_PDX_cell_lines_AML_13680_lociStitched chr6 108966006 108969356 109287209 109290559 ,
1_merged_PDX_cell_lines_AML_13681_lociStitched chr12 98273700 98277050 98667478 98670828 ,
1_merged_PDX_cell_lines_AML_13682_lociStitched chr8 4235430 4238779 4092952 4096301 ,
1_merged_PDX_cell_lines_AML_13683_lociStitched chr1 8814325 8817674 8874384 8877733 RERE,
1_merged_PDX_cell_lines_AML_13684_lociStitched chr2 20609327 20612675 20809087 20812435 ,
1_merged_PDX_cell_lines_AML_13685_lociStitched chr11 78048518 78051865 77759564 77762911 ,
1_merged_PDX_cell_lines_AML_13686_lociStitched chr6 20167859 20171205 20168090 20171436 ,
1_merged_PDX_cell_lines_AML_13687_lociStitched chr16 4102274 4105619 4152275 4155620 ADCY9,
1_merged_PDX_cell_lines_AML_13688_lociStitched chr1 148935231 148938576 144945912 144949257 ,
1_merged_PDX_cell_lines_AML_13689_lociStitched chr11 119092228 119095572 118962938 118966282 HMBS,C2CD2L,RPS25,TRAPPC4,CCDC84,DPAGT1,RNF26,CCDC153,SLC37A4,HINFP,VPS11,
1_merged_PDX_cell_lines_AML_13690_lociStitched chr5 1501615 1504959 1501730 1505074 ,
1_merged_PDX_cell_lines_AML_13691_lociStitched chr11 9549537 9552880 9571084 9574427 ,
1_merged_PDX_cell_lines_AML_13692_lociStitched chr3 42846077 42849417 42887569 42890909 ,
1_merged_PDX_cell_lines_AML_13693_lociStitched chr14 19770883 19774222 20239042 20242381 ,
1_merged_PDX_cell_lines_AML_13694_lociStitched chr1 109089970 109093309 109632592 109635931 TAF13,
1_merged_PDX_cell_lines_AML_13695_lociStitched chr2 64742829 64746168 64969963 64973302 ,
1_merged_PDX_cell_lines_AML_13696_lociStitched chr7 66920562 66923900 66385549 66388887 SBDS,TYW1,
1_merged_PDX_cell_lines_AML_13697_lociStitched chr1 87901071 87904408 88366754 88370091 ,
1_merged_PDX_cell_lines_AML_13698_lociStitched chr6 158045212 158048545 158466244 158469577 ,
1_merged_PDX_cell_lines_AML_13699_lociStitched chr7 148939203 148942536 148636295 148639628 EZH2,ZNF425,ZNF746,
1_merged_PDX_cell_lines_AML_13700_lociStitched chr22 37924408 37927741 38320415 38323748 ,
1_merged_PDX_cell_lines_AML_13701_lociStitched chr14 75866277 75869608 76332620 76335951 ,
1_merged_PDX_cell_lines_AML_13702_lociStitched chr5 132961145 132964476 132296837 132300168 ZCCHC10,
1_merged_PDX_cell_lines_AML_13703_lociStitched chr17 69225490 69228821 67221631 67224962 ,
1_merged_PDX_cell_lines_AML_13704_lociStitched chr3 48476583 48479913 48517992 48521322 MON1A,NDUFAF3,
1_merged_PDX_cell_lines_AML_13705_lociStitched chr6 310894 314223 310894 314223 ,
1_merged_PDX_cell_lines_AML_13706_lociStitched chr5 67407516 67410845 66703344 66706673 ,
1_merged_PDX_cell_lines_AML_13707_lociStitched chr12 38661947 38665276 39055749 39059078 ,
1_merged_PDX_cell_lines_AML_13709_lociStitched chr22 30019446 30022774 30415435 30418763 ,
1_merged_PDX_cell_lines_AML_13708_lociStitched chr5 92081936 92085264 91377753 91381081 ,
1_merged_PDX_cell_lines_AML_13710_lociStitched chr7 36734800 36738128 36774405 36777733 AOAH,
1_merged_PDX_cell_lines_AML_13711_lociStitched chr10 33108414 33111740 33397342 33400668 ,
1_merged_PDX_cell_lines_AML_13712_lociStitched chr19 21504946 21508270 21687748 21691072 ,
1_merged_PDX_cell_lines_AML_13714_lociStitched chr4 1153847 1157170 1147635 1150958 ,
1_merged_PDX_cell_lines_AML_13713_lociStitched chr8 127584711 127588034 128596956 128600279 ,
1_merged_PDX_cell_lines_AML_13715_lociStitched chr3 194878434 194881757 194599163 194602486 ,
1_merged_PDX_cell_lines_AML_13716_lociStitched chr19 54018438 54021761 54521692 54525015 MYADM,
1_merged_PDX_cell_lines_AML_13717_lociStitched chr13 44273200 44276522 44847336 44850658 ,
1_merged_PDX_cell_lines_AML_13718_lociStitched chr17 32006489 32009811 30333508 30336830 ,
1_merged_PDX_cell_lines_AML_13719_lociStitched chrX 96684460 96687780 95939459 95942779 ,
1_merged_PDX_cell_lines_AML_13720_lociStitched chr7 66281180 66284500 65746167 65749487 CRCP,
1_merged_PDX_cell_lines_AML_13721_lociStitched chr1 35344098 35347417 35809699 35813018 GJB5,
1_merged_PDX_cell_lines_AML_13722_lociStitched chr15 89836109 89839427 90379341 90382659 ,
1_merged_PDX_cell_lines_AML_13723_lociStitched chr1 12265382 12268699 12325439 12328756 ,
1_merged_PDX_cell_lines_AML_13724_lociStitched chr21 38219208 38222523 39591130 39594445 ,
1_merged_PDX_cell_lines_AML_13725_lociStitched chr1 31657276 31660591 32122877 32126192 ,
1_merged_PDX_cell_lines_AML_13726_lociStitched chr3 5089264 5092578 5130949 5134263 ,
1_merged_PDX_cell_lines_AML_13727_lociStitched chr10 91797621 91800935 93557378 93560692 BTAF1,FGFBP3,
1_merged_PDX_cell_lines_AML_13728_lociStitched chr11 38757205 38760519 38778755 38782069 ,
1_merged_PDX_cell_lines_AML_13729_lociStitched chr16 25799038 25802350 25810359 25813671 ,
1_merged_PDX_cell_lines_AML_13730_lociStitched chr19 38863981 38867291 39354621 39357931 LGALS4,SARS2,CCER2,SIRT2,
1_merged_PDX_cell_lines_AML_13731_lociStitched chr10 80517729 80521039 82277485 82280795 ,
1_merged_PDX_cell_lines_AML_13732_lociStitched chr13 104836236 104839545 105488587 105491896 ,
1_merged_PDX_cell_lines_AML_13733_lociStitched chr9 68545503 68548811 71160419 71163727 ,
1_merged_PDX_cell_lines_AML_13734_lociStitched chr4 5868818 5872126 5870545 5873853 ,
1_merged_PDX_cell_lines_AML_13736_lociStitched chr5 131638496 131641800 130974189 130977493 ,
1_merged_PDX_cell_lines_AML_13735_lociStitched chr10 101828464 101831768 103588221 103591525 ,
1_merged_PDX_cell_lines_AML_13737_lociStitched chr20 1756120 1759423 1736766 1740069 IDH3B,
1_merged_PDX_cell_lines_AML_13739_lociStitched chr1 6289290 6292592 6349350 6352652 ,
1_merged_PDX_cell_lines_AML_13738_lociStitched chr11 130048371 130051673 129918266 129921568 ST14,
1_merged_PDX_cell_lines_AML_13740_lociStitched chr19 15430614 15433916 15541425 15544727 ABHD8,FAM32A,AKAP8,TMED1,
1_merged_PDX_cell_lines_AML_13741_lociStitched chr16 30956777 30960078 30968098 30971399 BCKDK,STX1B,STX4,ZNF267,ORAI3,BCL7C,MAZ,
1_merged_PDX_cell_lines_AML_13742_lociStitched chr7 140060360 140063661 139760160 139763461 KDM7A,
1_merged_PDX_cell_lines_AML_13744_lociStitched chr8 16360873 16364174 16218382 16221683 ,
1_merged_PDX_cell_lines_AML_13743_lociStitched chr11 75771042 75774343 75482087 75485388 KLHL35,
1_merged_PDX_cell_lines_AML_13745_lociStitched chr9 133843026 133846326 136708148 136711448 ,
1_merged_PDX_cell_lines_AML_13746_lociStitched chr15 44851475 44854774 45143673 45146972 ,
1_merged_PDX_cell_lines_AML_13747_lociStitched chr8 30466171 30469470 30323687 30326986 ,
1_merged_PDX_cell_lines_AML_13748_lociStitched chr8 96759709 96763008 97771937 97775236 ,
1_merged_PDX_cell_lines_AML_13749_lociStitched chr1 89994536 89997834 90460095 90463393 GBP5,
1_merged_PDX_cell_lines_AML_13750_lociStitched chr8 97258321 97261615 98270549 98273843 ,
1_merged_PDX_cell_lines_AML_13751_lociStitched chr12 101741977 101745271 102135755 102139049 ,
1_merged_PDX_cell_lines_AML_13752_lociStitched chr20 40462672 40465965 39091312 39094605 ,
1_merged_PDX_cell_lines_AML_13754_lociStitched chr17 35050548 35053840 33377567 33380859 ,
1_merged_PDX_cell_lines_AML_13753_lociStitched chr8 47477772 47481064 48390334 48393626 ,
1_merged_PDX_cell_lines_AML_13755_lociStitched chr17 38414689 38417980 36570932 36574223 SOCS7,MRPL45,
1_merged_PDX_cell_lines_AML_13756_lociStitched chr1 101086373 101089664 101551929 101555220 ,
1_merged_PDX_cell_lines_AML_13757_lociStitched chr1 16642499 16645790 16968994 16972285 NBPF1,
1_merged_PDX_cell_lines_AML_13758_lociStitched chr21 41884906 41888195 43305015 43308304 ,
1_merged_PDX_cell_lines_AML_13759_lociStitched chr6 14875487 14878775 14875718 14879006 ,
1_merged_PDX_cell_lines_AML_13760_lociStitched chr9 129382480 129385766 132144759 132148045 NTMT1,
1_merged_PDX_cell_lines_AML_13761_lociStitched chr2 207071812 207075097 207936536 207939821 ,
1_merged_PDX_cell_lines_AML_13762_lociStitched chr12 30628494 30631779 30781428 30784713 ,
1_merged_PDX_cell_lines_AML_13763_lociStitched chr11 68926521 68929805 68693989 68697273 ,
1_merged_PDX_cell_lines_AML_13764_lociStitched chr8 29059351 29062634 28916868 28920151 ,
1_merged_PDX_cell_lines_AML_13766_lociStitched chr8 95212792 95216075 96225020 96228303 ,
1_merged_PDX_cell_lines_AML_13765_lociStitched chr1 89407062 89410345 89872621 89875904 ,
1_merged_PDX_cell_lines_AML_13767_lociStitched chr12 116591801 116595083 117029606 117032888 ,
1_merged_PDX_cell_lines_AML_13768_lociStitched chr1 36303645 36306926 36769246 36772527 ,
1_merged_PDX_cell_lines_AML_13769_lociStitched chr14 68576065 68579345 69042782 69046062 ,
1_merged_PDX_cell_lines_AML_13771_lociStitched chr5 54618767 54622047 53914597 53917877 ,
1_merged_PDX_cell_lines_AML_13770_lociStitched chr4 6639961 6643241 6641688 6644968 ,
1_merged_PDX_cell_lines_AML_13772_lociStitched chr12 110447547 110450826 110885352 110888631 ATP2A2,C12orf76,PPTC7,
1_merged_PDX_cell_lines_AML_13773_lociStitched chr1 248803817 248807095 249098016 249101294 ,
1_merged_PDX_cell_lines_AML_13774_lociStitched chr3 17578929 17582206 17620421 17623698 ,
1_merged_PDX_cell_lines_AML_13775_lociStitched chr8 13166819 13170095 13024328 13027604 ,
1_merged_PDX_cell_lines_AML_13776_lociStitched chr9 31345315 31348591 31345313 31348589 ,
1_merged_PDX_cell_lines_AML_13777_lociStitched chr15 28774408 28777684 29019554 29022830 ,
1_merged_PDX_cell_lines_AML_13778_lociStitched chr9 92769027 92772303 95531309 95534585 ,
1_merged_PDX_cell_lines_AML_13779_lociStitched chr17 7435384 7438659 7338703 7341978 CD68,EIF4A1,EIF5A,PLSCR3,SENP3,TMEM256,TNFSF12,POLR2A,
1_merged_PDX_cell_lines_AML_13780_lociStitched chr19 27934932 27938207 28425840 28429115 ,
1_merged_PDX_cell_lines_AML_13781_lociStitched chr15 94204843 94208118 94748072 94751347 MCTP2,
1_merged_PDX_cell_lines_AML_13782_lociStitched chr8 140056095 140059368 141066193 141069466 ,
1_merged_PDX_cell_lines_AML_13783_lociStitched chr13 76798018 76801288 77372153 77375423 ,
1_merged_PDX_cell_lines_AML_13784_lociStitched chr12 69006351 69009621 69400131 69403401 ,
1_merged_PDX_cell_lines_AML_13785_lociStitched chr14 23446440 23449709 23915649 23918918 ,
1_merged_PDX_cell_lines_AML_13786_lociStitched chr3 46946285 46949553 46987775 46991043 ,
1_merged_PDX_cell_lines_AML_13787_lociStitched chr13 76027409 76030677 76601545 76604813 ,
1_merged_PDX_cell_lines_AML_13789_lociStitched chr15 35165890 35169157 35458091 35461358 ,
1_merged_PDX_cell_lines_AML_13788_lociStitched chr12 66343782 66347049 66737562 66740829 ,
1_merged_PDX_cell_lines_AML_13790_lociStitched chr7 139819520 139822785 139519319 139522584 ,
1_merged_PDX_cell_lines_AML_13791_lociStitched chr2 45784950 45788214 46012089 46015353 ,
1_merged_PDX_cell_lines_AML_13792_lociStitched chr1 84224006 84227269 84689689 84692952 ,
1_merged_PDX_cell_lines_AML_13793_lociStitched chr2 64201928 64205189 64429062 64432323 PELI1,
1_merged_PDX_cell_lines_AML_13795_lociStitched chrX 155026089 155029349 154254364 154257624 ,
1_merged_PDX_cell_lines_AML_13796_lociStitched chr19 3669685 3672945 3669683 3672943 S1PR4,
1_merged_PDX_cell_lines_AML_13797_lociStitched chr15 70022162 70025422 70314501 70317761 ,
1_merged_PDX_cell_lines_AML_13794_lociStitched chr6 156718469 156721729 157039603 157042863 ,
1_merged_PDX_cell_lines_AML_13798_lociStitched chr6 125799799 125803059 126120945 126124205 NCOA7,
1_merged_PDX_cell_lines_AML_13799_lociStitched chr1 24869989 24873249 25196480 25199740 ,
1_merged_PDX_cell_lines_AML_13801_lociStitched chr2 3195585 3198844 3199356 3202615 ,
1_merged_PDX_cell_lines_AML_13802_lociStitched chr2 199228042 199231301 200092765 200096024 ,
1_merged_PDX_cell_lines_AML_13800_lociStitched chr19 608251 611510 608251 611510 ,
1_merged_PDX_cell_lines_AML_13803_lociStitched chr18 9403053 9406310 9403051 9406308 ,
1_merged_PDX_cell_lines_AML_13804_lociStitched chr2 61054801 61058058 61281936 61285193 ,
1_merged_PDX_cell_lines_AML_13805_lociStitched chr1 185344312 185347569 185313444 185316701 ,
1_merged_PDX_cell_lines_AML_13806_lociStitched chr17 39792648 39795905 37948901 37952158 ,
1_merged_PDX_cell_lines_AML_13808_lociStitched chr1 234213323 234216579 234349069 234352325 ,
1_merged_PDX_cell_lines_AML_13807_lociStitched chr7 80587526 80590782 80216842 80220098 ,
1_merged_PDX_cell_lines_AML_13809_lociStitched chr11 18393676 18396930 18415223 18418477 ,
1_merged_PDX_cell_lines_AML_13810_lociStitched chr12 29388239 29391493 29541172 29544426 ,
1_merged_PDX_cell_lines_AML_13811_lociStitched chr17 80831295 80834549 78805095 78808349 RNF213,
1_merged_PDX_cell_lines_AML_13812_lociStitched chr7 66680422 66683675 66145409 66148662 KCTD7,
1_merged_PDX_cell_lines_AML_13813_lociStitched chr19 6727071 6730324 6727082 6730335 GPR108,SH2D3A,CD70,
1_merged_PDX_cell_lines_AML_13814_lociStitched chr17 39207171 39210423 37363424 37366676 ,
1_merged_PDX_cell_lines_AML_13815_lociStitched chr6 148997998 149001250 149319134 149322386 ,
1_merged_PDX_cell_lines_AML_13816_lociStitched chr9 110937539 110940790 113699819 113703070 ,
1_merged_PDX_cell_lines_AML_13817_lociStitched chr17 78664861 78668110 76660943 76664192 ,
1_merged_PDX_cell_lines_AML_13818_lociStitched chr6 13635532 13638781 13635764 13639013 ,
1_merged_PDX_cell_lines_AML_13820_lociStitched chr2 32287396 32290644 32512465 32515713 ,
1_merged_PDX_cell_lines_AML_13819_lociStitched chr20 11890458 11893706 11871106 11874354 ,
1_merged_PDX_cell_lines_AML_13821_lociStitched chr4 26871305 26874552 26872927 26876174 ,
1_merged_PDX_cell_lines_AML_13822_lociStitched chr2 178528792 178532039 179393519 179396766 ,
1_merged_PDX_cell_lines_AML_13823_lociStitched chr11 15798658 15801905 15820204 15823451 ,
1_merged_PDX_cell_lines_AML_13824_lociStitched chr8 18423654 18426900 18281164 18284410 ,
1_merged_PDX_cell_lines_AML_13825_lociStitched chr21 33069558 33072803 34441864 34445109 ,
1_merged_PDX_cell_lines_AML_13826_lociStitched chr1 225345333 225348578 225533035 225536280 ,
1_merged_PDX_cell_lines_AML_13827_lociStitched chr5 34498175 34501418 34498280 34501523 ,
1_merged_PDX_cell_lines_AML_13828_lociStitched chr1 35635969 35639212 36101570 36104813 PSMB2,COL8A2,KIAA0319L,NCDN,SMIM12,
1_merged_PDX_cell_lines_AML_13829_lociStitched chrX 57950132 57953374 57976566 57979808 ,
1_merged_PDX_cell_lines_AML_13830_lociStitched chr3 52891133 52894374 52925149 52928390 ,
1_merged_PDX_cell_lines_AML_13831_lociStitched chr17 43314465 43317693 41391819 41395060 ,
1_merged_PDX_cell_lines_AML_13833_lociStitched chr1 203294496 203297737 203263624 203266865 ,
1_merged_PDX_cell_lines_AML_13832_lociStitched chr16 81649790 81653031 81683395 81686636 ,
1_merged_PDX_cell_lines_AML_13834_lociStitched chr1 243420127 243423367 243583429 243586669 ,
1_merged_PDX_cell_lines_AML_13836_lociStitched chr5 134812155 134815395 134147845 134151085 ,
1_merged_PDX_cell_lines_AML_13835_lociStitched chr1 30128478 30131718 30601325 30604565 ,
1_merged_PDX_cell_lines_AML_13837_lociStitched chr10 3466857 3470096 3509049 3512288 ,
1_merged_PDX_cell_lines_AML_13838_lociStitched chrX 20361003 20364242 20379121 20382360 ,
1_merged_PDX_cell_lines_AML_13839_lociStitched chr1 206663077 206666314 206836422 206839659 ,
1_merged_PDX_cell_lines_AML_13840_lociStitched chr19 16397888 16401124 16508699 16511935 CIB3,EPS15L1,F2RL3,FAM32A,KLF2,
1_merged_PDX_cell_lines_AML_13841_lociStitched chr11 66079895 66083130 65847366 65850601 AP5B1,BANF1,KLC2,SF3B2,PACS1,
1_merged_PDX_cell_lines_AML_13842_lociStitched chr20 17670189 17673424 17650834 17654069 ,
1_merged_PDX_cell_lines_AML_13844_lociStitched chr8 96247372 96250606 97259600 97262834 PTDSS1,
1_merged_PDX_cell_lines_AML_13843_lociStitched chr4 3285130 3288364 3286857 3290091 MFSD10,RGS12,
1_merged_PDX_cell_lines_AML_13845_lociStitched chr8 19126723 19129957 18984233 18987467 ,
1_merged_PDX_cell_lines_AML_13846_lociStitched chr8 23017341 23020574 22874854 22878087 ,
1_merged_PDX_cell_lines_AML_13848_lociStitched chr12 102180749 102183982 102574527 102577760 NFYB,
1_merged_PDX_cell_lines_AML_13849_lociStitched chr1 41861157 41864390 42326828 42330061 ,
1_merged_PDX_cell_lines_AML_13847_lociStitched chr4 70836783 70840016 71702500 71705733 ,
1_merged_PDX_cell_lines_AML_13851_lociStitched chr15 56772702 56775934 57064900 57068132 ,
1_merged_PDX_cell_lines_AML_13850_lociStitched chr3 37394656 37397888 37436147 37439379 ,
1_merged_PDX_cell_lines_AML_13852_lociStitched chr21 38754255 38757486 40126179 40129410 ETS2,
1_merged_PDX_cell_lines_AML_13853_lociStitched chr2 40449889 40453120 40677029 40680260 SLC8A1,
1_merged_PDX_cell_lines_AML_13855_lociStitched chr2 144595056 144598286 145352623 145355853 ,
1_merged_PDX_cell_lines_AML_13854_lociStitched chr14 49583868 49587098 50050586 50053816 RPS29,
1_merged_PDX_cell_lines_AML_13856_lociStitched chr1 213013108 213016338 213186450 213189680 NSL1,RPS6KC1,TATDN3,VASH2,
1_merged_PDX_cell_lines_AML_13857_lociStitched chr1 25830727 25833955 26157218 26160446 ,
1_merged_PDX_cell_lines_AML_13858_lociStitched chr19 45513589 45516816 46016847 46020074 PPM1N,CD3EAP,FBXO46,EML2,GIPR,RTN2,
1_merged_PDX_cell_lines_AML_13859_lociStitched chr7 81886098 81889324 81515414 81518640 ,
1_merged_PDX_cell_lines_AML_13860_lociStitched chr20 62337358 62340584 60912414 60915640 ,
1_merged_PDX_cell_lines_AML_13861_lociStitched chr4 172124120 172127343 173045271 173048494 ,
1_merged_PDX_cell_lines_AML_13862_lociStitched chr16 11667962 11671183 11761818 11765039 ,
1_merged_PDX_cell_lines_AML_13863_lociStitched chr1 158799453 158802673 158769243 158772463 ,
1_merged_PDX_cell_lines_AML_13864_lociStitched chr10 124289435 124292654 125978004 125981223 ,
1_merged_PDX_cell_lines_AML_13865_lociStitched chr16 21615537 21618755 21626858 21630076 METTL9,
1_merged_PDX_cell_lines_AML_13866_lociStitched chr2 172571128 172574346 173435856 173439074 ,
1_merged_PDX_cell_lines_AML_13867_lociStitched chr1 69538872 69542089 70004555 70007772 ,
1_merged_PDX_cell_lines_AML_13868_lociStitched chr19 34961184 34964399 35452088 35455303 ,
1_merged_PDX_cell_lines_AML_13870_lociStitched chr4 24470262 24473475 24471885 24475098 ,
1_merged_PDX_cell_lines_AML_13869_lociStitched chr2 47308397 47311610 47535536 47538749 ,
1_merged_PDX_cell_lines_AML_13871_lociStitched chr9 110933241 110936452 113695521 113698732 ,
1_merged_PDX_cell_lines_AML_13872_lociStitched chr15 90954496 90957707 91497726 91500937 BLM,ISG20,MESP1,VPS33B,ZNF774,RCCD1,
1_merged_PDX_cell_lines_AML_13873_lociStitched chrX 16901996 16905207 16920119 16923330 ,
1_merged_PDX_cell_lines_AML_13874_lociStitched chr15 67945310 67948520 68237648 68240858 ,
1_merged_PDX_cell_lines_AML_13875_lociStitched chr10 1042536 1045745 1088476 1091685 ,
1_merged_PDX_cell_lines_AML_13877_lociStitched chr13 51589688 51592897 52163824 52167033 ,
